row_0,CAZyme
Aq_sp_Aq107_01588,PF01266.25
Aq_sp_Aq107_01589,PF01590.27
Aq_sp_Aq107_01590,PF03150.15
Aq_sp_Aq107_01591,COG3211
Aq_sp_Aq107_01592,PF09674.11
Aq_sp_Aq107_01593,PF13304.7
Aq_sp_Aq107_01595,PF01625.22
Aq_sp_Aq107_01596,PF01227.23
Aq_sp_Aq107_01600,PF06078.12
Aq_sp_Aq107_01601,PF00389.31
Aq_sp_Aq107_01602,PF00266.20
Aq_sp_Aq107_01603,PF05893.15
Aq_sp_Aq107_01604,PF00037.28
Aq_sp_Aq107_01605,PF13505.7
Aq_sp_Aq107_01606,PF00561.21
Aq_sp_Aq107_01607,PF00561.21
Aq_sp_Aq107_01608,PF01344.26
Aq_sp_Aq107_01610,COG1073
Aq_sp_Aq107_01611,PF13715.7
Aq_sp_Aq107_01612,PF13715.7
Aq_sp_Aq107_01613,GCBM16+CBM32+PL7
Aq_sp_Aq107_01614,GCBM13+PL7
Aq_sp_Aq107_01616,PF02421.19
Aq_sp_Aq107_01617,PF00892.21
Aq_sp_Aq107_01618,PF02518.27
Aq_sp_Aq107_01619,PF02129.19
Aq_sp_Aq107_01620,PF00561.21
Aq_sp_Aq107_01621,PF05299.13
Aq_sp_Aq107_01622,PF01593.25
Aq_sp_Aq107_01623,PF08327.12
Aq_sp_Aq107_01624,PF00392.22
Aq_sp_Aq107_01625,PF00141.24
Aq_sp_Aq107_01626,PF00583.26
Aq_sp_Aq107_01627,PF00204.26
Aq_sp_Aq107_01628,PF00521.21
Aq_sp_Aq107_01629,GH11
Aq_sp_Aq107_01630,PF03831.15
Aq_sp_Aq107_01631,PF01810.19
Aq_sp_Aq107_01633,PF01381.23
Aq_sp_Aq107_01634,PF00246.25
Aq_sp_Aq107_01635,PF01037.22
Aq_sp_Aq107_01636,PF00311.18
Aq_sp_Aq107_01637,PF02518.27
Aq_sp_Aq107_01638,PF00561.21
Aq_sp_Aq107_01639,PF08713.12
Aq_sp_Aq107_01640,PF12833.8
Aq_sp_Aq107_01641,PF03572.19
Aq_sp_Aq107_01642,PF05163.13
Aq_sp_Aq107_01645,PF02230.17
Aq_sp_Aq107_01646,PF00561.21
Aq_sp_Aq107_01647,PF00440.24
Aq_sp_Aq107_01648,PF03061.23
Aq_sp_Aq107_01649,PF00425.19
Aq_sp_Aq107_01650,PF02775.22
Aq_sp_Aq107_01651,PF11015.9
Aq_sp_Aq107_01652,PF17783.2
Aq_sp_Aq107_01654,PF00378.21
Aq_sp_Aq107_01657,PF00676.21
Aq_sp_Aq107_01660,PF18962.1
Aq_sp_Aq107_01661,PF18306.2
Aq_sp_Aq107_01662,PF13173.7
Aq_sp_Aq107_01664,PF03600.17
Aq_sp_Aq107_01667,PF01761.21
Aq_sp_Aq107_01668,PF01619.19
Aq_sp_Aq107_01669,PF00903.26
Aq_sp_Aq107_01670,PF00155.22
Aq_sp_Aq107_01671,PF12900.8
Aq_sp_Aq107_01673,PF02826.20
Aq_sp_Aq107_01674,PF02367.18
Aq_sp_Aq107_01675,PF08665.13
Aq_sp_Aq107_01676,PF01966.23
Aq_sp_Aq107_01677,PF00132.25
Aq_sp_Aq107_01678,GCE11
Aq_sp_Aq107_01679,PF13720.7
Aq_sp_Aq107_01680,PF01132.21
Aq_sp_Aq107_01681,PF00132.25
Aq_sp_Aq107_01682,PF07366.13
Aq_sp_Aq107_01683,PF02629.20
Aq_sp_Aq107_01684,PF00675.21
Aq_sp_Aq107_01685,PF00474.18
Aq_sp_Aq107_01686,PF02585.18
Aq_sp_Aq107_01687,PF00474.18
Aq_sp_Aq107_01690,PF00488.22
Aq_sp_Aq107_01691,PF03167.20
Aq_sp_Aq107_01694,COG0715
Aq_sp_Aq107_01695,PF13091.7
Aq_sp_Aq107_01696,PF01048.21
Aq_sp_Aq107_01697,PF08874.11
Aq_sp_Aq107_01698,PF01253.23
Aq_sp_Aq107_01699,PF03171.21
Aq_sp_Aq107_01700,PF00676.21
Aq_sp_Aq107_01701,PF01073.20
Aq_sp_Aq107_01702,PF00984.20
Aq_sp_Aq107_01703,PF01554.19
Aq_sp_Aq107_01705,PF04230.14
Aq_sp_Aq107_01706,PF02353.21
Aq_sp_Aq107_01707,GT4
Aq_sp_Aq107_01708,GT4
Aq_sp_Aq107_01709,PF00132.25
Aq_sp_Aq107_01710,PF14897.7
Aq_sp_Aq107_01711,GT2_Glycos_transf_2
Aq_sp_Aq107_01712,GT4
Aq_sp_Aq107_01713,COG1541
Aq_sp_Aq107_01714,PF03062.20
Aq_sp_Aq107_01715,PF07611.12
Aq_sp_Aq107_01716,PF13229.7
Aq_sp_Aq107_01717,GT4
Aq_sp_Aq107_01718,PF12770.8
Aq_sp_Aq107_01719,COG1541
Aq_sp_Aq107_01720,PF02397.17
Aq_sp_Aq107_01722,PF00501.29
Aq_sp_Aq107_01723,COG0236
Aq_sp_Aq107_01724,PF02397.17
Aq_sp_Aq107_01725,PF00132.25
Aq_sp_Aq107_01726,PF13454.7
Aq_sp_Aq107_01727,PF13480.8
Aq_sp_Aq107_01728,PF13480.8
Aq_sp_Aq107_01730,PF03062.20
Aq_sp_Aq107_01731,PF01041.18
Aq_sp_Aq107_01732,PF01073.20
Aq_sp_Aq107_01733,PF02563.17
Aq_sp_Aq107_01734,PF13614.7
Aq_sp_Aq107_01735,K01104
Aq_sp_Aq107_01736,PF10988.9
Aq_sp_Aq107_01739,PF04542.15
Aq_sp_Aq107_01740,PF00004.30
Aq_sp_Aq107_01741,PF03602.16
Aq_sp_Aq107_01742,PF10807.9
Aq_sp_Aq107_01743,PF12388.9
Aq_sp_Aq107_01745,PF00691.21
Aq_sp_Aq107_01746,PF01476.21
Aq_sp_Aq107_01747,PF02518.27
Aq_sp_Aq107_01749,PF00196.20
Aq_sp_Aq107_01752,PF07876.13
Aq_sp_Aq107_01753,PF04909.15
Aq_sp_Aq107_01754,GH113
Aq_sp_Aq107_01755,PF01269.18
Aq_sp_Aq107_01757,PF13715.7
Aq_sp_Aq107_01758,PF02517.17
Aq_sp_Aq107_01759,PF12833.8
Aq_sp_Aq107_01760,PF00486.29
Aq_sp_Aq107_01761,PF00254.29
Aq_sp_Aq107_01762,PF00270.30
Aq_sp_Aq107_01763,PF05971.13
Aq_sp_Aq107_01764,PF00413.25
Aq_sp_Aq107_01765,PF10462.10
Aq_sp_Aq107_01766,PF09917.10
Aq_sp_Aq107_01769,PF13205.7
Aq_sp_Aq107_01771,PF04397.16
Aq_sp_Aq107_01772,PF06580.14
Aq_sp_Aq107_01773,PF00036.33
Aq_sp_Aq107_01774,PF14240.7
Aq_sp_Aq107_01775,PF07661.14
Aq_sp_Aq107_01776,PF02630.15
Aq_sp_Aq107_01778,PF19089.1
Aq_sp_Aq107_01779,PF04264.14
Aq_sp_Aq107_01780,PF13442.7
Aq_sp_Aq107_01781,PF03640.16
Aq_sp_Aq107_01782,PF04397.16
Aq_sp_Aq107_01783,PF12869.8
Aq_sp_Aq107_01784,PF04264.14
Aq_sp_Aq107_01785,PF19089.1
Aq_sp_Aq107_01786,PF05450.16
Aq_sp_Aq107_01787,PF12412.9
Aq_sp_Aq107_01788,PF02696.15
Aq_sp_Aq107_01790,PF01804.19
Aq_sp_Aq107_01791,PF13385.7
Aq_sp_Aq107_01792,PF12698.8
Aq_sp_Aq107_01793,PF13304.7
Aq_sp_Aq107_01794,PF06580.14
Aq_sp_Aq107_01795,PF04397.16
Aq_sp_Aq107_01796,PF04397.16
Aq_sp_Aq107_01797,PF06580.14
Aq_sp_Aq107_01798,PF13175.7
Aq_sp_Aq107_01799,PF01433.21
Aq_sp_Aq107_01800,GCBM6+CBM35
Aq_sp_Aq107_01801,PF00326.22
Aq_sp_Aq107_01802,PF02253.16
Aq_sp_Aq107_01803,PF00041.22
Aq_sp_Aq107_01804,PF00144.25
Aq_sp_Aq107_01806,PF04542.15
Aq_sp_Aq107_01808,PF00465.20
Aq_sp_Aq107_01809,PF01590.27
Aq_sp_Aq107_01811,PF14240.7
Aq_sp_Aq107_01812,PF01965.25
Aq_sp_Aq107_01813,PF12833.8
Aq_sp_Aq107_01814,PF12833.8
Aq_sp_Aq107_01815,PF01979.21
Aq_sp_Aq107_01816,PF00144.25
Aq_sp_Aq107_01817,PF01979.21
Aq_sp_Aq107_01818,PF01757.23
Aq_sp_Aq107_01820,PF01019.22
Aq_sp_Aq107_01821,PF03806.14
Aq_sp_Aq107_01822,PF07687.15
Aq_sp_Aq107_01823,PF05610.12
Aq_sp_Aq107_01824,PF00171.23
Aq_sp_Aq107_01825,PF06719.14
Aq_sp_Aq107_01826,PF13715.7
Aq_sp_Aq107_01827,PF14501.7
Aq_sp_Aq107_01828,PF04397.16
Aq_sp_Aq107_01829,PF01569.22
Aq_sp_Aq107_01830,PF07715.16
Aq_sp_Aq107_01831,PF16344.6
Aq_sp_Aq107_01832,PF04542.15
Aq_sp_Aq107_01833,PF03150.15
Aq_sp_Aq107_01834,PF13229.7
Aq_sp_Aq107_01835,PF18962.1
Aq_sp_Aq107_01836,PF18962.1
Aq_sp_Aq107_01837,PF06439.12
Aq_sp_Aq107_01838,PF07859.14
Aq_sp_Aq107_01839,PF14329.7
Aq_sp_Aq107_01840,PF06580.14
Aq_sp_Aq107_01841,PF03572.19
Aq_sp_Aq107_01842,PF04397.16
Aq_sp_Aq107_01843,PF06580.14
Aq_sp_Aq107_01844,PF03572.19
Aq_sp_Aq107_01845,PF00144.25
Aq_sp_Aq107_01846,PF00657.23
Aq_sp_Aq107_01847,PF00005.28
Aq_sp_Aq107_01848,PF02687.22
Aq_sp_Aq107_01849,PF04248.13
Aq_sp_Aq107_01850,PF18962.1
Aq_sp_Aq107_01852,GAA10
Aq_sp_Aq107_01853,PF00561.21
Aq_sp_Aq107_01854,PF08240.13
Aq_sp_Aq107_01858,PF14329.7
Aq_sp_Aq107_01859,PF00085.21
Aq_sp_Aq107_01860,PF01757.23
Aq_sp_Aq107_01861,PF00023.31
Aq_sp_Aq107_01862,PF12833.8
Aq_sp_Aq107_01863,PF12893.8
Aq_sp_Aq107_01864,PF14200.7
Aq_sp_Aq107_01866,PF03572.19
Aq_sp_Aq107_01867,PF00144.25
Aq_sp_Aq107_01868,PF00144.25
Aq_sp_Aq107_01869,PF06580.14
Aq_sp_Aq107_01870,PF04397.16
Aq_sp_Aq107_01871,PF13650.7
Aq_sp_Aq107_01872,PF04397.16
Aq_sp_Aq107_01873,PF06580.14
Aq_sp_Aq107_01874,GAA10
Aq_sp_Aq107_01876,PF00027.30
Aq_sp_Aq107_01877,PF13640.7
Aq_sp_Aq107_01878,PF01062.22
Aq_sp_Aq107_01879,PF01062.22
Aq_sp_Aq107_01881,PF00378.21
Aq_sp_Aq107_01882,PF12680.8
Aq_sp_Aq107_01883,PF12833.8
Aq_sp_Aq107_01884,PF00270.30
Aq_sp_Aq107_01885,PF12706.8
Aq_sp_Aq107_01886,PF16295.6
Aq_sp_Aq107_01887,PF00144.25
Aq_sp_Aq107_01888,PF00144.25
Aq_sp_Aq107_01889,PF12893.8
Aq_sp_Aq107_01890,PF12833.8
Aq_sp_Aq107_01891,PF10503.10
Aq_sp_Aq107_01892,PF00892.21
Aq_sp_Aq107_01894,PF00515.29
Aq_sp_Aq107_01895,PF14059.7
Aq_sp_Aq107_01897,PF07690.17
Aq_sp_Aq107_01898,PF04264.14
Aq_sp_Aq107_01899,PF01648.21
Aq_sp_Aq107_01900,K02078
Aq_sp_Aq107_01901,PF00109.27
Aq_sp_Aq107_01902,PF07977.14
Aq_sp_Aq107_01904,PF08545.11
Aq_sp_Aq107_01905,PF08241.13
Aq_sp_Aq107_01906,PF01266.25
Aq_sp_Aq107_01907,PF13488.7
Aq_sp_Aq107_01909,PF13488.7
Aq_sp_Aq107_01910,PF13648.7
Aq_sp_Aq107_01911,PF11700.9
Aq_sp_Aq107_01912,PF01435.19
Aq_sp_Aq107_01913,GH31
Aq_sp_Aq107_01914,GCBM48+GH13_9
Aq_sp_Aq107_01915,PF00483.24
Aq_sp_Aq107_01916,GT5
Aq_sp_Aq107_01917,PF08713.12
Aq_sp_Aq107_01919,PF08279.13
Aq_sp_Aq107_01920,PF00999.22
Aq_sp_Aq107_01921,PF02678.17
Aq_sp_Aq107_01923,COG2885
Aq_sp_Aq107_01924,PF00691.21
Aq_sp_Aq107_01926,PF04055.22
Aq_sp_Aq107_01927,PF17775.2
Aq_sp_Aq107_01928,PF10056.10
Aq_sp_Aq107_01930,PF13657.7
Aq_sp_Aq107_01931,PF12844.8
Aq_sp_Aq107_01932,PF06291.12
Aq_sp_Aq107_01933,PF01565.24
Aq_sp_Aq107_01934,PF00892.21
Aq_sp_Aq107_01935,PF13715.7
Aq_sp_Aq107_01936,PF01740.22
Aq_sp_Aq107_01937,PF01925.20
Aq_sp_Aq107_01938,PF12706.8
Aq_sp_Aq107_01939,PF00313.23
Aq_sp_Aq107_01941,PF00849.23
Aq_sp_Aq107_01942,PF18885.1
Aq_sp_Aq107_01944,PF00302.19
Aq_sp_Aq107_01945,PF13419.7
Aq_sp_Aq107_01947,PF13173.7
Aq_sp_Aq107_01949,PF01223.24
Aq_sp_Aq107_01950,PF01039.23
Aq_sp_Aq107_01951,PF12833.8
Aq_sp_Aq107_01952,PF18962.1
Aq_sp_Aq107_01955,PF00557.25
Aq_sp_Aq107_01956,PF13715.7
Aq_sp_Aq107_01957,PF00501.29
Aq_sp_Aq107_01958,PF02517.17
Aq_sp_Aq107_01959,PF13378.7
Aq_sp_Aq107_01960,PF00753.28
Aq_sp_Aq107_01961,PF01040.19
Aq_sp_Aq107_01962,PF12833.8
Aq_sp_Aq107_01963,GH13_19
Aq_sp_Aq107_01964,PF07681.13
Aq_sp_Aq107_01965,PF10988.9
Aq_sp_Aq107_01967,PF09335.12
Aq_sp_Aq107_01968,PF00924.19
Aq_sp_Aq107_01971,PF07698.12
Aq_sp_Aq107_01972,PF00109.27
Aq_sp_Aq107_01973,PF00877.20
Aq_sp_Aq107_01974,PF00583.26
Aq_sp_Aq107_01975,PF00440.24
Aq_sp_Aq107_01976,PF00106.26
Aq_sp_Aq107_01977,PF18962.1
Aq_sp_Aq107_01978,PF04397.16
Aq_sp_Aq107_01979,PF06580.14
Aq_sp_Aq107_01981,PF02800.21
Aq_sp_Aq107_01982,PF09365.11
Aq_sp_Aq107_01983,PF08840.12
Aq_sp_Aq107_01984,PF00132.25
Aq_sp_Aq107_01985,PF00291.26
Aq_sp_Aq107_01986,PF00903.26
Aq_sp_Aq107_01987,PF00270.30
Aq_sp_Aq107_01989,PF01266.25
Aq_sp_Aq107_01990,PF03473.18
Aq_sp_Aq107_01991,PF01416.21
Aq_sp_Aq107_01992,PF01476.21
Aq_sp_Aq107_01993,PF13238.7
Aq_sp_Aq107_01995,PF00022.20
Aq_sp_Aq107_01996,PF00106.26
Aq_sp_Aq107_01997,PF02567.17
Aq_sp_Aq107_01998,PF01177.23
Aq_sp_Aq107_01999,PF16884.6
Aq_sp_Aq107_02000,PF00270.30
Aq_sp_Aq107_02001,PF00561.21
Aq_sp_Aq107_02002,PF01641.19
Aq_sp_Aq107_02003,PF01641.19
Aq_sp_Aq107_02005,PF01266.25
Aq_sp_Aq107_02006,PF01551.23
Aq_sp_Aq107_02007,PF01902.18
Aq_sp_Aq107_02008,PF01220.20
Aq_sp_Aq107_02009,PF13505.7
Aq_sp_Aq107_02010,PF13505.7
Aq_sp_Aq107_02011,PF13505.7
Aq_sp_Aq107_02012,PF00589.23
Aq_sp_Aq107_02014,PF12799.8
Aq_sp_Aq107_02015,PF10099.10
Aq_sp_Aq107_02016,PF01256.18
Aq_sp_Aq107_02017,PF00696.29
Aq_sp_Aq107_02018,PF08544.14
Aq_sp_Aq107_02019,PF01042.22
Aq_sp_Aq107_02020,PF00291.26
Aq_sp_Aq107_02021,PF04389.18
Aq_sp_Aq107_02023,PF04784.15
Aq_sp_Aq107_02026,PF01593.25
Aq_sp_Aq107_02028,PF00487.25
Aq_sp_Aq107_02029,PF18950.1
Aq_sp_Aq107_02030,PF06580.14
Aq_sp_Aq107_02031,PF04397.16
Aq_sp_Aq107_02032,PF13308.7
Aq_sp_Aq107_02034,PF07661.14
Aq_sp_Aq107_02035,GT2_Glycos_transf_2
Aq_sp_Aq107_02036,PF00211.21
Aq_sp_Aq107_02037,PF00211.21
Aq_sp_Aq107_02039,PF01541.25
Aq_sp_Aq107_02041,PF06889.12
Aq_sp_Aq107_02047,PF17642.2
Aq_sp_Aq107_02049,PF00082.23
Aq_sp_Aq107_02054,PF01571.22
Aq_sp_Aq107_02055,PF01370.22
Aq_sp_Aq107_02056,PF04134.13
Aq_sp_Aq107_02057,PF13598.7
Aq_sp_Aq107_02058,PF13598.7
Aq_sp_Aq107_02060,PF00155.22
Aq_sp_Aq107_02061,PF00375.19
Aq_sp_Aq107_02062,PF01264.22
Aq_sp_Aq107_02063,PF00155.22
Aq_sp_Aq107_02064,PF01131.21
Aq_sp_Aq107_02065,PF13715.7
Aq_sp_Aq107_02066,PF01053.21
Aq_sp_Aq107_02068,PF00027.30
Aq_sp_Aq107_02070,PF13238.7
Aq_sp_Aq107_02072,PF12833.8
Aq_sp_Aq107_02073,PF03600.17
Aq_sp_Aq107_02074,PF00393.20
Aq_sp_Aq107_02075,GH3
Aq_sp_Aq107_02076,PF00149.29
Aq_sp_Aq107_02077,PF13449.7
Aq_sp_Aq107_02078,PF00144.25
Aq_sp_Aq107_02079,PF14902.7
Aq_sp_Aq107_02080,PF02913.20
Aq_sp_Aq107_02081,PF01037.22
Aq_sp_Aq107_02082,PF07063.14
Aq_sp_Aq107_02085,GT4
Aq_sp_Aq107_02087,PF00004.30
Aq_sp_Aq107_02089,PF06175.12
Aq_sp_Aq107_02090,PF13505.7
Aq_sp_Aq107_02091,PF02541.17
Aq_sp_Aq107_02092,PF13091.7
Aq_sp_Aq107_02093,PF00300.23
Aq_sp_Aq107_02094,PF01345.19
Aq_sp_Aq107_02095,PF10590.10
Aq_sp_Aq107_02096,PF00753.28
Aq_sp_Aq107_02097,PF13098.7
Aq_sp_Aq107_02099,PF00185.25
Aq_sp_Aq107_02100,PF00156.28
Aq_sp_Aq107_02102,PF17092.6
Aq_sp_Aq107_02103,PF13620.7
Aq_sp_Aq107_02104,PF11751.9
Aq_sp_Aq107_02105,PF13585.7
Aq_sp_Aq107_02106,PF01502.19
Aq_sp_Aq107_02107,PF01207.18
Aq_sp_Aq107_02108,PF05163.13
Aq_sp_Aq107_02109,PF00977.22
Aq_sp_Aq107_02110,PF00117.29
Aq_sp_Aq107_02111,PF00475.19
Aq_sp_Aq107_02112,PF04864.14
Aq_sp_Aq107_02113,PF12412.9
Aq_sp_Aq107_02114,PF00815.21
Aq_sp_Aq107_02115,PF01634.19
Aq_sp_Aq107_02116,PF00691.21
Aq_sp_Aq107_02117,COG3743
Aq_sp_Aq107_02119,PF01145.26
Aq_sp_Aq107_02121,PF00106.26
Aq_sp_Aq107_02123,PF01408.23
Aq_sp_Aq107_02124,PF11138.9
Aq_sp_Aq107_02125,PF00230.21
Aq_sp_Aq107_02127,COG4276
Aq_sp_Aq107_02128,PF00106.26
Aq_sp_Aq107_02129,PF00875.19
Aq_sp_Aq107_02130,PF07366.13
Aq_sp_Aq107_02131,PF13505.7
Aq_sp_Aq107_02132,PF00126.28
Aq_sp_Aq107_02133,PF00221.20
Aq_sp_Aq107_02134,PF01979.21
Aq_sp_Aq107_02135,PF01175.19
Aq_sp_Aq107_02136,PF00491.22
Aq_sp_Aq107_02138,PF13564.7
Aq_sp_Aq107_02139,PF02518.27
Aq_sp_Aq107_02140,PF03412.16
Aq_sp_Aq107_02141,PF00561.21
Aq_sp_Aq107_02142,PF05656.15
Aq_sp_Aq107_02144,PF18962.1
Aq_sp_Aq107_02145,PF01575.20
Aq_sp_Aq107_02146,PF00106.26
Aq_sp_Aq107_02147,PF08240.13
Aq_sp_Aq107_02148,PF16884.6
Aq_sp_Aq107_02149,PF00378.21
Aq_sp_Aq107_02150,PF00106.26
Aq_sp_Aq107_02152,PF01841.20
Aq_sp_Aq107_02153,PF01636.24
Aq_sp_Aq107_02154,PF00441.25
Aq_sp_Aq107_02155,PF00106.26
Aq_sp_Aq107_02156,PF00441.25
Aq_sp_Aq107_02157,PF00027.30
Aq_sp_Aq107_02159,GT2_Glycos_transf_2
Aq_sp_Aq107_02160,PF03880.16
Aq_sp_Aq107_02161,PF00275.21
Aq_sp_Aq107_02162,PF14123.7
Aq_sp_Aq107_02163,PF04359.15
Aq_sp_Aq107_02164,PF12804.8
Aq_sp_Aq107_02165,PF13478.7
Aq_sp_Aq107_02166,PF02738.19
Aq_sp_Aq107_02167,PF00111.28
Aq_sp_Aq107_02168,PF13521.7
Aq_sp_Aq107_02169,PF00270.30
Aq_sp_Aq107_02170,PF02911.19
Aq_sp_Aq107_02171,PF00216.22
Aq_sp_Aq107_02172,PF02622.16
Aq_sp_Aq107_02173,PF01063.20
Aq_sp_Aq107_02176,PF03129.21
Aq_sp_Aq107_02177,PF02687.22
Aq_sp_Aq107_02179,PF13715.7
Aq_sp_Aq107_02180,PF03948.15
Aq_sp_Aq107_02181,PF01084.21
Aq_sp_Aq107_02182,PF01250.18
Aq_sp_Aq107_02183,PF04397.16
Aq_sp_Aq107_02184,PF00270.30
Aq_sp_Aq107_02185,PF16036.6
Aq_sp_Aq107_02186,PF09917.10
Aq_sp_Aq107_02187,PF16036.6
Aq_sp_Aq107_02188,PF16036.6
Aq_sp_Aq107_02189,PF03631.16
Aq_sp_Aq107_02190,PF01729.20
Aq_sp_Aq107_02191,PF02590.18
Aq_sp_Aq107_02192,PF03572.19
Aq_sp_Aq107_02195,PF02517.17
Aq_sp_Aq107_02196,PF00144.25
Aq_sp_Aq107_02197,PF00072.25
Aq_sp_Aq107_02198,PF02518.27
Aq_sp_Aq107_02199,PF03572.19
Aq_sp_Aq107_02200,PF01040.19
Aq_sp_Aq107_02201,PF02545.15
Aq_sp_Aq107_02203,PF01329.20
Aq_sp_Aq107_02204,PF01709.21
Aq_sp_Aq107_02206,PF01553.22
Aq_sp_Aq107_02207,PF02348.20
Aq_sp_Aq107_02208,PF13548.7
Aq_sp_Aq107_02209,PF13245.7
Aq_sp_Aq107_02211,PF12864.8
Aq_sp_Aq107_02212,PF03602.16
Aq_sp_Aq107_02214,PF00437.21
Aq_sp_Aq107_02215,PF00263.22
Aq_sp_Aq107_02218,PF04794.13
Aq_sp_Aq107_02219,PF00551.20
Aq_sp_Aq107_02220,PF03903.14
Aq_sp_Aq107_02221,PL14_3
Aq_sp_Aq107_02222,PL14_3
Aq_sp_Aq107_02223,GH5_2+PL31
Aq_sp_Aq107_02224,PF11751.9
Aq_sp_Aq107_02225,PF13585.7
Aq_sp_Aq107_02226,PF17293.3
Aq_sp_Aq107_02227,PF00027.30
Aq_sp_Aq107_02228,PF12146.9
Aq_sp_Aq107_02229,PF01965.25
Aq_sp_Aq107_02230,PF00004.30
Aq_sp_Aq107_02231,PF01965.25
Aq_sp_Aq107_02232,PF02566.20
Aq_sp_Aq107_02233,PF04657.14
Aq_sp_Aq107_02235,PF03807.18
Aq_sp_Aq107_02236,PF02982.15
Aq_sp_Aq107_02237,PF13533.7
Aq_sp_Aq107_02238,PF00873.20
Aq_sp_Aq107_02239,PF02321.19
Aq_sp_Aq107_02240,PF00561.21
Aq_sp_Aq107_02241,PF14534.7
Aq_sp_Aq107_02242,PF00106.26
Aq_sp_Aq107_02243,PF00106.26
Aq_sp_Aq107_02244,PF01062.22
Aq_sp_Aq107_02245,PF04002.16
Aq_sp_Aq107_02246,PF00436.26
Aq_sp_Aq107_02247,PF12146.9
Aq_sp_Aq107_02248,PF01548.18
Aq_sp_Aq107_02249,COG4757
Aq_sp_Aq107_02250,PF00156.28
Aq_sp_Aq107_02251,PF01386.20
Aq_sp_Aq107_02252,PF01195.20
Aq_sp_Aq107_02253,PF01467.27
Aq_sp_Aq107_02254,PF05090.15
Aq_sp_Aq107_02255,PF02518.27
Aq_sp_Aq107_02256,PF01551.23
Aq_sp_Aq107_02258,PF12770.8
Aq_sp_Aq107_02260,COG1595
Aq_sp_Aq107_02261,PF12895.8
Aq_sp_Aq107_02263,PF02403.23
Aq_sp_Aq107_02264,PF12895.8
Aq_sp_Aq107_02265,PF14114.7
Aq_sp_Aq107_02267,PF00398.21
Aq_sp_Aq107_02268,PF00571.29
Aq_sp_Aq107_02269,PF03061.23
Aq_sp_Aq107_02270,PF07883.12
Aq_sp_Aq107_02271,PF01408.23
Aq_sp_Aq107_02274,PF00389.31
Aq_sp_Aq107_02275,COG4339
Aq_sp_Aq107_02276,PF00196.20
Aq_sp_Aq107_02277,PF13858.7
Aq_sp_Aq107_02278,PF08818.12
Aq_sp_Aq107_02279,PF00903.26
Aq_sp_Aq107_02280,PF05154.17
Aq_sp_Aq107_02281,PF12840.8
Aq_sp_Aq107_02283,PF00583.26
Aq_sp_Aq107_02284,PF01451.22
Aq_sp_Aq107_02285,PF00924.19
Aq_sp_Aq107_02286,PF13444.7
Aq_sp_Aq107_02287,PF00696.29
Aq_sp_Aq107_02288,PF00583.26
Aq_sp_Aq107_02289,PF00316.21
Aq_sp_Aq107_02292,PF00025.22
Aq_sp_Aq107_02293,PF02518.27
Aq_sp_Aq107_02294,PF05099.14
Aq_sp_Aq107_02295,COG1236
Aq_sp_Aq107_02296,PF04679.16
Aq_sp_Aq107_02297,PF00270.30
Aq_sp_Aq107_02298,PF00149.29
Aq_sp_Aq107_02299,PF00266.20
Aq_sp_Aq107_02300,PF02559.17
Aq_sp_Aq107_02302,PF12844.8
Aq_sp_Aq107_02303,PF00144.25
Aq_sp_Aq107_02304,PF01731.21
Aq_sp_Aq107_02305,PF12833.8
Aq_sp_Aq107_02306,PF00248.22
Aq_sp_Aq107_02307,PF08378.12
Aq_sp_Aq107_02308,PF02016.16
Aq_sp_Aq107_02309,PF08811.12
Aq_sp_Aq107_02310,PF07394.13
Aq_sp_Aq107_02311,PF08811.12
Aq_sp_Aq107_02312,PF07394.13
Aq_sp_Aq107_02313,PF08264.14
Aq_sp_Aq107_02314,PF07690.17
Aq_sp_Aq107_02315,PF00850.20
Aq_sp_Aq107_02316,GH5_1
Aq_sp_Aq107_02319,PF00571.29
Aq_sp_Aq107_02320,PF04389.18
Aq_sp_Aq107_02321,PF13460.7
Aq_sp_Aq107_02325,PF13085.7
Aq_sp_Aq107_02326,PF01266.25
Aq_sp_Aq107_02327,PF01127.23
Aq_sp_Aq107_02328,PF12895.8
Aq_sp_Aq107_02329,PF00155.22
Aq_sp_Aq107_02331,PF00817.21
Aq_sp_Aq107_02333,PF13460.7
Aq_sp_Aq107_02335,PF12833.8
Aq_sp_Aq107_02336,PF11138.9
Aq_sp_Aq107_02337,PF01928.22
Aq_sp_Aq107_02339,GT51
Aq_sp_Aq107_02340,PF02518.27
Aq_sp_Aq107_02341,PF02518.27
Aq_sp_Aq107_02344,PF12833.8
Aq_sp_Aq107_02345,PF01161.21
Aq_sp_Aq107_02346,PF00207.23
Aq_sp_Aq107_02347,PF13676.7
Aq_sp_Aq107_02348,PF04055.22
Aq_sp_Aq107_02349,PF12833.8
Aq_sp_Aq107_02351,PF01966.23
Aq_sp_Aq107_02352,PF03405.15
Aq_sp_Aq107_02353,PF01553.22
Aq_sp_Aq107_02354,PF06491.12
Aq_sp_Aq107_02355,PF00226.32
Aq_sp_Aq107_02356,PF04473.13
Aq_sp_Aq107_02357,PF05834.13
Aq_sp_Aq107_02358,PF04240.13
Aq_sp_Aq107_02359,PF01593.25
Aq_sp_Aq107_02360,PF00583.26
Aq_sp_Aq107_02362,PF00892.21
Aq_sp_Aq107_02363,PF07664.13
Aq_sp_Aq107_02365,PF02630.15
