row_0,COG,CAZyme,KO,Pfam
Aq_sp_Aq107_01184,COG1309,,K16137,PF16925.6
Aq_sp_Aq107_01185,,,,PF10604.10
Aq_sp_Aq107_01188,COG3324,,,
Aq_sp_Aq107_01189,COG5587,,,PF09365.11
Aq_sp_Aq107_01190,,,,PF04993.14
Aq_sp_Aq107_01191,COG4591,,K09808,PF02687.22
Aq_sp_Aq107_01192,COG1136,,K09810,PF13304.7
Aq_sp_Aq107_01193,COG3011,,,PF04134.13
Aq_sp_Aq107_01194,COG2207,,,PF12833.8
Aq_sp_Aq107_01195,COG4403,,,PF05147.14
Aq_sp_Aq107_01196,,,,PF04738.14
Aq_sp_Aq107_01197,,,,PF14028.7
Aq_sp_Aq107_01198,,,,PF19078.1
Aq_sp_Aq107_01199,COG1960,,K00248,PF00441.25
Aq_sp_Aq107_01200,COG0334,,,PF00208.22
Aq_sp_Aq107_01201,COG3067,,,PF03600.17
Aq_sp_Aq107_01202,COG0811,,,PF01618.17
Aq_sp_Aq107_01203,COG0848,,,PF02472.17
Aq_sp_Aq107_01205,COG0285,,K11754,PF08245.13
Aq_sp_Aq107_01206,COG1505,,,PF00326.22
Aq_sp_Aq107_01207,COG2207,,,PF12833.8
Aq_sp_Aq107_01208,COG0250,,,PF02357.20
Aq_sp_Aq107_01209,COG1020,,K16124,PF00501.29
Aq_sp_Aq107_01210,COG1020,,,PF00501.29
Aq_sp_Aq107_01211,COG1020,,,PF00501.29
Aq_sp_Aq107_01212,COG3321,,,PF00698.22
Aq_sp_Aq107_01213,COG1020,,,PF00501.29
Aq_sp_Aq107_01214,COG1020,,K15667,PF00668.21
Aq_sp_Aq107_01215,COG1794,,K01779,PF01177.23
Aq_sp_Aq107_01216,COG1020,,K16124,PF00501.29
Aq_sp_Aq107_01217,COG1020,,,PF00501.29
Aq_sp_Aq107_01218,COG3321,,,PF00698.22
Aq_sp_Aq107_01219,COG1020,,K16124,PF00501.29
Aq_sp_Aq107_01220,COG3321,,,PF00698.22
Aq_sp_Aq107_01221,COG1020,,K16124,PF00501.29
Aq_sp_Aq107_01222,COG2220,,K23752,PF18456.2
Aq_sp_Aq107_01223,COG1020,,,PF00501.29
Aq_sp_Aq107_01224,,,,PF00668.21
Aq_sp_Aq107_01225,COG1629,,,PF13715.7
Aq_sp_Aq107_01226,COG3208,,,PF00975.21
Aq_sp_Aq107_01227,COG0492,,,PF01266.25
Aq_sp_Aq107_01228,COG4615,,K06159,PF13304.7
Aq_sp_Aq107_01229,COG1020,,K04780,PF00501.29
Aq_sp_Aq107_01230,,,,PF00561.21
Aq_sp_Aq107_01231,COG2091,,,PF01648.21
Aq_sp_Aq107_01232,COG0668,,K03442,PF00924.19
Aq_sp_Aq107_01233,,,,PF10851.9
Aq_sp_Aq107_01234,COG0770,,K01929,PF01225.26
Aq_sp_Aq107_01235,COG1262,,,PF03781.17
Aq_sp_Aq107_01236,,,,PF01364.19
Aq_sp_Aq107_01238,COG0295,,K01489,PF00383.24
Aq_sp_Aq107_01239,COG1071,,K21416,PF00676.21
Aq_sp_Aq107_01240,COG0508,,,PF00198.24
Aq_sp_Aq107_01241,COG0494,,K12945,PF00293.29
Aq_sp_Aq107_01242,COG2234,,,PF01546.29
Aq_sp_Aq107_01243,COG0300,,,PF00106.26
Aq_sp_Aq107_01247,,,,PF14257.7
Aq_sp_Aq107_01248,COG2304,,,PF12034.9
Aq_sp_Aq107_01249,,,,PF10263.10
Aq_sp_Aq107_01250,COG0836,,K16011,PF00483.24
Aq_sp_Aq107_01251,COG1808,,,PF04087.15
Aq_sp_Aq107_01252,COG1127,,K02065,PF13304.7
Aq_sp_Aq107_01253,COG0767,,K02066,PF02405.17
Aq_sp_Aq107_01254,COG1524,,,PF01663.23
Aq_sp_Aq107_01255,COG1231,,,PF01593.25
Aq_sp_Aq107_01256,COG0599,,,PF02627.21
Aq_sp_Aq107_01257,COG1028,,K22605,PF00106.26
Aq_sp_Aq107_01258,COG1309,,K16137,PF13022.7
Aq_sp_Aq107_01259,,GPL6_1,,PF13229.7
Aq_sp_Aq107_01260,COG1215,GT2_Glycos_transf_2,,PF00535.27
Aq_sp_Aq107_01262,COG0332,,K00648,PF08545.11
Aq_sp_Aq107_01263,COG2346,,,
Aq_sp_Aq107_01267,COG1309,,,PF00440.24
Aq_sp_Aq107_01268,COG1132,,,PF13191.7
Aq_sp_Aq107_01269,COG1566,,,PF00364.23
Aq_sp_Aq107_01270,COG1538,,,PF02321.19
Aq_sp_Aq107_01272,COG2819,,,PF00756.21
Aq_sp_Aq107_01273,COG2513,,,PF13714.7
Aq_sp_Aq107_01274,COG0350,,K10778,PF02805.17
Aq_sp_Aq107_01275,COG5492,GCBM32+PL6,,PF13004.8
Aq_sp_Aq107_01276,,,,PF11215.9
Aq_sp_Aq107_01277,COG0847,,,PF01541.25
Aq_sp_Aq107_01278,COG2267,,,PF00561.21
Aq_sp_Aq107_01279,COG1003,,K00281,PF00266.20
Aq_sp_Aq107_01282,COG1595,,K03088,PF04542.15
Aq_sp_Aq107_01285,COG1090,,K07071,PF08338.12
Aq_sp_Aq107_01286,COG2230,,K19889,PF02353.21
Aq_sp_Aq107_01288,COG1510,,,PF01022.21
Aq_sp_Aq107_01289,COG0339,,K01414,PF01432.21
Aq_sp_Aq107_01290,COG0041,,K01588,PF00731.21
Aq_sp_Aq107_01291,COG0026,,K01589,PF02222.23
Aq_sp_Aq107_01292,COG0563,,,PF13207.7
Aq_sp_Aq107_01293,COG0536,,K03979,PF02421.19
Aq_sp_Aq107_01294,,,,PF13715.7
Aq_sp_Aq107_01295,COG2128,,,PF02627.21
Aq_sp_Aq107_01296,COG0664,,,PF00027.30
Aq_sp_Aq107_01297,COG3386,,,PF01731.21
Aq_sp_Aq107_01298,COG1473,,K12941,PF07687.15
Aq_sp_Aq107_01299,COG2335,,,PF02469.23
Aq_sp_Aq107_01300,COG5285,,,PF05721.14
Aq_sp_Aq107_01301,,,,PF13650.7
Aq_sp_Aq107_01302,COG5279,,,PF04473.13
Aq_sp_Aq107_01303,,,,PF13715.7
Aq_sp_Aq107_01304,,,,PF02517.17
Aq_sp_Aq107_01305,COG3279,,,PF04397.16
Aq_sp_Aq107_01307,,,,PF12893.8
Aq_sp_Aq107_01308,COG0664,,,PF00027.30
Aq_sp_Aq107_01312,COG1917,,,PF02311.20
Aq_sp_Aq107_01313,COG4922,,,PF07366.13
Aq_sp_Aq107_01314,COG2207,,,PF02311.20
Aq_sp_Aq107_01315,COG1680,,,PF00144.25
Aq_sp_Aq107_01318,COG2373,,,PF00207.23
Aq_sp_Aq107_01319,,,,PF01471.19
Aq_sp_Aq107_01320,COG0773,,K02558,PF01225.26
Aq_sp_Aq107_01321,COG2808,,K07734,PF04299.13
Aq_sp_Aq107_01322,,,,PF07606.12
Aq_sp_Aq107_01324,COG2003,,K03630,PF04002.16
Aq_sp_Aq107_01326,COG1011,,K08723,PF13419.7
Aq_sp_Aq107_01328,,,,PF18990.1
Aq_sp_Aq107_01330,COG2256,,K07478,PF00004.30
Aq_sp_Aq107_01331,,,,PF05935.12
Aq_sp_Aq107_01332,,,,PF01839.24
Aq_sp_Aq107_01333,COG0705,,,PF01694.23
Aq_sp_Aq107_01334,COG0566,,K03218,PF00588.20
Aq_sp_Aq107_01336,,,,PF12741.8
Aq_sp_Aq107_01337,COG1629,,,PF13715.7
Aq_sp_Aq107_01338,COG4775,,,PF01103.24
Aq_sp_Aq107_01339,COG0048,,K02950,PF00164.26
Aq_sp_Aq107_01340,COG0049,,,PF00177.22
Aq_sp_Aq107_01341,COG0480,,K02355,PF00679.25
Aq_sp_Aq107_01342,COG0051,,K02946,PF00338.23
Aq_sp_Aq107_01343,COG0087,,K02906,PF00297.23
Aq_sp_Aq107_01344,COG0088,,,PF00573.23
Aq_sp_Aq107_01345,COG0089,,,PF00276.21
Aq_sp_Aq107_01346,COG0090,,K02886,PF00181.24
Aq_sp_Aq107_01347,COG0185,,K02965,PF00203.22
Aq_sp_Aq107_01348,COG0091,,K02890,PF00237.20
Aq_sp_Aq107_01349,COG0092,,K02982,PF07650.18
Aq_sp_Aq107_01350,COG0197,,K02878,PF00252.19
Aq_sp_Aq107_01351,COG0255,,,PF00831.24
Aq_sp_Aq107_01352,COG0186,,K02961,PF00366.21
Aq_sp_Aq107_01353,COG0093,,,PF00238.20
Aq_sp_Aq107_01354,COG0198,,K02895,PF00467.30
Aq_sp_Aq107_01355,COG0094,,,PF00281.20
Aq_sp_Aq107_01356,COG0199,,K02954,PF00253.22
Aq_sp_Aq107_01357,COG0096,,K02994,PF00410.20
Aq_sp_Aq107_01358,COG0097,,,PF00347.24
Aq_sp_Aq107_01359,COG0256,,K02881,PF00861.23
Aq_sp_Aq107_01360,COG0098,,K02988,PF00333.21
Aq_sp_Aq107_01361,COG0200,,K02876,PF00828.20
Aq_sp_Aq107_01362,COG0201,,K03076,PF00344.21
Aq_sp_Aq107_01363,COG0361,,K02518,PF01176.20
Aq_sp_Aq107_01364,COG0099,,K02952,PF00416.23
Aq_sp_Aq107_01365,COG0100,,K02948,PF00411.20
Aq_sp_Aq107_01366,COG0522,,,PF00163.20
Aq_sp_Aq107_01367,COG0202,,K03040,PF01000.27
Aq_sp_Aq107_01368,COG0203,,,PF01196.20
Aq_sp_Aq107_01369,COG0505,,K01956,PF00988.23
Aq_sp_Aq107_01370,COG0148,,,PF00113.23
Aq_sp_Aq107_01371,COG0372,,K01647,PF00285.22
Aq_sp_Aq107_01372,COG1834,,,PF02274.18
Aq_sp_Aq107_01373,COG4874,,,PF02274.18
Aq_sp_Aq107_01374,COG1959,,K17472,PF02082.21
Aq_sp_Aq107_01375,,,,PF06206.12
Aq_sp_Aq107_01376,COG0702,,,PF11066.9
Aq_sp_Aq107_01378,COG0018,,K01887,PF03485.17
Aq_sp_Aq107_01379,COG0642,,,PF02518.27
Aq_sp_Aq107_01380,COG1246,,,PF00583.26
Aq_sp_Aq107_01381,COG1629,,,PF07715.16
Aq_sp_Aq107_01382,COG3712,,,PF16344.6
Aq_sp_Aq107_01383,COG1595,,,PF04542.15
Aq_sp_Aq107_01385,COG2335,,,PF02469.23
Aq_sp_Aq107_01386,COG2335,,,PF02469.23
Aq_sp_Aq107_01387,COG0642,,,PF02518.27
Aq_sp_Aq107_01388,COG1272,,K11068,PF03006.21
Aq_sp_Aq107_01390,,,,PF14088.7
Aq_sp_Aq107_01391,,,,PF02535.23
Aq_sp_Aq107_01392,COG2230,,,PF02353.21
Aq_sp_Aq107_01393,COG0116,,K07444,PF02926.18
Aq_sp_Aq107_01396,COG2265,,K03215,PF13649.7
Aq_sp_Aq107_01397,COG1595,,K03088,PF07638.12
Aq_sp_Aq107_01399,COG4992,,K00819,PF00202.22
Aq_sp_Aq107_01400,,,,PF10825.9
Aq_sp_Aq107_01401,,,,PF04505.13
Aq_sp_Aq107_01405,COG1104,,K04487,PF00155.22
Aq_sp_Aq107_01406,COG1629,,,PF13715.7
Aq_sp_Aq107_01407,COG0739,,,PF01551.23
Aq_sp_Aq107_01408,,,,PF05164.14
Aq_sp_Aq107_01409,COG1418,,K18682,PF01966.23
Aq_sp_Aq107_01411,COG0542,,K03696,PF00004.30
Aq_sp_Aq107_01412,COG0188,,K02469,PF03989.14
Aq_sp_Aq107_01413,COG4783,,,PF14853.7
Aq_sp_Aq107_01415,COG4447,,,PF02012.21
Aq_sp_Aq107_01416,,,,PF17131.5
Aq_sp_Aq107_01417,COG1801,,,PF01904.19
Aq_sp_Aq107_01419,COG0513,,K05592,PF00270.30
Aq_sp_Aq107_01420,COG0542,,K03695,PF00004.30
Aq_sp_Aq107_01422,,,,PF17541.3
Aq_sp_Aq107_01423,COG0784,,K11443,PF00072.25
Aq_sp_Aq107_01424,COG0642,,,PF02518.27
Aq_sp_Aq107_01426,COG0642,,,PF02518.27
Aq_sp_Aq107_01427,,,,PF15428.7
Aq_sp_Aq107_01429,COG3209,,,PF03527.15
Aq_sp_Aq107_01431,COG3501,,,PF04717.13
Aq_sp_Aq107_01439,,,,PF14107.7
Aq_sp_Aq107_01441,,,,PF09994.10
Aq_sp_Aq107_01442,,,,PF11153.9
Aq_sp_Aq107_01443,COG3501,,,PF04717.13
Aq_sp_Aq107_01444,,,,PF17642.2
Aq_sp_Aq107_01445,,,,PF17642.2
Aq_sp_Aq107_01446,,,,PF17555.3
Aq_sp_Aq107_01448,COG0791,,,PF00877.20
Aq_sp_Aq107_01449,,,,PF04965.15
Aq_sp_Aq107_01450,,,,PF05947.13
Aq_sp_Aq107_01451,COG3291,,,PF00801.21
Aq_sp_Aq107_01453,,,,PF17561.3
Aq_sp_Aq107_01454,COG3975,,,PF00595.25
Aq_sp_Aq107_01455,COG0302,,K01495,PF01227.23
Aq_sp_Aq107_01456,COG1853,,,PF01613.19
Aq_sp_Aq107_01458,COG0415,,K01669,PF00875.19
Aq_sp_Aq107_01459,COG3046,,K06876,PF04244.14
Aq_sp_Aq107_01460,COG0415,,K01669,PF00875.19
Aq_sp_Aq107_01461,,,,PF10985.9
Aq_sp_Aq107_01462,,,,PF10504.10
Aq_sp_Aq107_01464,COG3279,,,PF04397.16
Aq_sp_Aq107_01465,COG2234,,,PF04389.18
Aq_sp_Aq107_01466,COG2120,GCE14,K01463,PF02585.18
Aq_sp_Aq107_01467,COG0626,,,PF00155.22
Aq_sp_Aq107_01468,COG0642,,,PF02518.27
Aq_sp_Aq107_01469,COG0450,,K03386,PF10417.10
Aq_sp_Aq107_01470,COG0526,,K03671,PF00085.21
Aq_sp_Aq107_01472,COG3227,,,PF07504.14
Aq_sp_Aq107_01473,COG2077,,K11065,PF00578.22
Aq_sp_Aq107_01474,COG0818,,K00901,PF01219.20
Aq_sp_Aq107_01475,COG1674,,,PF13491.7
Aq_sp_Aq107_01476,,,,PF03548.16
Aq_sp_Aq107_01477,COG0795,,,PF03739.15
Aq_sp_Aq107_01478,COG0108,,K14652,PF00926.20
Aq_sp_Aq107_01479,COG0399,,K19715,PF00155.22
Aq_sp_Aq107_01480,COG2143,,,PF00085.21
Aq_sp_Aq107_01481,COG0778,,,PF00881.25
Aq_sp_Aq107_01482,COG1607,,K10806,PF03061.23
Aq_sp_Aq107_01483,COG1757,,K03315,PF03553.15
Aq_sp_Aq107_01484,,,,PF02517.17
Aq_sp_Aq107_01485,COG0127,,K02428,PF01725.17
Aq_sp_Aq107_01486,COG1778,,K03270,PF08282.13
Aq_sp_Aq107_01487,COG5495,,,PF10728.10
Aq_sp_Aq107_01488,COG0755,,,PF01578.21
Aq_sp_Aq107_01489,COG4146,,K03307,PF00474.18
Aq_sp_Aq107_01490,COG2919,,,PF07495.14
Aq_sp_Aq107_01491,COG1629,,,PF13715.7
Aq_sp_Aq107_01492,,,,PF14322.7
Aq_sp_Aq107_01493,,,,PF00801.21
Aq_sp_Aq107_01494,COG2273,GH16,,PF00722.22
Aq_sp_Aq107_01495,COG1472,GH3,,PF14310.7
Aq_sp_Aq107_01496,COG2273,GH16,,PF00722.22
Aq_sp_Aq107_01497,COG2273,GCBM6+GH16,,PF02368.19
Aq_sp_Aq107_01498,COG5498,GH81+CBM6,,PF03422.16
Aq_sp_Aq107_01502,COG0644,,K14257,PF01266.25
Aq_sp_Aq107_01503,COG2986,,,PF00221.20
Aq_sp_Aq107_01504,,,,PF14903.7
Aq_sp_Aq107_01505,COG1028,,K00059,PF00106.26
Aq_sp_Aq107_01506,COG0304,,K00647,PF00109.27
Aq_sp_Aq107_01507,COG0236,,,PF00550.26
Aq_sp_Aq107_01508,COG4261,,,PF03279.14
Aq_sp_Aq107_01510,COG0332,,K00648,PF08541.11
Aq_sp_Aq107_01513,,,,PF14399.7
Aq_sp_Aq107_01514,COG1131,,K01990,PF13304.7
Aq_sp_Aq107_01515,COG0842,,K01992,PF01061.25
Aq_sp_Aq107_01516,COG0824,,K07107,PF03061.23
Aq_sp_Aq107_01517,COG0304,,K09458,PF08545.11
Aq_sp_Aq107_01519,COG0236,,,PF00550.26
Aq_sp_Aq107_01520,COG0304,,K09458,PF08545.11
Aq_sp_Aq107_01521,COG0304,,,PF00109.27
Aq_sp_Aq107_01522,COG0726,GCE4,K22278,PF01522.22
Aq_sp_Aq107_01523,COG2834,,,PF03548.16
Aq_sp_Aq107_01525,,,,PF07977.14
Aq_sp_Aq107_01527,COG3216,GT2_Glycos_transf_2,,PF09835.10
Aq_sp_Aq107_01528,COG1033,,,PF01553.22
Aq_sp_Aq107_01529,COG1233,,,PF01593.25
Aq_sp_Aq107_01530,COG4927,,,PF03417.17
Aq_sp_Aq107_01531,COG1541,,K01912,PF00501.29
Aq_sp_Aq107_01535,COG4585,,K07683,PF02518.27
Aq_sp_Aq107_01536,COG2197,,K07692,PF00196.20
Aq_sp_Aq107_01537,,,,PF18096.2
Aq_sp_Aq107_01538,COG0628,,,PF01594.17
Aq_sp_Aq107_01539,COG0566,,K00556,PF00588.20
Aq_sp_Aq107_01540,,,,PF13709.7
Aq_sp_Aq107_01541,COG5429,,,PF06764.12
Aq_sp_Aq107_01542,COG3342,,,PF06267.13
Aq_sp_Aq107_01543,COG4805,,,PF05960.12
Aq_sp_Aq107_01544,COG4922,,,PF07366.13
Aq_sp_Aq107_01546,,,,PF00932.20
Aq_sp_Aq107_01547,COG4222,,,PF13449.7
Aq_sp_Aq107_01548,COG1385,,K09761,PF04452.15
Aq_sp_Aq107_01549,COG0533,,K01409,PF02543.16
Aq_sp_Aq107_01550,COG2911,,,PF04357.14
Aq_sp_Aq107_01551,COG0205,,K00850,PF01513.22
Aq_sp_Aq107_01552,COG1803,,K01734,PF02142.23
Aq_sp_Aq107_01554,COG0251,,K09022,PF01042.22
Aq_sp_Aq107_01555,COG1452,,,
Aq_sp_Aq107_01556,COG0860,,,PF01520.19
Aq_sp_Aq107_01557,COG1463,,,PF02470.21
Aq_sp_Aq107_01558,COG0247,,,PF00037.28
Aq_sp_Aq107_01560,COG0247,,,PF02754.17
Aq_sp_Aq107_01562,COG1472,GH3,,PF00144.25
Aq_sp_Aq107_01563,COG4989,,,PF00248.22
Aq_sp_Aq107_01565,COG1459,,K02455,PF00482.24
Aq_sp_Aq107_01566,,,,PF07963.13
Aq_sp_Aq107_01577,,,,PF05635.12
Aq_sp_Aq107_01578,COG2825,,,PF03938.15
Aq_sp_Aq107_01580,,,,PF13026.7
Aq_sp_Aq107_01582,COG0044,,K01465,PF01979.21
Aq_sp_Aq107_01583,,,,PF07584.12
Aq_sp_Aq107_01584,COG0513,,K11927,PF13245.7
Aq_sp_Aq107_01585,,,,PF13505.7
Aq_sp_Aq107_01586,COG3361,,,PF09844.10
Aq_sp_Aq107_01587,COG1432,,,PF01936.19
Aq_sp_Aq107_01588,COG2509,,,PF01266.25
Aq_sp_Aq107_01589,COG0642,,,PF01590.27
Aq_sp_Aq107_01590,COG1858,,,PF03150.15
Aq_sp_Aq107_01591,COG3211,,,
Aq_sp_Aq107_01592,,,,PF09674.11
Aq_sp_Aq107_01593,COG1136,,K09810,PF13304.7
Aq_sp_Aq107_01595,COG0225,,K07304,PF01625.22
Aq_sp_Aq107_01596,COG0302,,K01495,PF01227.23
Aq_sp_Aq107_01600,COG5403,,,PF06078.12
Aq_sp_Aq107_01601,COG0111,,K22982,PF00389.31
Aq_sp_Aq107_01602,COG1932,,K00831,PF00266.20
Aq_sp_Aq107_01603,,,,PF05893.15
Aq_sp_Aq107_01604,,,,PF00037.28
Aq_sp_Aq107_01605,,,,PF13505.7
Aq_sp_Aq107_01606,COG2267,,,PF00561.21
Aq_sp_Aq107_01607,COG1073,,K06889,PF00561.21
Aq_sp_Aq107_01608,,,,PF01344.26
Aq_sp_Aq107_01610,COG1073,,,
Aq_sp_Aq107_01611,COG1629,,,PF13715.7
Aq_sp_Aq107_01612,COG1629,,,PF13715.7
Aq_sp_Aq107_01613,,GCBM16+CBM32+PL7,,PF08787.12
Aq_sp_Aq107_01614,,GCBM13+PL7,,PF08787.12
Aq_sp_Aq107_01616,COG0012,,K06942,PF02421.19
Aq_sp_Aq107_01617,COG0697,,,PF00892.21
Aq_sp_Aq107_01618,COG0642,,,PF02518.27
Aq_sp_Aq107_01619,COG1506,,,PF02129.19
Aq_sp_Aq107_01620,COG0596,,,PF00561.21
Aq_sp_Aq107_01621,COG3975,,,PF05299.13
Aq_sp_Aq107_01622,COG1233,,,PF01593.25
Aq_sp_Aq107_01623,COG3832,,,PF08327.12
Aq_sp_Aq107_01624,COG0640,,,PF00392.22
Aq_sp_Aq107_01625,COG0376,,K03782,PF00141.24
Aq_sp_Aq107_01626,COG1670,,,PF00583.26
Aq_sp_Aq107_01627,COG0187,,K02622,PF00204.26
Aq_sp_Aq107_01628,COG0188,,,PF00521.21
Aq_sp_Aq107_01629,,GH11,,PF00457.18
Aq_sp_Aq107_01630,COG2824,,,PF03831.15
Aq_sp_Aq107_01631,COG0861,,,PF01810.19
Aq_sp_Aq107_01633,COG1396,,,PF01381.23
Aq_sp_Aq107_01634,,,,PF00246.25
Aq_sp_Aq107_01635,COG1522,,K03718,PF01037.22
Aq_sp_Aq107_01636,COG2352,,,PF00311.18
Aq_sp_Aq107_01637,COG0642,,,PF02518.27
Aq_sp_Aq107_01638,COG0596,,,PF00561.21
Aq_sp_Aq107_01639,COG4912,,,PF08713.12
Aq_sp_Aq107_01640,COG2207,,,PF12833.8
Aq_sp_Aq107_01641,COG0793,,,PF03572.19
Aq_sp_Aq107_01642,,,,PF05163.13
Aq_sp_Aq107_01645,,,,PF02230.17
Aq_sp_Aq107_01646,COG4757,,,PF00561.21
Aq_sp_Aq107_01647,COG1309,,,PF00440.24
Aq_sp_Aq107_01648,COG2050,,K19222,PF03061.23
Aq_sp_Aq107_01649,COG1169,,,PF00425.19
Aq_sp_Aq107_01650,COG1165,,K02551,PF02775.22
Aq_sp_Aq107_01651,,,,PF11015.9
Aq_sp_Aq107_01652,COG2996,,K00243,PF17783.2
Aq_sp_Aq107_01654,COG0447,,K01661,PF00378.21
Aq_sp_Aq107_01657,COG0022,,,PF00676.21
Aq_sp_Aq107_01660,,,,PF18962.1
Aq_sp_Aq107_01661,COG1611,,,PF18306.2
Aq_sp_Aq107_01662,COG0178,,K03701,PF13173.7
Aq_sp_Aq107_01664,COG0471,,K14445,PF03600.17
Aq_sp_Aq107_01667,COG0337,,K01735,PF01761.21
Aq_sp_Aq107_01668,,,,PF01619.19
Aq_sp_Aq107_01669,COG0346,,,PF00903.26
Aq_sp_Aq107_01670,COG1167,,K18907,PF00155.22
Aq_sp_Aq107_01671,COG3467,,,PF12900.8
Aq_sp_Aq107_01673,COG0686,,K00259,PF02826.20
Aq_sp_Aq107_01674,COG0802,,K06925,PF02367.18
Aq_sp_Aq107_01675,COG2204,,,PF08665.13
Aq_sp_Aq107_01676,COG1078,,,PF01966.23
Aq_sp_Aq107_01677,COG1044,,K02536,PF00132.25
Aq_sp_Aq107_01678,COG0774,GCE11,,PF07977.14
Aq_sp_Aq107_01679,COG1043,,K00677,PF13720.7
Aq_sp_Aq107_01680,COG0231,,K02356,PF01132.21
Aq_sp_Aq107_01681,COG1044,,K02536,PF00132.25
Aq_sp_Aq107_01682,,,,PF07366.13
Aq_sp_Aq107_01683,COG0074,,K01902,PF02629.20
Aq_sp_Aq107_01684,COG0612,,,PF00675.21
Aq_sp_Aq107_01685,COG0591,,,PF00474.18
Aq_sp_Aq107_01686,COG2120,,,PF02585.18
Aq_sp_Aq107_01687,COG0591,,K14392,PF00474.18
Aq_sp_Aq107_01690,COG1193,,K07456,PF00488.22
Aq_sp_Aq107_01691,COG0692,,K03648,PF03167.20
Aq_sp_Aq107_01694,COG0715,,,
Aq_sp_Aq107_01695,COG0855,,K00937,PF13091.7
Aq_sp_Aq107_01696,COG2820,,K00757,PF01048.21
Aq_sp_Aq107_01697,,,,PF08874.11
Aq_sp_Aq107_01698,COG0023,,,PF01253.23
Aq_sp_Aq107_01699,COG3491,,K21036,PF03171.21
Aq_sp_Aq107_01700,COG0022,,,PF00676.21
Aq_sp_Aq107_01701,COG0451,,,PF01073.20
Aq_sp_Aq107_01702,COG0677,,K13015,PF00984.20
Aq_sp_Aq107_01703,COG2244,,,PF01554.19
Aq_sp_Aq107_01705,,,,PF04230.14
Aq_sp_Aq107_01706,COG2227,,,PF02353.21
Aq_sp_Aq107_01707,COG0438,GT4,,PF00534.21
Aq_sp_Aq107_01708,COG0438,GT4,,PF00534.21
Aq_sp_Aq107_01709,COG1045,,,PF00132.25
Aq_sp_Aq107_01710,,,,PF14897.7
Aq_sp_Aq107_01711,COG0463,GT2_Glycos_transf_2,,PF00535.27
Aq_sp_Aq107_01712,COG0438,GT4,K19424,PF00534.21
Aq_sp_Aq107_01713,COG1541,,,
Aq_sp_Aq107_01714,COG1696,,K19294,PF03062.20
Aq_sp_Aq107_01715,,,,PF07611.12
Aq_sp_Aq107_01716,,,,PF13229.7
Aq_sp_Aq107_01717,COG0438,GT4,K15914,PF00534.21
Aq_sp_Aq107_01718,COG4995,,,PF12770.8
Aq_sp_Aq107_01719,COG1541,,,
Aq_sp_Aq107_01720,COG2148,,K15915,PF02397.17
Aq_sp_Aq107_01722,COG1020,,K16124,PF00501.29
Aq_sp_Aq107_01723,COG0236,,,
Aq_sp_Aq107_01724,COG2148,,K15915,PF02397.17
Aq_sp_Aq107_01725,COG0110,,K19429,PF00132.25
Aq_sp_Aq107_01726,COG4529,,,PF13454.7
Aq_sp_Aq107_01727,,,,PF13480.8
Aq_sp_Aq107_01728,,,,PF13480.8
Aq_sp_Aq107_01730,COG1696,,K19294,PF03062.20
Aq_sp_Aq107_01731,COG0399,,K19430,PF01041.18
Aq_sp_Aq107_01732,COG1086,,K15912,PF01073.20
Aq_sp_Aq107_01733,COG1596,,,PF02563.17
Aq_sp_Aq107_01734,COG0489,,,PF13614.7
Aq_sp_Aq107_01735,COG4464,,K01104,
Aq_sp_Aq107_01736,,,,PF10988.9
Aq_sp_Aq107_01739,COG1595,,K03088,PF04542.15
Aq_sp_Aq107_01740,COG0466,,,PF00004.30
Aq_sp_Aq107_01741,COG1092,,K06969,PF03602.16
Aq_sp_Aq107_01742,,,,PF10807.9
Aq_sp_Aq107_01743,,,,PF12388.9
Aq_sp_Aq107_01745,COG1360,,,PF00691.21
Aq_sp_Aq107_01746,COG0739,,,PF01476.21
Aq_sp_Aq107_01747,COG0642,,K10715,PF02518.27
Aq_sp_Aq107_01749,COG1595,,K03088,PF00196.20
Aq_sp_Aq107_01752,,,,PF07876.13
Aq_sp_Aq107_01753,,,,PF04909.15
Aq_sp_Aq107_01754,,GH113,,
Aq_sp_Aq107_01755,COG2519,,,PF01269.18
Aq_sp_Aq107_01757,COG4771,,,PF13715.7
Aq_sp_Aq107_01758,COG1266,,,PF02517.17
Aq_sp_Aq107_01759,COG2207,,,PF12833.8
Aq_sp_Aq107_01760,COG0745,,,PF00486.29
Aq_sp_Aq107_01761,COG0545,,,PF00254.29
Aq_sp_Aq107_01762,COG1061,,,PF00270.30
Aq_sp_Aq107_01763,COG3129,,K06970,PF05971.13
Aq_sp_Aq107_01764,,,,PF00413.25
Aq_sp_Aq107_01765,,,,PF10462.10
Aq_sp_Aq107_01766,,,,PF09917.10
Aq_sp_Aq107_01769,,,,PF13205.7
Aq_sp_Aq107_01771,COG3279,,K11641,PF04397.16
Aq_sp_Aq107_01772,COG3275,,,PF06580.14
Aq_sp_Aq107_01773,,,,PF00036.33
Aq_sp_Aq107_01774,,,,PF14240.7
Aq_sp_Aq107_01775,COG2849,,,PF07661.14
Aq_sp_Aq107_01776,COG1999,,K07152,PF02630.15
Aq_sp_Aq107_01778,,,,PF19089.1
Aq_sp_Aq107_01779,,,,PF04264.14
Aq_sp_Aq107_01780,,,,PF13442.7
