row_0,CAZyme
Aq_sp_Aq349_01590,PF00694.20
Aq_sp_Aq349_01591,PF00180.21
Aq_sp_Aq349_01592,PF00041.22
Aq_sp_Aq349_01593,PF07313.13
Aq_sp_Aq349_01595,PF00583.26
Aq_sp_Aq349_01597,PF14054.7
Aq_sp_Aq349_01598,PF13715.7
Aq_sp_Aq349_01599,PF16344.6
Aq_sp_Aq349_01600,PF14054.7
Aq_sp_Aq349_01601,PF13715.7
Aq_sp_Aq349_01602,PF00196.20
Aq_sp_Aq349_01603,PF13505.7
Aq_sp_Aq349_01604,PF00440.24
Aq_sp_Aq349_01605,PF18962.1
Aq_sp_Aq349_01607,PF13304.7
Aq_sp_Aq349_01609,PF00923.20
Aq_sp_Aq349_01610,PF00106.26
Aq_sp_Aq349_01611,PF05096.13
Aq_sp_Aq349_01612,PF03880.16
Aq_sp_Aq349_01613,PF13715.7
Aq_sp_Aq349_01614,PF00903.26
Aq_sp_Aq349_01615,PF00588.20
Aq_sp_Aq349_01616,PF00924.19
Aq_sp_Aq349_01617,PF13715.7
Aq_sp_Aq349_01618,PF00041.22
Aq_sp_Aq349_01619,PF00801.21
Aq_sp_Aq349_01620,PF18962.1
Aq_sp_Aq349_01621,PF00041.22
Aq_sp_Aq349_01624,PF03129.21
Aq_sp_Aq349_01625,PF02687.22
Aq_sp_Aq349_01627,PF07687.15
Aq_sp_Aq349_01628,PF13715.7
Aq_sp_Aq349_01629,PF03948.15
Aq_sp_Aq349_01630,PF01084.21
Aq_sp_Aq349_01631,PF01250.18
Aq_sp_Aq349_01632,PF04397.16
Aq_sp_Aq349_01633,PF00270.30
Aq_sp_Aq349_01634,PF16036.6
Aq_sp_Aq349_01635,PF09917.10
Aq_sp_Aq349_01636,PF16036.6
Aq_sp_Aq349_01637,PF16036.6
Aq_sp_Aq349_01638,PF03631.16
Aq_sp_Aq349_01639,PF01729.20
Aq_sp_Aq349_01640,PF02590.18
Aq_sp_Aq349_01644,PF00072.25
Aq_sp_Aq349_01645,PF02518.27
Aq_sp_Aq349_01646,PF01040.19
Aq_sp_Aq349_01647,PF02545.15
Aq_sp_Aq349_01649,PF01329.20
Aq_sp_Aq349_01650,PF01709.21
Aq_sp_Aq349_01653,PF01553.22
Aq_sp_Aq349_01654,PF02348.20
Aq_sp_Aq349_01655,PF13245.7
Aq_sp_Aq349_01657,PF12864.8
Aq_sp_Aq349_01658,PF03602.16
Aq_sp_Aq349_01660,PF00248.22
Aq_sp_Aq349_01661,GH3
Aq_sp_Aq349_01663,PF02754.17
Aq_sp_Aq349_01665,PF00037.28
Aq_sp_Aq349_01666,PF02470.21
Aq_sp_Aq349_01667,PF01520.19
Aq_sp_Aq349_01668,COG1452
Aq_sp_Aq349_01669,PF01042.22
Aq_sp_Aq349_01670,PF00111.28
Aq_sp_Aq349_01671,PF07883.12
Aq_sp_Aq349_01672,PF03572.19
Aq_sp_Aq349_01677,PF06271.13
Aq_sp_Aq349_01678,PF12833.8
Aq_sp_Aq349_01679,PF04002.16
Aq_sp_Aq349_01681,PF05593.15
Aq_sp_Aq349_01682,PF13380.7
Aq_sp_Aq349_01683,PF00474.18
Aq_sp_Aq349_01684,PF13304.7
Aq_sp_Aq349_01685,PF00989.26
Aq_sp_Aq349_01687,PF13304.7
Aq_sp_Aq349_01689,PF00795.23
Aq_sp_Aq349_01690,PF01066.22
Aq_sp_Aq349_01691,PF00005.28
Aq_sp_Aq349_01692,PF02627.21
Aq_sp_Aq349_01693,PF00902.19
Aq_sp_Aq349_01694,PF00571.29
Aq_sp_Aq349_01695,PF00270.30
Aq_sp_Aq349_01696,PF00254.29
Aq_sp_Aq349_01698,PF12867.8
Aq_sp_Aq349_01699,PF00583.26
Aq_sp_Aq349_01700,PF00578.22
Aq_sp_Aq349_01701,PF00246.25
Aq_sp_Aq349_01702,PF11680.9
Aq_sp_Aq349_01703,PF00664.24
Aq_sp_Aq349_01704,PF00208.22
Aq_sp_Aq349_01705,PF01029.19
Aq_sp_Aq349_01706,PF07610.12
Aq_sp_Aq349_01707,PF02699.16
Aq_sp_Aq349_01709,PF07687.15
Aq_sp_Aq349_01710,PF01180.22
Aq_sp_Aq349_01711,PF01810.19
Aq_sp_Aq349_01712,PF12833.8
Aq_sp_Aq349_01715,PF00041.22
Aq_sp_Aq349_01716,PF18962.1
Aq_sp_Aq349_01717,PF18981.1
Aq_sp_Aq349_01718,PF00041.22
Aq_sp_Aq349_01723,PF00041.22
Aq_sp_Aq349_01725,PF05593.15
Aq_sp_Aq349_01726,PF11617.9
Aq_sp_Aq349_01730,PF01731.21
Aq_sp_Aq349_01731,PF06460.13
Aq_sp_Aq349_01732,PF03797.20
Aq_sp_Aq349_01735,PF01344.26
Aq_sp_Aq349_01736,PF02518.27
Aq_sp_Aq349_01737,PF00682.20
Aq_sp_Aq349_01738,PF16148.6
Aq_sp_Aq349_01739,PF09375.11
Aq_sp_Aq349_01740,PF05090.15
Aq_sp_Aq349_01741,PF13715.7
Aq_sp_Aq349_01742,PF00989.26
Aq_sp_Aq349_01743,PF00520.32
Aq_sp_Aq349_01744,PF07070.12
Aq_sp_Aq349_01745,PF00210.25
Aq_sp_Aq349_01746,PF13098.7
Aq_sp_Aq349_01747,PF02424.16
Aq_sp_Aq349_01748,PF14086.7
Aq_sp_Aq349_01749,PF12094.9
Aq_sp_Aq349_01750,PF01035.21
Aq_sp_Aq349_01751,PF06718.12
Aq_sp_Aq349_01754,PF03795.15
Aq_sp_Aq349_01755,PF03795.15
Aq_sp_Aq349_01756,PF04542.15
Aq_sp_Aq349_01757,PF10101.10
Aq_sp_Aq349_01758,PF13163.7
Aq_sp_Aq349_01761,PF12893.8
Aq_sp_Aq349_01762,PF03572.19
Aq_sp_Aq349_01763,PF04397.16
Aq_sp_Aq349_01764,PF06580.14
Aq_sp_Aq349_01765,PF13238.7
Aq_sp_Aq349_01767,PF18962.1
Aq_sp_Aq349_01769,PF01569.22
Aq_sp_Aq349_01770,PF00571.29
Aq_sp_Aq349_01772,PF12895.8
Aq_sp_Aq349_01773,PF03938.15
Aq_sp_Aq349_01776,PF00639.22
Aq_sp_Aq349_01777,PF13145.7
Aq_sp_Aq349_01778,PF00639.22
Aq_sp_Aq349_01779,PF07726.12
Aq_sp_Aq349_01781,PF00330.21
Aq_sp_Aq349_01782,PF00293.29
Aq_sp_Aq349_01783,PF00156.28
Aq_sp_Aq349_01784,PF15891.6
Aq_sp_Aq349_01785,PF14124.7
Aq_sp_Aq349_01786,PF01661.22
Aq_sp_Aq349_01787,PF01885.17
Aq_sp_Aq349_01788,PF00149.29
Aq_sp_Aq349_01789,PF18127.2
Aq_sp_Aq349_01790,PF00027.30
Aq_sp_Aq349_01791,PF10099.10
Aq_sp_Aq349_01792,PF00578.22
Aq_sp_Aq349_01793,PF04116.14
Aq_sp_Aq349_01794,PF00494.20
Aq_sp_Aq349_01795,PF01593.25
Aq_sp_Aq349_01796,PF02607.18
Aq_sp_Aq349_01797,PF00196.20
Aq_sp_Aq349_01798,PF16220.6
Aq_sp_Aq349_01799,PF13715.7
Aq_sp_Aq349_01800,PF01551.23
Aq_sp_Aq349_01801,PF03965.17
Aq_sp_Aq349_01802,PF01202.23
Aq_sp_Aq349_01803,PF00156.28
Aq_sp_Aq349_01804,PF08241.13
Aq_sp_Aq349_01805,PF01479.26
Aq_sp_Aq349_01806,COG0545
Aq_sp_Aq349_01807,PF13505.7
Aq_sp_Aq349_01808,PF02780.21
Aq_sp_Aq349_01810,PF13292.7
Aq_sp_Aq349_01811,PF01702.19
Aq_sp_Aq349_01812,PF03739.15
Aq_sp_Aq349_01813,PF00892.21
Aq_sp_Aq349_01814,PF03255.15
Aq_sp_Aq349_01815,PF13481.7
Aq_sp_Aq349_01817,PF13644.7
Aq_sp_Aq349_01819,PF00515.29
Aq_sp_Aq349_01820,PF01979.21
Aq_sp_Aq349_01821,PF01979.21
Aq_sp_Aq349_01824,PF12725.8
Aq_sp_Aq349_01825,PF01546.29
Aq_sp_Aq349_01828,PF08327.12
Aq_sp_Aq349_01829,PF00583.26
Aq_sp_Aq349_01830,PF11066.9
Aq_sp_Aq349_01831,PF00005.28
Aq_sp_Aq349_01833,PF00392.22
Aq_sp_Aq349_01834,PF10988.9
Aq_sp_Aq349_01835,PF14329.7
Aq_sp_Aq349_01837,PF10067.10
Aq_sp_Aq349_01838,COG1960
Aq_sp_Aq349_01839,PF04542.15
Aq_sp_Aq349_01840,PF00144.25
Aq_sp_Aq349_01841,PF00254.29
Aq_sp_Aq349_01842,PF00254.29
Aq_sp_Aq349_01843,PF01368.21
Aq_sp_Aq349_01844,PF09423.11
Aq_sp_Aq349_01845,PF00334.20
Aq_sp_Aq349_01846,PF00112.24
Aq_sp_Aq349_01847,PF13715.7
Aq_sp_Aq349_01848,PF16344.6
Aq_sp_Aq349_01849,PF04542.15
Aq_sp_Aq349_01850,PF06832.13
Aq_sp_Aq349_01851,PF12741.8
Aq_sp_Aq349_01852,PF13715.7
Aq_sp_Aq349_01854,PF03061.23
Aq_sp_Aq349_01855,PF05258.13
Aq_sp_Aq349_01857,PF13175.7
Aq_sp_Aq349_01858,PF00515.29
Aq_sp_Aq349_01859,PF00885.20
Aq_sp_Aq349_01860,PF01119.20
Aq_sp_Aq349_01861,PF01694.23
Aq_sp_Aq349_01862,PF01694.23
Aq_sp_Aq349_01863,PF03372.24
Aq_sp_Aq349_01866,PF03062.20
Aq_sp_Aq349_01867,PF00067.23
Aq_sp_Aq349_01869,PF08889.12
Aq_sp_Aq349_01870,PF18936.1
Aq_sp_Aq349_01871,PF05173.15
Aq_sp_Aq349_01872,PF18935.1
Aq_sp_Aq349_01873,PF17762.2
Aq_sp_Aq349_01874,PF13614.7
Aq_sp_Aq349_01875,PF00106.26
Aq_sp_Aq349_01876,PF13715.7
Aq_sp_Aq349_01877,PF02310.20
Aq_sp_Aq349_01880,PF01642.23
Aq_sp_Aq349_01881,PF04977.16
Aq_sp_Aq349_01882,PF13238.7
Aq_sp_Aq349_01883,PF00211.21
Aq_sp_Aq349_01884,PF03702.15
Aq_sp_Aq349_01885,GH3
Aq_sp_Aq349_01886,PF03092.17
Aq_sp_Aq349_01888,PF12833.8
Aq_sp_Aq349_01889,PF01400.25
Aq_sp_Aq349_01890,PF13442.7
Aq_sp_Aq349_01891,PF07995.12
Aq_sp_Aq349_01892,PF07705.12
Aq_sp_Aq349_01893,PF13715.7
Aq_sp_Aq349_01894,PF00924.19
Aq_sp_Aq349_01895,PF04542.15
Aq_sp_Aq349_01896,PF13715.7
Aq_sp_Aq349_01898,PF14501.7
Aq_sp_Aq349_01899,PF04397.16
Aq_sp_Aq349_01900,PF00027.30
Aq_sp_Aq349_01902,PF04542.15
Aq_sp_Aq349_01903,PF12679.8
Aq_sp_Aq349_01904,PF12679.8
Aq_sp_Aq349_01905,PF13715.7
Aq_sp_Aq349_01906,PF13175.7
Aq_sp_Aq349_01907,PF00561.21
Aq_sp_Aq349_01908,PF12893.8
Aq_sp_Aq349_01910,PF13460.7
Aq_sp_Aq349_01911,PF00027.30
Aq_sp_Aq349_01912,PF14248.7
Aq_sp_Aq349_01913,PF00027.30
Aq_sp_Aq349_01915,PF12833.8
Aq_sp_Aq349_01916,PF07366.13
Aq_sp_Aq349_01917,PF00892.21
Aq_sp_Aq349_01918,PF05173.15
Aq_sp_Aq349_01919,PF00657.23
Aq_sp_Aq349_01920,PF00583.26
Aq_sp_Aq349_01921,PF00724.21
Aq_sp_Aq349_01922,PF04116.14
Aq_sp_Aq349_01923,PF13715.7
Aq_sp_Aq349_01924,PF06580.14
Aq_sp_Aq349_01925,PF04397.16
Aq_sp_Aq349_01928,PF00144.25
Aq_sp_Aq349_01929,PF07859.14
Aq_sp_Aq349_01930,PF00144.25
Aq_sp_Aq349_01931,PF12833.8
Aq_sp_Aq349_01933,PF01654.18
Aq_sp_Aq349_01934,PF02322.16
Aq_sp_Aq349_01935,PF12833.8
Aq_sp_Aq349_01936,PF13715.7
Aq_sp_Aq349_01937,PF13304.7
Aq_sp_Aq349_01938,COG1277
Aq_sp_Aq349_01939,PF13899.7
Aq_sp_Aq349_01940,PF01839.24
Aq_sp_Aq349_01942,PF00027.30
Aq_sp_Aq349_01943,PF03358.16
Aq_sp_Aq349_01944,PF07858.13
Aq_sp_Aq349_01945,PF00583.26
Aq_sp_Aq349_01946,PF04226.14
Aq_sp_Aq349_01947,PF11954.9
Aq_sp_Aq349_01948,PF04542.15
Aq_sp_Aq349_01951,PF12833.8
Aq_sp_Aq349_01952,PF01161.21
Aq_sp_Aq349_01954,PF02517.17
Aq_sp_Aq349_01955,PF07676.13
Aq_sp_Aq349_01956,PF00027.30
Aq_sp_Aq349_01959,PF00144.25
Aq_sp_Aq349_01960,PF00027.30
Aq_sp_Aq349_01961,PF12867.8
Aq_sp_Aq349_01962,PF01638.18
Aq_sp_Aq349_01963,PF12833.8
Aq_sp_Aq349_01964,PF01979.21
Aq_sp_Aq349_01965,PF02311.20
Aq_sp_Aq349_01966,PF00266.20
Aq_sp_Aq349_01967,PF13302.8
Aq_sp_Aq349_01968,PF12833.8
Aq_sp_Aq349_01969,PF00903.26
Aq_sp_Aq349_01970,PF01965.25
Aq_sp_Aq349_01971,PF13972.7
Aq_sp_Aq349_01972,PF01494.20
Aq_sp_Aq349_01973,PF13160.7
Aq_sp_Aq349_01974,PF01638.18
Aq_sp_Aq349_01976,PF06271.13
Aq_sp_Aq349_01979,PF02522.15
Aq_sp_Aq349_01980,PF17957.2
Aq_sp_Aq349_01981,GH20
Aq_sp_Aq349_01982,COG2971
Aq_sp_Aq349_01983,PF01182.21
Aq_sp_Aq349_01984,PF12741.8
Aq_sp_Aq349_01985,PF13715.7
Aq_sp_Aq349_01986,PF06580.14
Aq_sp_Aq349_01987,PF04397.16
Aq_sp_Aq349_01988,PF00474.18
Aq_sp_Aq349_01989,COG4299
Aq_sp_Aq349_01990,PF02518.27
Aq_sp_Aq349_01991,GCBM5+GH19
Aq_sp_Aq349_01992,GH18+CBM5
Aq_sp_Aq349_01993,PF04397.16
Aq_sp_Aq349_01994,GCBM5+GH18
Aq_sp_Aq349_01995,GCBM5+CBM73+GH18
Aq_sp_Aq349_01997,PF00583.26
Aq_sp_Aq349_01998,PF00691.21
Aq_sp_Aq349_02000,PF03929.17
Aq_sp_Aq349_02001,PF13715.7
Aq_sp_Aq349_02002,PF17957.2
Aq_sp_Aq349_02003,PF00583.26
Aq_sp_Aq349_02004,PF12706.8
Aq_sp_Aq349_02005,PF01638.18
Aq_sp_Aq349_02006,PF08241.13
Aq_sp_Aq349_02007,PF03061.23
Aq_sp_Aq349_02008,PF03458.14
Aq_sp_Aq349_02009,PF18962.1
Aq_sp_Aq349_02011,PF04397.16
Aq_sp_Aq349_02012,PF06580.14
Aq_sp_Aq349_02013,PF06580.14
Aq_sp_Aq349_02014,PF06580.14
Aq_sp_Aq349_02015,PF06580.14
Aq_sp_Aq349_02016,PF17963.2
Aq_sp_Aq349_02017,PF01731.21
Aq_sp_Aq349_02018,PF17963.2
Aq_sp_Aq349_02019,PF00028.18
Aq_sp_Aq349_02021,PF00890.25
Aq_sp_Aq349_02022,PF10988.9
Aq_sp_Aq349_02024,PF10988.9
Aq_sp_Aq349_02025,PF04024.13
Aq_sp_Aq349_02026,PF03551.15
Aq_sp_Aq349_02028,PF09685.11
Aq_sp_Aq349_02029,PF14539.7
Aq_sp_Aq349_02030,PF01987.18
Aq_sp_Aq349_02031,PF00126.28
Aq_sp_Aq349_02032,PF09912.10
Aq_sp_Aq349_02034,PF04955.13
Aq_sp_Aq349_02036,PF00023.31
Aq_sp_Aq349_02037,PF01882.19
Aq_sp_Aq349_02038,PF00004.30
Aq_sp_Aq349_02039,PF14258.7
Aq_sp_Aq349_02042,PF01944.18
Aq_sp_Aq349_02043,PF06271.13
Aq_sp_Aq349_02044,PF00160.22
Aq_sp_Aq349_02045,PF00293.29
Aq_sp_Aq349_02046,PF01553.22
Aq_sp_Aq349_02047,PF12833.8
Aq_sp_Aq349_02048,PF04397.16
Aq_sp_Aq349_02049,PF13239.7
Aq_sp_Aq349_02050,PF13239.7
Aq_sp_Aq349_02051,PF13239.7
Aq_sp_Aq349_02053,PF09912.10
Aq_sp_Aq349_02054,PF13715.7
Aq_sp_Aq349_02056,PF01266.25
Aq_sp_Aq349_02057,PF04542.15
Aq_sp_Aq349_02059,PF07766.14
Aq_sp_Aq349_02060,PF13640.7
Aq_sp_Aq349_02061,PF13532.7
Aq_sp_Aq349_02062,PF00080.21
Aq_sp_Aq349_02063,PF13376.7
Aq_sp_Aq349_02064,PF00629.24
Aq_sp_Aq349_02065,PF00561.21
Aq_sp_Aq349_02066,PF00903.26
Aq_sp_Aq349_02067,PF03364.21
Aq_sp_Aq349_02068,PF12833.8
Aq_sp_Aq349_02069,PF01408.23
Aq_sp_Aq349_02070,PF00132.25
Aq_sp_Aq349_02071,PF00027.30
Aq_sp_Aq349_02072,PF04397.16
Aq_sp_Aq349_02073,PF14501.7
Aq_sp_Aq349_02074,PF00144.25
Aq_sp_Aq349_02075,PF03572.19
Aq_sp_Aq349_02076,PF12833.8
Aq_sp_Aq349_02077,PF08241.13
Aq_sp_Aq349_02078,PF04354.14
Aq_sp_Aq349_02082,PF00023.31
Aq_sp_Aq349_02085,PF01494.20
Aq_sp_Aq349_02087,PF18962.1
Aq_sp_Aq349_02088,PF00144.25
Aq_sp_Aq349_02089,PF01344.26
Aq_sp_Aq349_02090,PF07676.13
Aq_sp_Aq349_02091,PF07676.13
Aq_sp_Aq349_02092,PF00144.25
Aq_sp_Aq349_02093,PF00144.25
Aq_sp_Aq349_02094,PF00144.25
Aq_sp_Aq349_02095,PF00144.25
Aq_sp_Aq349_02096,PF00144.25
Aq_sp_Aq349_02097,PF00930.22
Aq_sp_Aq349_02098,PF06580.14
Aq_sp_Aq349_02099,PF04397.16
Aq_sp_Aq349_02100,PF00756.21
Aq_sp_Aq349_02101,PF06580.14
Aq_sp_Aq349_02102,PF04397.16
Aq_sp_Aq349_02103,PF00994.25
Aq_sp_Aq349_02104,PF02492.20
Aq_sp_Aq349_02106,PF00857.21
Aq_sp_Aq349_02107,PF10677.10
Aq_sp_Aq349_02108,PF04397.16
Aq_sp_Aq349_02109,PF06580.14
Aq_sp_Aq349_02111,PF18950.1
Aq_sp_Aq349_02112,PF18962.1
Aq_sp_Aq349_02114,PF13414.7
Aq_sp_Aq349_02115,PF00561.21
Aq_sp_Aq349_02116,PF02012.21
Aq_sp_Aq349_02117,PF12706.8
Aq_sp_Aq349_02119,PF03600.17
Aq_sp_Aq349_02121,PF04389.18
Aq_sp_Aq349_02122,PF13519.7
Aq_sp_Aq349_02123,PF07728.15
Aq_sp_Aq349_02124,PF18962.1
Aq_sp_Aq349_02125,PF08907.12
Aq_sp_Aq349_02126,PF02518.27
Aq_sp_Aq349_02127,PF02518.27
Aq_sp_Aq349_02128,PF02678.17
Aq_sp_Aq349_02129,PF00450.23
Aq_sp_Aq349_02130,PF01979.21
Aq_sp_Aq349_02131,PF01979.21
Aq_sp_Aq349_02132,PF13376.7
Aq_sp_Aq349_02133,PF13304.7
Aq_sp_Aq349_02134,PF00196.20
Aq_sp_Aq349_02136,PF00903.26
Aq_sp_Aq349_02137,PF02525.18
Aq_sp_Aq349_02138,PF00675.21
Aq_sp_Aq349_02139,PF04229.15
Aq_sp_Aq349_02140,PF06445.16
Aq_sp_Aq349_02142,PF14329.7
Aq_sp_Aq349_02143,PF00149.29
Aq_sp_Aq349_02144,PF12833.8
Aq_sp_Aq349_02145,PF14268.7
Aq_sp_Aq349_02148,PF01494.20
Aq_sp_Aq349_02149,PF00027.30
Aq_sp_Aq349_02150,PF03306.14
Aq_sp_Aq349_02151,PF00583.26
Aq_sp_Aq349_02155,PF00795.23
Aq_sp_Aq349_02156,PF04397.16
Aq_sp_Aq349_02157,PF12680.8
Aq_sp_Aq349_02158,PF12867.8
Aq_sp_Aq349_02160,PF12833.8
Aq_sp_Aq349_02164,PF00027.30
Aq_sp_Aq349_02168,PF00291.26
Aq_sp_Aq349_02173,PF00155.22
Aq_sp_Aq349_02174,PF03807.18
Aq_sp_Aq349_02175,PF00291.26
Aq_sp_Aq349_02176,PF04389.18
Aq_sp_Aq349_02178,PF00491.22
Aq_sp_Aq349_02179,PF02558.17
Aq_sp_Aq349_02180,PF00561.21
Aq_sp_Aq349_02181,COG0664
Aq_sp_Aq349_02182,PF00144.25
Aq_sp_Aq349_02183,PF01965.25
Aq_sp_Aq349_02184,PF12833.8
Aq_sp_Aq349_02186,PF00196.20
Aq_sp_Aq349_02187,PF00561.21
Aq_sp_Aq349_02188,PF12893.8
Aq_sp_Aq349_02189,PF12833.8
Aq_sp_Aq349_02192,PF00583.26
Aq_sp_Aq349_02193,PF01925.20
Aq_sp_Aq349_02194,PF01433.21
Aq_sp_Aq349_02195,PF04389.18
Aq_sp_Aq349_02196,PF07366.13
Aq_sp_Aq349_02197,PF14135.7
Aq_sp_Aq349_02198,PF15890.6
Aq_sp_Aq349_02199,PF14322.7
Aq_sp_Aq349_02200,PF13715.7
Aq_sp_Aq349_02201,PF16344.6
Aq_sp_Aq349_02202,PF00196.20
Aq_sp_Aq349_02203,PF07690.17
Aq_sp_Aq349_02204,GCBM9
Aq_sp_Aq349_02205,PF02566.20
Aq_sp_Aq349_02206,PF01842.26
Aq_sp_Aq349_02207,PF05163.13
Aq_sp_Aq349_02208,PF12840.8
Aq_sp_Aq349_02209,PF00441.25
Aq_sp_Aq349_02210,PF02803.19
Aq_sp_Aq349_02211,PF00725.23
Aq_sp_Aq349_02212,PF13463.7
Aq_sp_Aq349_02213,PF00501.29
Aq_sp_Aq349_02214,PF00857.21
Aq_sp_Aq349_02215,PF02769.23
Aq_sp_Aq349_02218,PF13649.7
Aq_sp_Aq349_02219,PF02012.21
Aq_sp_Aq349_02222,PF04542.15
Aq_sp_Aq349_02223,PF00664.24
Aq_sp_Aq349_02224,PF02878.17
Aq_sp_Aq349_02225,GT2
Aq_sp_Aq349_02226,PF13858.7
Aq_sp_Aq349_02227,PF13858.7
Aq_sp_Aq349_02229,PF01197.19
Aq_sp_Aq349_02230,PF13562.7
Aq_sp_Aq349_02231,PF00496.23
Aq_sp_Aq349_02232,PF04055.22
Aq_sp_Aq349_02233,PF14542.7
Aq_sp_Aq349_02235,GH23
Aq_sp_Aq349_02236,PF01925.20
Aq_sp_Aq349_02237,PF00578.22
Aq_sp_Aq349_02238,PF17874.2
Aq_sp_Aq349_02240,PF02222.23
Aq_sp_Aq349_02241,PF13715.7
Aq_sp_Aq349_02242,PF05922.17
Aq_sp_Aq349_02244,PF13648.7
Aq_sp_Aq349_02245,PF03061.23
Aq_sp_Aq349_02247,PF00144.25
Aq_sp_Aq349_02248,PF02646.17
Aq_sp_Aq349_02249,PF04237.14
Aq_sp_Aq349_02251,PF13304.7
Aq_sp_Aq349_02252,PF12679.8
Aq_sp_Aq349_02253,PF03992.17
Aq_sp_Aq349_02254,PF01887.17
Aq_sp_Aq349_02255,PF13245.7
Aq_sp_Aq349_02256,PF01259.19
Aq_sp_Aq349_02258,PF02012.21
Aq_sp_Aq349_02260,PF01904.19
Aq_sp_Aq349_02262,PF00270.30
Aq_sp_Aq349_02263,PF00072.25
Aq_sp_Aq349_02264,PF02518.27
Aq_sp_Aq349_02265,PF03601.15
Aq_sp_Aq349_02266,PF00126.28
Aq_sp_Aq349_02268,PF06580.14
Aq_sp_Aq349_02269,PF04397.16
Aq_sp_Aq349_02270,PF13431.7
Aq_sp_Aq349_02271,PF00583.26
Aq_sp_Aq349_02272,PF02498.18
Aq_sp_Aq349_02274,PF12724.8
Aq_sp_Aq349_02275,PF14229.7
Aq_sp_Aq349_02276,PF04389.18
Aq_sp_Aq349_02277,GCE14
Aq_sp_Aq349_02278,PF00155.22
Aq_sp_Aq349_02279,PF02518.27
Aq_sp_Aq349_02280,PF10417.10
Aq_sp_Aq349_02281,PF00085.21
Aq_sp_Aq349_02283,PF00578.22
Aq_sp_Aq349_02284,PF01219.20
Aq_sp_Aq349_02285,PF12846.8
Aq_sp_Aq349_02286,PF03548.16
Aq_sp_Aq349_02287,PF03739.15
Aq_sp_Aq349_02288,PF00926.20
Aq_sp_Aq349_02289,PF00155.22
Aq_sp_Aq349_02290,PF00881.25
Aq_sp_Aq349_02291,PF03061.23
Aq_sp_Aq349_02292,PF01037.22
Aq_sp_Aq349_02293,PF00742.20
Aq_sp_Aq349_02294,PF00171.23
Aq_sp_Aq349_02295,PF01053.21
Aq_sp_Aq349_02296,PF02566.20
Aq_sp_Aq349_02297,PF05922.17
Aq_sp_Aq349_02298,PF05922.17
Aq_sp_Aq349_02299,PF03553.15
Aq_sp_Aq349_02300,PF02517.17
Aq_sp_Aq349_02301,PF01725.17
Aq_sp_Aq349_02302,PF13419.7
Aq_sp_Aq349_02303,PF10728.10
Aq_sp_Aq349_02304,PF03150.15
Aq_sp_Aq349_02305,PF01578.21
Aq_sp_Aq349_02306,PF07679.17
Aq_sp_Aq349_02307,PF03938.15
Aq_sp_Aq349_02313,PF01345.19
Aq_sp_Aq349_02315,PF00589.23
Aq_sp_Aq349_02317,PF15644.7
Aq_sp_Aq349_02318,PF07661.14
Aq_sp_Aq349_02322,PF00482.24
Aq_sp_Aq349_02324,PF00437.21
Aq_sp_Aq349_02325,PF00263.22
Aq_sp_Aq349_02326,PF05137.14
Aq_sp_Aq349_02330,PF12833.8
Aq_sp_Aq349_02332,COG3350
Aq_sp_Aq349_02333,PF03167.20
Aq_sp_Aq349_02334,PF08240.13
Aq_sp_Aq349_02335,PF02311.20
Aq_sp_Aq349_02336,PF00583.26
Aq_sp_Aq349_02337,PF00126.28
Aq_sp_Aq349_02338,PF07690.17
Aq_sp_Aq349_02339,PF00892.21
Aq_sp_Aq349_02340,PF04397.16
Aq_sp_Aq349_02342,PF00756.21
Aq_sp_Aq349_02344,PF00144.25
Aq_sp_Aq349_02345,PF04397.16
Aq_sp_Aq349_02346,PF01037.22
Aq_sp_Aq349_02347,PF17963.2
Aq_sp_Aq349_02348,PF01400.25
Aq_sp_Aq349_02349,PF01400.25
Aq_sp_Aq349_02351,PF00041.22
Aq_sp_Aq349_02352,PF19081.1
Aq_sp_Aq349_02353,PF18981.1
Aq_sp_Aq349_02354,PF00041.22
Aq_sp_Aq349_02358,PF01037.22
Aq_sp_Aq349_02361,PF00117.29
Aq_sp_Aq349_02362,PF00583.26
Aq_sp_Aq349_02364,PF12388.9
Aq_sp_Aq349_02367,PF14224.7
Aq_sp_Aq349_02368,PF14224.7
Aq_sp_Aq349_02369,PF12895.8
Aq_sp_Aq349_02370,PF13715.7
Aq_sp_Aq349_02371,PF10099.10
Aq_sp_Aq349_02372,PF07638.12
Aq_sp_Aq349_02373,PF13648.7
Aq_sp_Aq349_02374,PF00028.18
Aq_sp_Aq349_02375,PF00041.22
Aq_sp_Aq349_02376,PF17963.2
Aq_sp_Aq349_02377,PF17963.2
Aq_sp_Aq349_02378,PF13585.7
Aq_sp_Aq349_02381,PF18096.2
Aq_sp_Aq349_02382,PF01594.17
Aq_sp_Aq349_02383,PF00588.20
Aq_sp_Aq349_02384,PF13709.7
Aq_sp_Aq349_02385,PF06764.12
Aq_sp_Aq349_02386,PF05163.13
Aq_sp_Aq349_02387,PF04542.15
Aq_sp_Aq349_02388,PF04116.14
Aq_sp_Aq349_02389,PF12867.8
Aq_sp_Aq349_02390,PF03653.14
Aq_sp_Aq349_02391,PF08818.12
Aq_sp_Aq349_02392,PF13715.7
Aq_sp_Aq349_02394,PF13449.7
Aq_sp_Aq349_02395,PF18962.1
Aq_sp_Aq349_02396,PF04452.15
Aq_sp_Aq349_02397,PF02543.16
