row_0,COG,CAZyme,KO,Pfam
Aq_sp_Aq349_01206,COG0489,,,PF13614.7
Aq_sp_Aq349_01207,COG0694,,,PF01106.18
Aq_sp_Aq349_01208,,,,PF01757.23
Aq_sp_Aq349_01209,COG4753,,,PF12833.8
Aq_sp_Aq349_01210,,,,PF12850.8
Aq_sp_Aq349_01211,COG0767,,K02066,PF02405.17
Aq_sp_Aq349_01212,COG1127,,,PF13304.7
Aq_sp_Aq349_01213,COG1463,,,PF02470.21
Aq_sp_Aq349_01216,COG1136,,K09810,PF00005.28
Aq_sp_Aq349_01217,COG4591,,K09808,PF02687.22
Aq_sp_Aq349_01218,COG0845,,,PF00529.21
Aq_sp_Aq349_01219,COG1544,,,PF02482.20
Aq_sp_Aq349_01220,,,K20138,PF01400.25
Aq_sp_Aq349_01221,COG0162,,K01866,PF00579.26
Aq_sp_Aq349_01223,COG2454,,,PF04256.13
Aq_sp_Aq349_01225,COG0667,,,PF00248.22
Aq_sp_Aq349_01226,COG1066,,K04485,PF00004.30
Aq_sp_Aq349_01227,COG2819,,,PF00756.21
Aq_sp_Aq349_01228,COG0392,,,PF03706.14
Aq_sp_Aq349_01229,COG0853,,K01579,PF02261.17
Aq_sp_Aq349_01230,COG0414,,K01918,PF02569.16
Aq_sp_Aq349_01231,COG0297,GT5,K00703,PF08323.12
Aq_sp_Aq349_01232,,,,PF14092.7
Aq_sp_Aq349_01233,COG0449,,K00820,PF13230.7
Aq_sp_Aq349_01234,COG1629,,,PF13715.7
Aq_sp_Aq349_01235,,,,PF13472.7
Aq_sp_Aq349_01236,COG3000,,,PF04116.14
Aq_sp_Aq349_01237,COG0055,,K02112,PF00006.26
Aq_sp_Aq349_01238,COG0355,,,PF02823.17
Aq_sp_Aq349_01239,COG3279,,,PF04397.16
Aq_sp_Aq349_01240,COG2267,,,PF00561.21
Aq_sp_Aq349_01241,COG1506,,,PF00326.22
Aq_sp_Aq349_01242,,,,PF00583.26
Aq_sp_Aq349_01243,COG3975,,,PF13180.7
Aq_sp_Aq349_01244,COG1408,,,PF00149.29
Aq_sp_Aq349_01245,,,,PF11188.9
Aq_sp_Aq349_01246,,,,PF11188.9
Aq_sp_Aq349_01247,COG4946,,K08676,PF00930.22
Aq_sp_Aq349_01248,COG0156,,,PF00155.22
Aq_sp_Aq349_01249,,,,PF09413.11
Aq_sp_Aq349_01250,COG0132,,K01935,PF13500.7
Aq_sp_Aq349_01251,COG0161,,,PF00202.22
Aq_sp_Aq349_01254,,,,PF08695.11
Aq_sp_Aq349_01255,COG0304,,K09458,PF00109.27
Aq_sp_Aq349_01256,COG0596,,,PF00561.21
Aq_sp_Aq349_01257,COG0502,,K01012,PF06968.14
Aq_sp_Aq349_01258,,,,PF13621.7
Aq_sp_Aq349_01260,COG0793,,,PF03572.19
Aq_sp_Aq349_01261,COG2137,,,PF02631.17
Aq_sp_Aq349_01263,,,,PF07884.15
Aq_sp_Aq349_01266,,,,PF10439.10
Aq_sp_Aq349_01269,COG2274,,,PF13401.7
Aq_sp_Aq349_01270,,,,PF13533.7
Aq_sp_Aq349_01271,,,,PF04738.14
Aq_sp_Aq349_01272,,,,PF14028.7
Aq_sp_Aq349_01273,COG2207,,,PF12833.8
Aq_sp_Aq349_01274,,,,PF05593.15
Aq_sp_Aq349_01275,COG1530,,K08301,PF10150.10
Aq_sp_Aq349_01276,COG0776,,K03530,PF00216.22
Aq_sp_Aq349_01277,COG1194,,,PF00633.24
Aq_sp_Aq349_01278,COG0629,,,PF00436.26
Aq_sp_Aq349_01279,COG1253,,,PF00571.29
Aq_sp_Aq349_01281,COG0697,,,PF00892.21
Aq_sp_Aq349_01282,,,,PF13858.7
Aq_sp_Aq349_01283,COG0261,,,PF07498.13
Aq_sp_Aq349_01284,COG0211,,K02899,PF01016.20
Aq_sp_Aq349_01287,COG0499,,K01251,PF02826.20
Aq_sp_Aq349_01288,COG2091,,,PF01648.21
Aq_sp_Aq349_01290,COG3201,,K03811,PF04973.13
Aq_sp_Aq349_01291,COG3172,,,PF13521.7
Aq_sp_Aq349_01292,,,,PF14134.7
Aq_sp_Aq349_01293,COG1186,,K15034,PF00472.21
Aq_sp_Aq349_01295,COG2204,,K07713,PF00004.30
Aq_sp_Aq349_01296,COG0642,,,PF02518.27
Aq_sp_Aq349_01297,COG1629,,,PF07715.16
Aq_sp_Aq349_01298,COG0422,,K03147,PF13667.7
Aq_sp_Aq349_01299,COG0352,,,
Aq_sp_Aq349_01300,COG0351,,K00941,PF08543.13
Aq_sp_Aq349_01301,COG0352,,K00788,PF02581.18
Aq_sp_Aq349_01302,COG2022,,K03149,PF00977.22
Aq_sp_Aq349_01303,COG1060,,K03150,PF06968.14
Aq_sp_Aq349_01306,COG0782,,K03624,PF01272.20
Aq_sp_Aq349_01307,COG0537,,,PF11969.9
Aq_sp_Aq349_01308,COG0824,,,PF03061.23
Aq_sp_Aq349_01309,COG0642,,,PF02518.27
Aq_sp_Aq349_01310,COG1853,,,PF01613.19
Aq_sp_Aq349_01311,,,,PF11325.9
Aq_sp_Aq349_01312,COG2360,,K00684,PF03588.15
Aq_sp_Aq349_01313,COG0035,,K00761,PF00156.28
Aq_sp_Aq349_01314,COG3602,,,PF10000.10
Aq_sp_Aq349_01315,COG2818,,K01246,PF03352.14
Aq_sp_Aq349_01316,COG4886,,,PF00560.34
Aq_sp_Aq349_01317,COG3831,,,PF05406.16
Aq_sp_Aq349_01318,,,,PF14595.7
Aq_sp_Aq349_01321,COG0130,,K03177,PF16198.6
Aq_sp_Aq349_01322,COG1968,,K06153,PF02673.19
Aq_sp_Aq349_01323,,,,PF11297.9
Aq_sp_Aq349_01325,COG2340,,,PF00188.27
Aq_sp_Aq349_01326,COG0682,,K13292,PF01790.19
Aq_sp_Aq349_01327,COG2177,,,PF09972.10
Aq_sp_Aq349_01328,,,,PF00388.20
Aq_sp_Aq349_01329,,,,PF01289.20
Aq_sp_Aq349_01330,COG1893,,K00077,PF02558.17
Aq_sp_Aq349_01331,COG0495,,,PF08264.14
Aq_sp_Aq349_01332,COG0686,,,PF02826.20
Aq_sp_Aq349_01333,COG2738,,,PF04298.13
Aq_sp_Aq349_01334,COG1522,,K03718,PF01037.22
Aq_sp_Aq349_01335,COG1748,,,PF16653.6
Aq_sp_Aq349_01336,COG2363,,,PF04241.16
Aq_sp_Aq349_01337,COG1866,,K01610,PF01293.21
Aq_sp_Aq349_01338,COG1587,,,PF02602.16
Aq_sp_Aq349_01339,,,,PF14093.7
Aq_sp_Aq349_01340,COG0463,GT2,K00721,PF00535.27
Aq_sp_Aq349_01341,COG0044,,K01466,PF01979.21
Aq_sp_Aq349_01342,,,,PF14129.7
Aq_sp_Aq349_01343,COG0451,,,PF01073.20
Aq_sp_Aq349_01345,COG4995,,,PF12770.8
Aq_sp_Aq349_01348,COG1360,,,PF00691.21
Aq_sp_Aq349_01349,COG0708,,K01142,PF03372.24
Aq_sp_Aq349_01351,,,,PF07705.12
Aq_sp_Aq349_01352,COG0423,,K01880,PF03129.21
Aq_sp_Aq349_01354,COG1040,,,PF00156.28
Aq_sp_Aq349_01355,,,,PF13205.7
Aq_sp_Aq349_01356,COG0388,,K13566,PF00795.23
Aq_sp_Aq349_01358,COG0060,,K01870,PF08264.14
Aq_sp_Aq349_01359,COG1734,,,PF01258.18
Aq_sp_Aq349_01360,COG1595,,,PF04542.15
Aq_sp_Aq349_01361,,,,PF13646.7
Aq_sp_Aq349_01362,,,,PF13349.7
Aq_sp_Aq349_01364,COG0597,,,PF01252.19
Aq_sp_Aq349_01365,COG0784,,,PF00072.25
Aq_sp_Aq349_01366,COG0212,,K01934,PF01812.21
Aq_sp_Aq349_01367,COG3608,,,PF04952.15
Aq_sp_Aq349_01368,COG0189,,K05844,PF02655.15
Aq_sp_Aq349_01369,COG4067,,,PF05618.12
Aq_sp_Aq349_01370,COG0322,,K03703,PF01541.25
Aq_sp_Aq349_01371,COG1752,,,PF19143.1
Aq_sp_Aq349_01372,COG3508,,,PF04209.14
Aq_sp_Aq349_01373,COG3185,,K00457,PF00903.26
Aq_sp_Aq349_01374,COG0179,,,PF01557.19
Aq_sp_Aq349_01375,,,,PF11306.9
Aq_sp_Aq349_01376,COG3483,,,PF03301.14
Aq_sp_Aq349_01377,COG0739,,K19304,PF01551.23
Aq_sp_Aq349_01378,COG0166,,K01810,PF00342.20
Aq_sp_Aq349_01379,COG4771,,,PF13715.7
Aq_sp_Aq349_01380,COG1858,,K00428,PF03150.15
Aq_sp_Aq349_01382,COG0432,,,PF01894.18
Aq_sp_Aq349_01383,COG0561,,K07757,PF00702.27
Aq_sp_Aq349_01385,COG0481,,K03596,PF00679.25
Aq_sp_Aq349_01386,COG0042,,K05540,PF01207.18
Aq_sp_Aq349_01387,COG4591,,K09808,PF12704.8
Aq_sp_Aq349_01388,COG0858,,K02834,PF02033.19
Aq_sp_Aq349_01389,COG0346,,K05606,PF00903.26
Aq_sp_Aq349_01390,COG2207,,,PF12833.8
Aq_sp_Aq349_01391,COG0697,,,PF00892.21
Aq_sp_Aq349_01393,COG5516,,,PF07336.12
Aq_sp_Aq349_01394,COG0251,,K09022,PF01042.22
Aq_sp_Aq349_01395,COG3971,,K02554,
Aq_sp_Aq349_01396,COG0384,,,PF02567.17
Aq_sp_Aq349_01397,COG0384,,,PF02567.17
Aq_sp_Aq349_01398,COG0251,,K09022,PF01042.22
Aq_sp_Aq349_01399,COG2309,,,PF02073.16
Aq_sp_Aq349_01400,COG0307,,K00793,PF00677.18
Aq_sp_Aq349_01401,COG1995,,K22024,PF04166.13
Aq_sp_Aq349_01402,COG1399,,,PF02620.18
Aq_sp_Aq349_01403,COG0332,,K00648,PF08545.11
Aq_sp_Aq349_01404,COG0511,,K02160,PF00364.23
Aq_sp_Aq349_01405,COG0439,,K01961,PF02222.23
Aq_sp_Aq349_01406,COG0665,,,PF01266.25
Aq_sp_Aq349_01407,COG0744,GT51,K03814,PF00912.23
Aq_sp_Aq349_01409,COG0596,,,PF00561.21
Aq_sp_Aq349_01410,COG0608,,K07462,PF01368.21
Aq_sp_Aq349_01411,COG2128,,,PF02627.21
Aq_sp_Aq349_01412,COG2197,,K07692,PF00196.20
Aq_sp_Aq349_01413,COG4585,,,PF02518.27
Aq_sp_Aq349_01416,,,,PF13398.7
Aq_sp_Aq349_01417,COG0313,,K07056,PF00590.21
Aq_sp_Aq349_01418,,,,PF13564.7
Aq_sp_Aq349_01420,COG1435,,K00857,PF00265.19
Aq_sp_Aq349_01421,COG0787,,K01775,PF00842.22
Aq_sp_Aq349_01422,COG1970,,K03282,PF01741.19
Aq_sp_Aq349_01423,COG0136,,K00133,PF01118.25
Aq_sp_Aq349_01424,,,,PF00246.25
Aq_sp_Aq349_01425,,,,PF07681.13
Aq_sp_Aq349_01426,COG1505,,,PF00326.22
Aq_sp_Aq349_01427,COG2207,,,PF12833.8
Aq_sp_Aq349_01430,COG3842,,K02010,PF13304.7
Aq_sp_Aq349_01431,COG2908,,K03269,PF00149.29
Aq_sp_Aq349_01432,COG0720,,,PF01242.20
Aq_sp_Aq349_01433,COG1024,,K01715,PF00378.21
Aq_sp_Aq349_01434,COG0534,,K03327,PF01554.19
Aq_sp_Aq349_01435,COG0456,,,PF00583.26
Aq_sp_Aq349_01436,COG0589,,,PF00582.27
Aq_sp_Aq349_01437,,GH89,,PF05089.13
Aq_sp_Aq349_01438,,,,PF01839.24
Aq_sp_Aq349_01439,,,,PF14322.7
Aq_sp_Aq349_01440,COG1629,,,PF13715.7
Aq_sp_Aq349_01441,COG2188,,,PF00392.22
Aq_sp_Aq349_01442,COG2017,,K01785,PF01263.21
Aq_sp_Aq349_01443,COG3408,GH63,K03931,PF17389.3
Aq_sp_Aq349_01444,COG0160,,,PF00202.22
Aq_sp_Aq349_01445,COG3250,GH2,,PF02929.18
Aq_sp_Aq349_01446,COG4146,,K03307,PF00474.18
Aq_sp_Aq349_01447,COG0153,,K00849,PF10509.10
Aq_sp_Aq349_01448,,,,PF14534.7
Aq_sp_Aq349_01449,COG1085,,K00965,PF01087.23
Aq_sp_Aq349_01450,COG0642,,,PF02518.27
Aq_sp_Aq349_01451,,,,PF14088.7
Aq_sp_Aq349_01452,,,,PF02535.23
Aq_sp_Aq349_01453,COG2227,,,PF02353.21
Aq_sp_Aq349_01454,COG0116,,K07444,PF02926.18
Aq_sp_Aq349_01455,COG0735,,,PF01475.20
Aq_sp_Aq349_01456,COG4447,,,PF02012.21
Aq_sp_Aq349_01457,COG0405,,K00681,PF01019.22
Aq_sp_Aq349_01461,COG2265,,K03215,PF13649.7
Aq_sp_Aq349_01462,COG1595,,K03088,PF04542.15
Aq_sp_Aq349_01464,COG4992,,K00819,PF00202.22
Aq_sp_Aq349_01465,,,,PF13828.7
Aq_sp_Aq349_01466,,,,PF13828.7
Aq_sp_Aq349_01467,,,,PF10825.9
Aq_sp_Aq349_01471,COG1104,,K04487,PF00266.20
Aq_sp_Aq349_01472,COG1629,,,PF13715.7
Aq_sp_Aq349_01473,COG0739,,,PF01551.23
Aq_sp_Aq349_01474,,,K23072,
Aq_sp_Aq349_01475,COG0562,,K01854,PF01593.25
Aq_sp_Aq349_01477,,,,PF05164.14
Aq_sp_Aq349_01478,COG1418,,K18682,PF01966.23
Aq_sp_Aq349_01480,COG0542,,K03696,PF00004.30
Aq_sp_Aq349_01481,COG0188,,K02469,PF03989.14
Aq_sp_Aq349_01482,COG4783,,,PF00515.29
Aq_sp_Aq349_01483,COG0072,,K01890,PF03483.18
Aq_sp_Aq349_01486,COG1225,,,PF00578.22
Aq_sp_Aq349_01487,COG0457,,,PF11138.9
Aq_sp_Aq349_01488,COG2311,,,PF01757.23
Aq_sp_Aq349_01489,COG2207,,,PF14526.7
Aq_sp_Aq349_01491,,,,PF13505.7
Aq_sp_Aq349_01492,COG0280,,K13788,PF13500.7
Aq_sp_Aq349_01493,COG0282,,K00925,PF00871.18
Aq_sp_Aq349_01495,COG3797,,,PF08002.12
Aq_sp_Aq349_01497,COG1680,,,PF00144.25
Aq_sp_Aq349_01498,COG1846,,,
Aq_sp_Aq349_01500,COG0491,,,PF00753.28
Aq_sp_Aq349_01501,COG3193,,,PF03928.15
Aq_sp_Aq349_01502,COG2207,,,PF12833.8
Aq_sp_Aq349_01503,,,,PF12867.8
Aq_sp_Aq349_01504,,,,PF03198.15
Aq_sp_Aq349_01505,COG2207,,,PF14526.7
Aq_sp_Aq349_01506,,,,PF03572.19
Aq_sp_Aq349_01507,COG3275,,,PF06580.14
Aq_sp_Aq349_01508,COG3279,,K02477,PF04397.16
Aq_sp_Aq349_01510,COG2356,,,PF04231.14
Aq_sp_Aq349_01512,COG0596,,,PF00561.21
Aq_sp_Aq349_01513,COG0584,,K01126,PF03009.18
Aq_sp_Aq349_01514,COG1280,,K11250,PF01810.19
Aq_sp_Aq349_01515,COG0456,,,PF00583.26
Aq_sp_Aq349_01517,COG1200,,K03655,PF00270.30
Aq_sp_Aq349_01518,COG0308,,,PF01433.21
Aq_sp_Aq349_01519,COG4667,,,PF01734.23
Aq_sp_Aq349_01520,,,,PF01734.23
Aq_sp_Aq349_01523,COG0265,,,PF00089.27
Aq_sp_Aq349_01524,COG0069,,,PF01645.18
Aq_sp_Aq349_01525,COG1473,,K21613,PF07687.15
Aq_sp_Aq349_01526,COG1416,,,PF02635.16
Aq_sp_Aq349_01527,COG3291,,,PF19081.1
Aq_sp_Aq349_01529,COG0210,,,PF13245.7
Aq_sp_Aq349_01530,COG0009,,,PF01300.19
Aq_sp_Aq349_01531,COG5285,,,PF05721.14
Aq_sp_Aq349_01532,COG2207,,,PF02311.20
Aq_sp_Aq349_01533,,,K17831,PF18417.2
Aq_sp_Aq349_01534,COG0644,,,PF01494.20
Aq_sp_Aq349_01535,COG1360,,,PF00691.21
Aq_sp_Aq349_01536,COG1216,GT2,K16870,PF00535.27
Aq_sp_Aq349_01537,,,,PF04313.15
Aq_sp_Aq349_01538,COG1466,,K02340,PF06144.14
Aq_sp_Aq349_01539,COG1028,,,PF00106.26
Aq_sp_Aq349_01540,COG1522,,K03719,PF01037.22
Aq_sp_Aq349_01541,COG0626,,K01761,PF00155.22
Aq_sp_Aq349_01542,COG3279,,,PF04397.16
Aq_sp_Aq349_01543,COG2312,,,PF05139.15
Aq_sp_Aq349_01544,,,,PF00112.24
Aq_sp_Aq349_01545,,,,PF10604.10
Aq_sp_Aq349_01546,,,,PF09917.10
Aq_sp_Aq349_01547,,,,PF18962.1
Aq_sp_Aq349_01548,COG0114,,K01679,PF10415.10
Aq_sp_Aq349_01549,,,,PF14127.7
Aq_sp_Aq349_01550,COG1363,,,PF01546.29
Aq_sp_Aq349_01551,COG0365,,K01895,PF16177.6
Aq_sp_Aq349_01552,COG0745,,K07668,PF00072.25
Aq_sp_Aq349_01553,COG0591,,,PF02518.27
Aq_sp_Aq349_01554,COG4147,,K14393,PF00474.18
Aq_sp_Aq349_01556,COG3677,,,PF13384.7
Aq_sp_Aq349_01557,COG1443,,K01823,PF00293.29
Aq_sp_Aq349_01558,COG0783,,K04047,PF00210.25
Aq_sp_Aq349_01560,COG1404,,,PF00041.22
Aq_sp_Aq349_01562,COG1404,,,PF00082.23
Aq_sp_Aq349_01563,,,,PF03903.14
Aq_sp_Aq349_01566,COG2831,,,PF00149.29
Aq_sp_Aq349_01567,,,,PF18967.1
Aq_sp_Aq349_01569,COG0526,,,PF00578.22
Aq_sp_Aq349_01570,COG0705,,,PF01694.23
Aq_sp_Aq349_01571,COG1560,,,PF03279.14
Aq_sp_Aq349_01572,COG1560,,K02517,PF03279.14
Aq_sp_Aq349_01573,COG1560,,,PF03279.14
Aq_sp_Aq349_01575,COG1109,,,PF02878.17
Aq_sp_Aq349_01576,COG3124,,K08682,PF04336.13
Aq_sp_Aq349_01577,COG0405,,K00681,PF01019.22
Aq_sp_Aq349_01578,COG4912,,,PF08713.12
Aq_sp_Aq349_01579,,,,PF10988.9
Aq_sp_Aq349_01580,COG0443,,K04043,PF14450.7
Aq_sp_Aq349_01581,COG1760,,K01752,PF03313.16
Aq_sp_Aq349_01582,,,,PF12893.8
Aq_sp_Aq349_01583,COG0413,,K00606,PF02548.16
Aq_sp_Aq349_01584,COG0564,,K06179,PF00849.23
Aq_sp_Aq349_01585,COG0697,,,PF00892.21
Aq_sp_Aq349_01586,,,,PF13585.7
Aq_sp_Aq349_01588,COG0119,,K01649,PF00682.20
Aq_sp_Aq349_01589,COG0065,,K01703,PF00330.21
Aq_sp_Aq349_01590,COG0066,,K01704,PF00694.20
Aq_sp_Aq349_01591,COG0473,,,PF00180.21
Aq_sp_Aq349_01592,COG3291,,,PF00041.22
Aq_sp_Aq349_01593,,,,PF07313.13
Aq_sp_Aq349_01595,COG0456,,,PF00583.26
Aq_sp_Aq349_01597,,,,PF14054.7
Aq_sp_Aq349_01598,COG1629,,,PF13715.7
Aq_sp_Aq349_01599,COG3712,,,PF16344.6
Aq_sp_Aq349_01600,,,,PF14054.7
Aq_sp_Aq349_01601,COG4771,,,PF13715.7
Aq_sp_Aq349_01602,COG1595,,K03088,PF00196.20
Aq_sp_Aq349_01603,,,,PF13505.7
Aq_sp_Aq349_01604,,,,PF00440.24
Aq_sp_Aq349_01605,COG4447,,,PF18962.1
Aq_sp_Aq349_01607,COG0488,,,PF13304.7
Aq_sp_Aq349_01609,COG0176,,K00616,PF00923.20
Aq_sp_Aq349_01610,COG1028,,K17754,PF00106.26
Aq_sp_Aq349_01611,COG3823,,,PF05096.13
Aq_sp_Aq349_01612,COG0513,,,PF03880.16
Aq_sp_Aq349_01613,,,,PF13715.7
Aq_sp_Aq349_01614,COG3324,,,PF00903.26
Aq_sp_Aq349_01615,COG0566,,,PF00588.20
Aq_sp_Aq349_01616,COG0668,,K03442,PF00924.19
Aq_sp_Aq349_01617,COG2885,,,PF13715.7
Aq_sp_Aq349_01618,,,,PF00041.22
Aq_sp_Aq349_01619,COG3291,,,PF00801.21
Aq_sp_Aq349_01620,,,,PF18962.1
Aq_sp_Aq349_01621,COG3401,,,PF00041.22
Aq_sp_Aq349_01624,COG0124,,K01892,PF03129.21
Aq_sp_Aq349_01625,COG0577,,,PF02687.22
Aq_sp_Aq349_01627,COG0624,,,PF07687.15
Aq_sp_Aq349_01628,COG1629,,,PF13715.7
Aq_sp_Aq349_01629,COG0359,,K02939,PF03948.15
Aq_sp_Aq349_01630,COG0238,,,PF01084.21
Aq_sp_Aq349_01631,COG0360,,K02990,PF01250.18
Aq_sp_Aq349_01632,COG3279,,K11641,PF04397.16
Aq_sp_Aq349_01633,COG1198,,,PF00270.30
Aq_sp_Aq349_01634,,,,PF16036.6
Aq_sp_Aq349_01635,COG4731,,,PF09917.10
Aq_sp_Aq349_01636,,,,PF16036.6
Aq_sp_Aq349_01637,,,,PF16036.6
Aq_sp_Aq349_01638,COG1295,,,PF03631.16
Aq_sp_Aq349_01639,COG0157,,K00767,PF01729.20
Aq_sp_Aq349_01640,COG1576,,,PF02590.18
Aq_sp_Aq349_01644,COG0745,,K10682,PF00072.25
Aq_sp_Aq349_01645,COG0642,,,PF02518.27
Aq_sp_Aq349_01646,,,,PF01040.19
Aq_sp_Aq349_01647,COG0424,,K06287,PF02545.15
Aq_sp_Aq349_01649,COG2154,,K01724,PF01329.20
Aq_sp_Aq349_01650,COG0217,,,PF01709.21
Aq_sp_Aq349_01653,COG0204,,,PF01553.22
Aq_sp_Aq349_01654,COG1212,,,PF02348.20
Aq_sp_Aq349_01655,COG0507,,,PF13245.7
Aq_sp_Aq349_01657,,,,PF12864.8
Aq_sp_Aq349_01658,COG0742,,K08316,PF03602.16
Aq_sp_Aq349_01660,COG4989,,,PF00248.22
Aq_sp_Aq349_01661,COG1472,GH3,,PF00144.25
Aq_sp_Aq349_01663,COG0247,,,PF02754.17
Aq_sp_Aq349_01665,COG0247,,,PF00037.28
Aq_sp_Aq349_01666,COG1463,,,PF02470.21
Aq_sp_Aq349_01667,COG0860,,,PF01520.19
Aq_sp_Aq349_01668,COG1452,,,
Aq_sp_Aq349_01669,COG0251,,K09022,PF01042.22
Aq_sp_Aq349_01670,COG0633,,,PF00111.28
Aq_sp_Aq349_01671,COG1917,,,PF07883.12
Aq_sp_Aq349_01672,COG0793,,,PF03572.19
Aq_sp_Aq349_01677,COG1714,,,PF06271.13
Aq_sp_Aq349_01678,COG2207,,,PF12833.8
Aq_sp_Aq349_01679,COG2003,,K03630,PF04002.16
Aq_sp_Aq349_01681,,,,PF05593.15
Aq_sp_Aq349_01682,COG1832,,,PF13380.7
Aq_sp_Aq349_01683,COG0591,,,PF00474.18
Aq_sp_Aq349_01684,COG1136,,K02003,PF13304.7
Aq_sp_Aq349_01685,COG2202,,,PF00989.26
Aq_sp_Aq349_01687,COG0488,,K06020,PF13304.7
Aq_sp_Aq349_01689,COG0815,,,PF00795.23
Aq_sp_Aq349_01690,COG1183,,,PF01066.22
Aq_sp_Aq349_01691,COG1137,,K06861,PF00005.28
Aq_sp_Aq349_01692,COG0599,,,PF02627.21
Aq_sp_Aq349_01693,COG0805,,K03118,PF00902.19
Aq_sp_Aq349_01694,COG0794,,K06041,PF00571.29
Aq_sp_Aq349_01695,COG0514,,K03654,PF00270.30
Aq_sp_Aq349_01696,COG0652,,,PF00254.29
Aq_sp_Aq349_01698,,,,PF12867.8
Aq_sp_Aq349_01699,COG0456,,,PF00583.26
Aq_sp_Aq349_01700,,,,PF00578.22
Aq_sp_Aq349_01701,,,,PF00246.25
Aq_sp_Aq349_01702,,,,PF11680.9
Aq_sp_Aq349_01703,COG1132,,K18889,PF00664.24
Aq_sp_Aq349_01704,COG0334,,,PF00208.22
Aq_sp_Aq349_01705,COG0781,,,PF01029.19
Aq_sp_Aq349_01706,,,,PF07610.12
Aq_sp_Aq349_01707,COG1862,,,PF02699.16
Aq_sp_Aq349_01709,COG2195,,K01258,PF07687.15
Aq_sp_Aq349_01710,COG0167,,K00254,PF01180.22
Aq_sp_Aq349_01711,COG1280,,K05834,PF01810.19
Aq_sp_Aq349_01712,COG2207,,,PF12833.8
Aq_sp_Aq349_01715,COG3401,,,PF00041.22
Aq_sp_Aq349_01716,,,,PF18962.1
Aq_sp_Aq349_01717,COG3291,,,PF18981.1
Aq_sp_Aq349_01718,,,,PF00041.22
Aq_sp_Aq349_01723,,,,PF00041.22
Aq_sp_Aq349_01725,,,,PF05593.15
Aq_sp_Aq349_01726,,,,PF11617.9
Aq_sp_Aq349_01730,COG3386,,,PF01731.21
Aq_sp_Aq349_01731,,,,PF06460.13
Aq_sp_Aq349_01732,,,,PF03797.20
Aq_sp_Aq349_01735,,,,PF01344.26
Aq_sp_Aq349_01736,COG0642,,,PF02518.27
Aq_sp_Aq349_01737,COG0119,,K01640,PF00682.20
Aq_sp_Aq349_01738,,,,PF16148.6
Aq_sp_Aq349_01739,,,,PF09375.11
Aq_sp_Aq349_01740,,,,PF05090.15
Aq_sp_Aq349_01741,COG4772,,,PF13715.7
Aq_sp_Aq349_01742,,,,PF00989.26
Aq_sp_Aq349_01743,,,,PF00520.32
Aq_sp_Aq349_01744,COG4326,,,PF07070.12
Aq_sp_Aq349_01745,COG1528,,K02217,PF00210.25
Aq_sp_Aq349_01746,COG2143,,K01829,PF13098.7
Aq_sp_Aq349_01747,COG1477,,K03734,PF02424.16
Aq_sp_Aq349_01748,,,,PF14086.7
Aq_sp_Aq349_01749,,,,PF12094.9
Aq_sp_Aq349_01750,COG0350,,K10778,PF01035.21
Aq_sp_Aq349_01751,,,,PF06718.12
Aq_sp_Aq349_01754,COG3795,,,PF03795.15
Aq_sp_Aq349_01755,COG3795,,,PF03795.15
Aq_sp_Aq349_01756,COG4941,,,PF04542.15
Aq_sp_Aq349_01757,COG5373,,,PF10101.10
Aq_sp_Aq349_01758,,,,PF13163.7
Aq_sp_Aq349_01761,,,,PF12893.8
Aq_sp_Aq349_01762,COG0793,,,PF03572.19
Aq_sp_Aq349_01763,COG3279,,K07705,PF04397.16
Aq_sp_Aq349_01764,COG3275,,,PF06580.14
Aq_sp_Aq349_01765,COG0563,,,PF13238.7
Aq_sp_Aq349_01767,,,,PF18962.1
Aq_sp_Aq349_01769,,,,PF01569.22
Aq_sp_Aq349_01770,COG0516,,K00088,PF00571.29
Aq_sp_Aq349_01772,,,,PF12895.8
Aq_sp_Aq349_01773,COG2825,,,PF03938.15
Aq_sp_Aq349_01776,COG0760,,,PF00639.22
Aq_sp_Aq349_01777,,,,PF13145.7
Aq_sp_Aq349_01778,COG0760,,,PF00639.22
Aq_sp_Aq349_01779,COG0714,,,PF07726.12
Aq_sp_Aq349_01781,COG1048,,K01681,PF00330.21
Aq_sp_Aq349_01782,COG1051,,,PF00293.29
Aq_sp_Aq349_01783,COG0462,,,PF00156.28
Aq_sp_Aq349_01784,,,,PF15891.6
Aq_sp_Aq349_01785,,,,PF14124.7
Aq_sp_Aq349_01786,COG2110,,,PF01661.22
Aq_sp_Aq349_01787,COG1859,,K07559,PF01885.17
Aq_sp_Aq349_01788,COG2908,,,PF00149.29
Aq_sp_Aq349_01789,COG1488,,,PF18127.2
Aq_sp_Aq349_01790,COG0664,,K21561,PF00027.30
Aq_sp_Aq349_01791,,,,PF10099.10
Aq_sp_Aq349_01792,COG0526,,,PF00578.22
Aq_sp_Aq349_01793,,,,PF04116.14
Aq_sp_Aq349_01794,COG1562,,K02291,PF00494.20
Aq_sp_Aq349_01795,COG1233,,,PF01593.25
Aq_sp_Aq349_01796,COG0789,,,PF02607.18
Aq_sp_Aq349_01797,COG1595,,,PF00196.20
Aq_sp_Aq349_01798,COG3712,,,PF16220.6
Aq_sp_Aq349_01799,COG1629,,,PF13715.7
Aq_sp_Aq349_01800,COG0739,,,PF01551.23
