row_0,COG,CAZyme,KO,Pfam
Aq_sp_Aq135_01226,COG0463,,,PF00535.27
Aq_sp_Aq135_01227,COG0438,GT4,K19424,PF00534.21
Aq_sp_Aq135_01228,COG1541,,,
Aq_sp_Aq135_01229,COG0438,GT4,K19424,PF00534.21
Aq_sp_Aq135_01230,COG0367,,K01953,PF00733.22
Aq_sp_Aq135_01231,COG1696,,,PF03062.20
Aq_sp_Aq135_01233,COG1696,,K19294,PF03062.20
Aq_sp_Aq135_01235,COG3420,,,PF13229.7
Aq_sp_Aq135_01236,COG0438,GT4,K15914,PF00534.21
Aq_sp_Aq135_01237,,,,PF14397.7
Aq_sp_Aq135_01238,COG1541,,,
Aq_sp_Aq135_01239,COG2148,,K15915,PF02397.17
Aq_sp_Aq135_01241,COG1020,,,PF00501.29
Aq_sp_Aq135_01242,COG0236,,,PF00550.26
Aq_sp_Aq135_01243,COG1045,,K19429,PF00132.25
Aq_sp_Aq135_01244,COG2148,,K15915,PF02397.17
Aq_sp_Aq135_01245,COG0110,,,PF00132.25
Aq_sp_Aq135_01246,,,,PF13480.8
Aq_sp_Aq135_01247,,,,PF13480.8
Aq_sp_Aq135_01249,COG1696,,K19294,PF03062.20
Aq_sp_Aq135_01250,COG0399,,K19430,PF00155.22
Aq_sp_Aq135_01251,COG1086,,K15912,PF01073.20
Aq_sp_Aq135_01252,COG1596,,,PF02563.17
Aq_sp_Aq135_01253,COG0489,,,PF13614.7
Aq_sp_Aq135_01254,COG4464,,K01104,
Aq_sp_Aq135_01255,,,,PF10988.9
Aq_sp_Aq135_01258,COG1595,,K03088,PF04542.15
Aq_sp_Aq135_01259,COG0466,,,PF00004.30
Aq_sp_Aq135_01260,COG3743,,,
Aq_sp_Aq135_01261,COG2885,,,PF00691.21
Aq_sp_Aq135_01262,COG0040,,K00765,PF01634.19
Aq_sp_Aq135_01263,COG0141,,K00013,PF00815.21
Aq_sp_Aq135_01264,COG0079,,K00817,PF04864.14
Aq_sp_Aq135_01265,COG0131,,K01089,PF00475.19
Aq_sp_Aq135_01266,COG0118,,K02501,PF00117.29
Aq_sp_Aq135_01267,COG0106,,K01814,PF00977.22
Aq_sp_Aq135_01268,COG0107,,K02500,PF00977.22
Aq_sp_Aq135_01269,COG0139,,,PF01502.19
Aq_sp_Aq135_01270,,,,PF13585.7
Aq_sp_Aq135_01271,,,,PF11751.9
Aq_sp_Aq135_01272,COG2885,,,PF00691.21
Aq_sp_Aq135_01273,COG0539,,K02945,PF17092.6
Aq_sp_Aq135_01275,COG3564,,,PF05610.12
Aq_sp_Aq135_01276,COG1012,,K00138,PF00171.23
Aq_sp_Aq135_01277,COG2207,,,PF06719.14
Aq_sp_Aq135_01279,COG2065,,K02825,PF00156.28
Aq_sp_Aq135_01280,COG0540,,K00609,PF00185.25
Aq_sp_Aq135_01282,COG4232,,,PF13098.7
Aq_sp_Aq135_01283,COG1234,,K00784,PF00753.28
Aq_sp_Aq135_01284,COG0259,,K00275,PF10590.10
Aq_sp_Aq135_01285,COG2885,,,PF01345.19
Aq_sp_Aq135_01286,COG2062,,,PF00300.23
Aq_sp_Aq135_01287,COG0855,,K00937,PF13091.7
Aq_sp_Aq135_01288,COG0248,,K01524,PF02541.17
Aq_sp_Aq135_01289,,,,PF13505.7
Aq_sp_Aq135_01290,COG0664,,K21561,PF00027.30
Aq_sp_Aq135_01291,,,,PF14534.7
Aq_sp_Aq135_01292,COG0019,,K13560,PF02784.17
Aq_sp_Aq135_01293,COG0236,,,PF00550.26
Aq_sp_Aq135_01294,COG0318,,K01897,PF00501.29
Aq_sp_Aq135_01295,COG0596,,,PF00561.21
Aq_sp_Aq135_01297,COG1012,,K00140,PF00171.23
Aq_sp_Aq135_01298,COG0492,,,PF01266.25
Aq_sp_Aq135_01299,,,,PF07681.13
Aq_sp_Aq135_01300,COG3118,,,PF00578.22
Aq_sp_Aq135_01301,COG0542,,K03695,PF00004.30
Aq_sp_Aq135_01302,,,,PF11009.9
Aq_sp_Aq135_01303,COG2346,,K06886,
Aq_sp_Aq135_01304,COG0664,,K10914,PF00027.30
Aq_sp_Aq135_01306,COG0179,,,PF01557.19
Aq_sp_Aq135_01307,COG0112,,K00600,PF01212.22
Aq_sp_Aq135_01309,COG2128,,,PF02627.21
Aq_sp_Aq135_01310,COG0597,,K03101,PF01252.19
Aq_sp_Aq135_01311,COG1670,,,PF13302.8
Aq_sp_Aq135_01312,,,,PF04940.13
Aq_sp_Aq135_01313,COG0471,,K14445,PF03600.17
Aq_sp_Aq135_01317,,,,PF03372.24
Aq_sp_Aq135_01318,COG1249,,,PF01262.22
Aq_sp_Aq135_01319,COG1132,,K11085,PF00664.24
Aq_sp_Aq135_01320,COG0491,,,PF00753.28
Aq_sp_Aq135_01321,COG1988,,K07038,PF04307.15
Aq_sp_Aq135_01322,COG1432,,,PF01936.19
Aq_sp_Aq135_01323,COG0513,,K11927,PF00270.30
Aq_sp_Aq135_01324,COG0431,,,PF02525.18
Aq_sp_Aq135_01325,COG0147,,K01665,PF04715.14
Aq_sp_Aq135_01326,COG1404,,,PF00082.23
Aq_sp_Aq135_01327,COG0664,,,PF00027.30
Aq_sp_Aq135_01328,COG4886,,,PF12799.8
Aq_sp_Aq135_01330,COG0037,,K04075,PF01171.21
Aq_sp_Aq135_01331,COG4232,,K04084,PF11412.9
Aq_sp_Aq135_01332,COG2936,,K21017,PF02129.19
Aq_sp_Aq135_01333,COG4805,,,PF05960.12
Aq_sp_Aq135_01334,,,,PF16011.6
Aq_sp_Aq135_01335,,,,PF07609.12
Aq_sp_Aq135_01336,,,,PF16401.6
Aq_sp_Aq135_01337,COG1649,,,PF02638.16
Aq_sp_Aq135_01338,COG3182,,,PF03929.17
Aq_sp_Aq135_01339,COG1566,,,PF13533.7
Aq_sp_Aq135_01340,COG2274,,,PF00664.24
Aq_sp_Aq135_01341,COG0366,GH13_7,K01176,PF00128.25
Aq_sp_Aq135_01342,,,,PF14292.7
Aq_sp_Aq135_01343,,,K21572,PF14322.7
Aq_sp_Aq135_01344,COG1629,,K21573,PF13715.7
Aq_sp_Aq135_01345,COG1609,,,PF00356.22
Aq_sp_Aq135_01346,COG2211,,,PF07690.17
Aq_sp_Aq135_01347,COG0637,,K01838,PF13419.7
Aq_sp_Aq135_01348,COG1554,GH65,,PF03633.16
Aq_sp_Aq135_01349,COG0366,GH13,K01208,PF00128.25
Aq_sp_Aq135_01350,COG0205,,K00850,PF01513.22
Aq_sp_Aq135_01351,COG0057,,K00134,PF02800.21
Aq_sp_Aq135_01352,COG2971,,,PF01869.21
Aq_sp_Aq135_01353,,,,PF13875.7
Aq_sp_Aq135_01354,,,,PF03572.19
Aq_sp_Aq135_01355,,,,PF13715.7
Aq_sp_Aq135_01356,COG0642,,K07648,PF02518.27
Aq_sp_Aq135_01358,,,,PF01734.23
Aq_sp_Aq135_01359,COG5642,,,PF09722.11
Aq_sp_Aq135_01360,COG5654,,,PF08808.12
Aq_sp_Aq135_01361,COG3590,,K07386,PF01431.22
Aq_sp_Aq135_01363,COG0527,,K00928,PF00696.29
Aq_sp_Aq135_01364,COG0606,,K07391,PF07728.15
Aq_sp_Aq135_01365,,,,PF11199.9
Aq_sp_Aq135_01366,COG1914,,K03322,PF01566.19
Aq_sp_Aq135_01367,COG1540,,K07160,PF03746.17
Aq_sp_Aq135_01368,COG2049,,K06351,PF02682.17
Aq_sp_Aq135_01369,COG1984,,K06350,PF02626.16
Aq_sp_Aq135_01371,COG4585,,K07777,PF02518.27
Aq_sp_Aq135_01372,COG2197,,K07692,PF00196.20
Aq_sp_Aq135_01373,COG0129,,K01687,PF00920.22
Aq_sp_Aq135_01374,COG0028,,K01652,PF02775.22
Aq_sp_Aq135_01375,COG0440,,K01653,PF01842.26
Aq_sp_Aq135_01376,COG0059,,K00053,PF02826.20
Aq_sp_Aq135_01377,COG1171,,K01754,PF00291.26
Aq_sp_Aq135_01378,,,,PF18962.1
Aq_sp_Aq135_01380,,,,PF13508.8
Aq_sp_Aq135_01381,COG0137,,K01940,PF00764.20
Aq_sp_Aq135_01382,COG0002,,K00145,PF01118.25
Aq_sp_Aq135_01383,COG0345,,K00286,PF03807.18
Aq_sp_Aq135_01384,COG4992,,K00821,PF00202.22
Aq_sp_Aq135_01385,COG0014,,K00147,PF00171.23
Aq_sp_Aq135_01386,COG0263,,K00931,PF00696.29
Aq_sp_Aq135_01387,COG0078,,K13043,PF00185.25
Aq_sp_Aq135_01388,COG0548,,K00930,PF00696.29
Aq_sp_Aq135_01389,COG0624,,K01438,PF07687.15
Aq_sp_Aq135_01390,COG0165,,K01755,PF00206.21
Aq_sp_Aq135_01392,COG4251,,,PF02518.27
Aq_sp_Aq135_01393,COG0784,,,PF00072.25
Aq_sp_Aq135_01394,COG4799,,K01966,PF01039.23
Aq_sp_Aq135_01395,COG4770,,K11263,PF02222.23
Aq_sp_Aq135_01396,COG4770,,,PF00364.23
Aq_sp_Aq135_01397,COG1988,,,PF04307.15
Aq_sp_Aq135_01398,COG3437,,,PF00072.25
Aq_sp_Aq135_01399,COG2201,,,PF00072.25
Aq_sp_Aq135_01400,COG1629,,,PF13715.7
Aq_sp_Aq135_01401,COG4251,,,PF13689.7
Aq_sp_Aq135_01402,COG1301,,,PF00375.19
Aq_sp_Aq135_01403,COG0400,,,PF02230.17
Aq_sp_Aq135_01405,COG0664,,,PF00027.30
Aq_sp_Aq135_01406,COG1028,,K00059,PF00106.26
Aq_sp_Aq135_01407,COG3602,,,PF10000.10
Aq_sp_Aq135_01409,COG1049,,K01682,PF00330.21
Aq_sp_Aq135_01412,COG0664,,,PF00027.30
Aq_sp_Aq135_01413,COG3485,,,PF00775.22
Aq_sp_Aq135_01414,COG3279,,,PF04397.16
Aq_sp_Aq135_01415,COG2095,,K05595,PF01914.18
Aq_sp_Aq135_01418,COG1280,,,PF01810.19
Aq_sp_Aq135_01420,COG1028,,K00059,PF00106.26
Aq_sp_Aq135_01421,COG1309,,K22041,PF16925.6
Aq_sp_Aq135_01422,,,,PF07609.12
Aq_sp_Aq135_01423,,,,PF12799.8
Aq_sp_Aq135_01424,COG1680,,,PF00144.25
Aq_sp_Aq135_01425,COG1396,,,PF09685.11
Aq_sp_Aq135_01426,,,,PF16286.6
Aq_sp_Aq135_01427,,,,PF00550.26
Aq_sp_Aq135_01428,COG1680,,,PF00144.25
Aq_sp_Aq135_01430,,,,PF11288.9
Aq_sp_Aq135_01431,COG3668,,K19092,PF05016.16
Aq_sp_Aq135_01432,COG3609,,K07746,PF03693.15
Aq_sp_Aq135_01433,COG3666,,,PF01609.22
Aq_sp_Aq135_01435,COG2226,,,PF08241.13
Aq_sp_Aq135_01436,COG3547,,,PF01548.18
Aq_sp_Aq135_01438,COG1680,,,PF00144.25
Aq_sp_Aq135_01440,COG2819,,,PF00756.21
Aq_sp_Aq135_01441,,,,PF11042.9
Aq_sp_Aq135_01442,,,,PF10067.10
Aq_sp_Aq135_01443,COG3279,,,PF04397.16
Aq_sp_Aq135_01444,,,,PF10544.10
Aq_sp_Aq135_01445,COG3320,,,PF00501.29
Aq_sp_Aq135_01446,COG4992,,,PF00202.22
Aq_sp_Aq135_01450,COG0250,,,PF02357.20
Aq_sp_Aq135_01451,,,,PF13884.7
Aq_sp_Aq135_01452,COG1609,,K02529,PF00356.22
Aq_sp_Aq135_01453,COG1629,,,PF13715.7
Aq_sp_Aq135_01454,COG0524,,K00852,PF01256.18
Aq_sp_Aq135_01455,COG1816,,,PF00962.23
Aq_sp_Aq135_01456,COG1957,,K01250,PF01156.20
Aq_sp_Aq135_01457,,,K11537,PF01306.20
Aq_sp_Aq135_01458,COG1609,,,PF00356.22
Aq_sp_Aq135_01463,,,,PF18962.1
Aq_sp_Aq135_01465,COG4221,,,PF00106.26
Aq_sp_Aq135_01466,COG0040,,,PF01634.19
Aq_sp_Aq135_01467,COG0125,,,PF13238.7
Aq_sp_Aq135_01469,COG0152,,,PF01259.19
Aq_sp_Aq135_01470,,,,PF18765.2
Aq_sp_Aq135_01471,COG0369,,,PF00258.26
Aq_sp_Aq135_01472,,,,PF10029.10
Aq_sp_Aq135_01473,COG0666,,,PF00023.31
Aq_sp_Aq135_01474,COG4773,,K02014,PF13715.7
Aq_sp_Aq135_01475,,,,PF10029.10
Aq_sp_Aq135_01476,COG0666,,,PF00023.31
Aq_sp_Aq135_01478,COG4206,,,PF07715.16
Aq_sp_Aq135_01479,,,,PF14064.7
Aq_sp_Aq135_01480,,,,PF18962.1
Aq_sp_Aq135_01482,,,,PF01476.21
Aq_sp_Aq135_01486,COG4278,,,
Aq_sp_Aq135_01488,COG4206,,,PF13715.7
Aq_sp_Aq135_01490,COG1131,,,PF13304.7
Aq_sp_Aq135_01491,COG1277,,,PF12679.8
Aq_sp_Aq135_01492,COG1277,,,PF12679.8
Aq_sp_Aq135_01493,,GCBM9,,PF06452.12
Aq_sp_Aq135_01494,COG0534,,K18908,PF01554.19
Aq_sp_Aq135_01495,,,,PF13649.7
Aq_sp_Aq135_01496,COG0735,,,PF01475.20
Aq_sp_Aq135_01497,COG1629,,,PF13715.7
Aq_sp_Aq135_01498,COG0778,,,PF00881.25
Aq_sp_Aq135_01499,COG0076,,K13745,PF00282.20
Aq_sp_Aq135_01500,COG4264,,,PF13523.7
Aq_sp_Aq135_01501,COG3486,,K03897,PF13434.7
Aq_sp_Aq135_01502,COG4264,,K03895,PF06276.13
Aq_sp_Aq135_01503,COG0534,,K18908,PF01554.19
Aq_sp_Aq135_01505,COG0318,,,PF00501.29
Aq_sp_Aq135_01506,COG1024,,,PF00378.21
Aq_sp_Aq135_01507,COG0716,,,PF00258.26
Aq_sp_Aq135_01509,COG2207,,,PF12833.8
Aq_sp_Aq135_01510,COG1629,,,PF13715.7
Aq_sp_Aq135_01511,,,,PF14298.7
Aq_sp_Aq135_01512,COG5266,,,PF10670.10
Aq_sp_Aq135_01513,COG2226,,,PF08241.13
Aq_sp_Aq135_01515,COG4886,,,PF12799.8
Aq_sp_Aq135_01518,COG1680,,,PF00144.25
Aq_sp_Aq135_01520,COG0626,,K01760,PF00155.22
Aq_sp_Aq135_01521,COG0534,,K18908,PF01554.19
Aq_sp_Aq135_01522,COG1020,,,PF00501.29
Aq_sp_Aq135_01523,,,,PF13468.7
Aq_sp_Aq135_01524,COG4693,,,PF01739.19
Aq_sp_Aq135_01525,COG1748,,,PF03435.19
Aq_sp_Aq135_01526,COG1020,,,PF00501.29
Aq_sp_Aq135_01527,COG3206,,,PF13614.7
Aq_sp_Aq135_01528,COG1596,,,PF02563.17
Aq_sp_Aq135_01529,COG2148,,,PF02397.17
Aq_sp_Aq135_01531,COG1817,,,PF04007.13
Aq_sp_Aq135_01532,COG2348,,,PF13480.8
Aq_sp_Aq135_01533,COG0438,,,PF00534.21
Aq_sp_Aq135_01534,COG0189,,,
Aq_sp_Aq135_01535,,,,PF00733.22
Aq_sp_Aq135_01536,,,,PF13231.7
Aq_sp_Aq135_01537,COG2244,,,PF01943.18
Aq_sp_Aq135_01538,COG2335,,,PF02469.23
Aq_sp_Aq135_01540,COG0542,,K03695,PF00004.30
Aq_sp_Aq135_01542,,,,PF17541.3
Aq_sp_Aq135_01544,COG0739,,,PF01551.23
Aq_sp_Aq135_01546,,,,PF14107.7
Aq_sp_Aq135_01548,,,,PF09994.10
Aq_sp_Aq135_01549,,,,PF11153.9
Aq_sp_Aq135_01550,COG3501,,,PF04717.13
Aq_sp_Aq135_01551,,,,PF17642.2
Aq_sp_Aq135_01552,,,,PF17555.3
Aq_sp_Aq135_01553,,,,PF06996.12
Aq_sp_Aq135_01554,COG0791,,,PF00877.20
Aq_sp_Aq135_01555,,,,PF04965.15
Aq_sp_Aq135_01556,,,,PF05947.13
Aq_sp_Aq135_01557,COG3291,,,PF00801.21
Aq_sp_Aq135_01559,,,,PF17561.3
Aq_sp_Aq135_01560,COG3975,,,PF13180.7
Aq_sp_Aq135_01561,COG0399,,K13010,PF00266.20
Aq_sp_Aq135_01562,COG1051,,,PF00293.29
Aq_sp_Aq135_01563,COG0673,,,PF01408.23
Aq_sp_Aq135_01564,COG0399,,,PF01041.18
Aq_sp_Aq135_01565,COG0561,,,PF08282.13
Aq_sp_Aq135_01566,COG0534,,K03327,PF01554.19
Aq_sp_Aq135_01567,COG0516,,K00364,PF00478.26
Aq_sp_Aq135_01568,COG0561,,,PF08282.13
Aq_sp_Aq135_01569,COG3193,,,PF03928.15
Aq_sp_Aq135_01570,COG1492,,K02232,PF13500.7
Aq_sp_Aq135_01571,COG0079,,K04720,PF00155.22
Aq_sp_Aq135_01572,COG1270,,K02227,PF03186.14
Aq_sp_Aq135_01573,COG3911,,,PF13521.7
Aq_sp_Aq135_01574,COG3411,,,
Aq_sp_Aq135_01575,COG0451,,,
Aq_sp_Aq135_01576,COG0007,,K02303,PF00590.21
Aq_sp_Aq135_01577,COG2138,,K03795,PF06180.12
Aq_sp_Aq135_01578,COG1670,,,PF13302.8
Aq_sp_Aq135_01579,COG0596,,,PF00561.21
Aq_sp_Aq135_01580,COG0790,,,PF08238.13
Aq_sp_Aq135_01582,,,,PF14080.7
Aq_sp_Aq135_01583,,,,PF13672.7
Aq_sp_Aq135_01586,COG4538,,,PF07676.13
Aq_sp_Aq135_01587,COG3832,,,PF08327.12
Aq_sp_Aq135_01588,COG0640,,,PF08279.13
Aq_sp_Aq135_01589,COG1680,,,PF00144.25
Aq_sp_Aq135_01590,,,,PF07883.12
Aq_sp_Aq135_01591,,,,PF13644.7
Aq_sp_Aq135_01592,COG0537,,K02503,PF11969.9
Aq_sp_Aq135_01593,COG1429,,K02230,PF02514.17
Aq_sp_Aq135_01594,COG1797,,K02224,PF13500.7
Aq_sp_Aq135_01595,COG3439,,,PF03625.15
Aq_sp_Aq135_01596,COG1239,,,PF07728.15
Aq_sp_Aq135_01597,COG2827,,,PF01541.25
Aq_sp_Aq135_01598,COG1696,,K19294,PF03062.20
Aq_sp_Aq135_01599,COG2755,,,PF13472.7
Aq_sp_Aq135_01600,,,,PF13472.7
Aq_sp_Aq135_01602,,,,PF12388.9
Aq_sp_Aq135_01603,COG1038,,K01958,PF02222.23
Aq_sp_Aq135_01606,COG4663,,,PF03480.14
Aq_sp_Aq135_01607,COG4664,,,PF06808.13
Aq_sp_Aq135_01608,COG4665,,,PF04290.13
Aq_sp_Aq135_01609,COG3022,,K09861,PF03883.15
Aq_sp_Aq135_01610,,,,PF12681.8
Aq_sp_Aq135_01611,,GH99,,PF16317.6
Aq_sp_Aq135_01612,COG1278,,K03704,PF00313.23
Aq_sp_Aq135_01613,COG0564,,K06180,PF00849.23
Aq_sp_Aq135_01614,COG2815,,,PF03793.20
Aq_sp_Aq135_01615,COG1181,,K01921,PF02222.23
Aq_sp_Aq135_01616,COG0669,,K00954,PF01467.27
Aq_sp_Aq135_01617,,,,PF01400.25
Aq_sp_Aq135_01618,COG3708,,,PF14526.7
Aq_sp_Aq135_01619,,,,PF01522.22
Aq_sp_Aq135_01620,,,,PF04072.15
Aq_sp_Aq135_01622,COG0659,,K03321,PF00916.21
Aq_sp_Aq135_01624,COG3858,GH18,,PF00704.29
Aq_sp_Aq135_01625,COG1652,,,PF04972.18
Aq_sp_Aq135_01626,COG1051,,,PF00293.29
Aq_sp_Aq135_01627,COG0461,,,PF00156.28
Aq_sp_Aq135_01629,COG0340,,,PF03099.20
Aq_sp_Aq135_01630,COG0799,,K09710,PF02410.16
Aq_sp_Aq135_01631,COG0465,,,PF00004.30
Aq_sp_Aq135_01632,COG1556,,,PF02589.16
Aq_sp_Aq135_01633,COG0575,,,PF01148.21
Aq_sp_Aq135_01634,COG0688,,K01613,PF02666.16
Aq_sp_Aq135_01635,,,,PF00887.20
Aq_sp_Aq135_01636,COG0525,,K01873,PF08264.14
Aq_sp_Aq135_01637,,,,PF07610.12
Aq_sp_Aq135_01638,COG0265,,,PF13650.7
Aq_sp_Aq135_01639,COG0436,,K00812,PF00155.22
Aq_sp_Aq135_01640,COG0812,,K00075,PF01565.24
Aq_sp_Aq135_01641,COG1595,,K03088,PF07638.12
Aq_sp_Aq135_01643,COG0320,,K03644,PF16881.6
Aq_sp_Aq135_01644,COG0057,,,PF02800.21
Aq_sp_Aq135_01645,COG0642,,,PF02518.27
Aq_sp_Aq135_01646,COG1663,,K00912,PF02606.15
Aq_sp_Aq135_01647,COG0327,,,PF01784.19
Aq_sp_Aq135_01648,COG1579,,,PF02591.16
Aq_sp_Aq135_01649,COG0438,GT0+GT4,,PF13692.7
Aq_sp_Aq135_01650,COG0268,,K02968,PF01649.19
Aq_sp_Aq135_01651,COG0442,,K01881,PF03129.21
Aq_sp_Aq135_01654,,,,PF13585.7
Aq_sp_Aq135_01655,,,,PF13585.7
Aq_sp_Aq135_01656,COG0302,,K01495,PF01227.23
Aq_sp_Aq135_01657,COG0215,,K01883,PF09190.12
Aq_sp_Aq135_01658,COG0682,,K13292,PF01790.19
Aq_sp_Aq135_01659,COG0216,,K02835,PF03462.19
Aq_sp_Aq135_01660,,,,PF16410.6
Aq_sp_Aq135_01661,COG3104,,K03305,PF07690.17
Aq_sp_Aq135_01664,COG0225,,,PF01625.22
Aq_sp_Aq135_01665,,,,PF14903.7
Aq_sp_Aq135_01666,COG0150,,K01933,PF02769.23
Aq_sp_Aq135_01667,,,,PF13715.7
Aq_sp_Aq135_01668,COG1462,,,PF03783.15
Aq_sp_Aq135_01669,,,,PF10614.10
Aq_sp_Aq135_01670,,,,PF10627.10
Aq_sp_Aq135_01672,,,,PF07012.13
Aq_sp_Aq135_01673,COG3968,,K01915,PF00120.25
Aq_sp_Aq135_01674,COG0174,,K01915,PF00120.25
Aq_sp_Aq135_01675,COG0530,,K07301,PF01699.25
Aq_sp_Aq135_01676,,,,PF12388.9
Aq_sp_Aq135_01677,COG3275,,,PF06580.14
Aq_sp_Aq135_01678,COG3279,,K07705,PF04397.16
Aq_sp_Aq135_01680,COG0503,,K00759,PF00156.28
Aq_sp_Aq135_01683,COG3209,,,
Aq_sp_Aq135_01686,COG2825,,,PF03938.15
Aq_sp_Aq135_01687,,,,PF13385.7
Aq_sp_Aq135_01688,COG1197,,K03723,PF02559.17
Aq_sp_Aq135_01689,,,,PF17642.2
Aq_sp_Aq135_01690,COG0792,,,PF08378.12
Aq_sp_Aq135_01691,COG1619,,K01297,PF02016.16
Aq_sp_Aq135_01692,COG5267,,,PF08811.12
Aq_sp_Aq135_01693,COG4102,,,PF07394.13
Aq_sp_Aq135_01694,COG0143,,K01874,PF08264.14
Aq_sp_Aq135_01696,COG0123,,K04768,PF00850.20
Aq_sp_Aq135_01698,COG0517,,,PF00571.29
Aq_sp_Aq135_01699,COG2234,,,PF04389.18
Aq_sp_Aq135_01700,,,,PF16403.6
Aq_sp_Aq135_01701,COG0479,,K00245,PF13085.7
Aq_sp_Aq135_01702,COG1053,,,PF00890.25
Aq_sp_Aq135_01703,,,,PF01127.23
Aq_sp_Aq135_01704,COG0436,,K14287,PF00155.22
Aq_sp_Aq135_01705,COG0389,,K02346,PF00817.21
Aq_sp_Aq135_01706,COG2954,,K01768,PF01928.22
Aq_sp_Aq135_01708,COG0784,,,PF00072.25
Aq_sp_Aq135_01709,COG0642,,,PF02518.27
Aq_sp_Aq135_01710,COG0642,,,PF03924.14
Aq_sp_Aq135_01711,COG3979,,,PF00041.22
Aq_sp_Aq135_01712,COG4953,GT51,,PF06832.13
Aq_sp_Aq135_01713,COG0737,,K08693,PF00149.29
Aq_sp_Aq135_01714,COG0737,,,PF02872.19
Aq_sp_Aq135_01715,COG2329,,,PF03992.17
Aq_sp_Aq135_01716,,,,PF14094.7
Aq_sp_Aq135_01718,COG2373,,,PF00207.23
Aq_sp_Aq135_01720,COG1446,,K13051,PF01112.19
Aq_sp_Aq135_01721,COG4916,,,PF13676.7
Aq_sp_Aq135_01723,,,,PF04055.22
Aq_sp_Aq135_01724,COG1418,,K06950,PF01966.23
Aq_sp_Aq135_01725,,,K03921,PF03405.15
Aq_sp_Aq135_01726,COG0204,,,PF01553.22
Aq_sp_Aq135_01727,,,,PF06491.12
Aq_sp_Aq135_01728,COG0484,,,PF00226.32
Aq_sp_Aq135_01729,,,,PF05834.13
Aq_sp_Aq135_01731,COG0697,,,PF00892.21
Aq_sp_Aq135_01732,COG0370,,K04759,PF07664.13
Aq_sp_Aq135_01733,COG1999,,,PF02630.15
Aq_sp_Aq135_01734,COG0750,,K11749,PF00595.25
Aq_sp_Aq135_01736,,,,PF08239.12
Aq_sp_Aq135_01740,COG2367,,K18797,PF00144.25
Aq_sp_Aq135_01742,COG2849,,,PF07661.14
Aq_sp_Aq135_01743,COG1335,,,PF00857.21
Aq_sp_Aq135_01744,COG4977,,K17736,PF01965.25
Aq_sp_Aq135_01746,COG0823,,,PF07676.13
Aq_sp_Aq135_01747,COG1629,,,PF13715.7
Aq_sp_Aq135_01748,COG3275,,,PF06580.14
Aq_sp_Aq135_01749,COG3279,,K02477,PF04397.16
Aq_sp_Aq135_01751,COG0664,,,PF00027.30
Aq_sp_Aq135_01753,COG0506,,,PF01619.19
Aq_sp_Aq135_01754,COG1522,,K03719,PF01037.22
Aq_sp_Aq135_01756,COG1680,,,PF00144.25
Aq_sp_Aq135_01757,COG1680,,,PF00144.25
Aq_sp_Aq135_01758,,,,PF12893.8
Aq_sp_Aq135_01759,COG0693,,,PF01965.25
Aq_sp_Aq135_01760,,,,PF13505.7
Aq_sp_Aq135_01761,COG1309,,,PF13972.7
Aq_sp_Aq135_01763,,,,PF18096.2
Aq_sp_Aq135_01764,COG0628,,,PF01594.17
Aq_sp_Aq135_01766,COG0566,,K00556,PF00588.20
Aq_sp_Aq135_01767,,,,PF13709.7
Aq_sp_Aq135_01768,COG5429,,,PF06764.12
Aq_sp_Aq135_01769,COG1680,,,PF00144.25
Aq_sp_Aq135_01771,COG0592,,K02338,PF00712.20
Aq_sp_Aq135_01772,,,,PF12867.8
Aq_sp_Aq135_01773,COG0609,,K02015,PF01032.19
Aq_sp_Aq135_01774,COG0614,,,PF01497.19
Aq_sp_Aq135_01775,COG0406,,K22305,PF00300.23
Aq_sp_Aq135_01776,COG0368,,K02233,PF02654.16
Aq_sp_Aq135_01777,COG2038,,K00768,PF02277.18
Aq_sp_Aq135_01778,COG2087,,,PF02283.17
Aq_sp_Aq135_01779,COG4206,,K16092,PF07715.16
Aq_sp_Aq135_01780,COG0793,,,PF03572.19
Aq_sp_Aq135_01781,COG1595,,,PF04542.15
Aq_sp_Aq135_01783,,,,PF14060.7
Aq_sp_Aq135_01784,,,,PF14060.7
Aq_sp_Aq135_01785,COG0015,,K01756,PF08328.12
Aq_sp_Aq135_01787,COG0846,,K12410,PF02146.18
Aq_sp_Aq135_01788,COG3279,,K02477,PF04397.16
Aq_sp_Aq135_01789,COG4585,,,PF02518.27
Aq_sp_Aq135_01790,COG2197,,,PF00072.25
Aq_sp_Aq135_01793,COG3119,,,PF16347.6
Aq_sp_Aq135_01795,,,,PF07885.17
Aq_sp_Aq135_01796,COG2207,,,PF12833.8
Aq_sp_Aq135_01797,COG0693,,K05523,PF01965.25
Aq_sp_Aq135_01798,COG1680,,,PF00144.25
Aq_sp_Aq135_01799,,,,PF12893.8
Aq_sp_Aq135_01800,COG1680,,,PF00144.25
Aq_sp_Aq135_01801,COG4319,,,PF14534.7
Aq_sp_Aq135_01802,COG2936,,K21017,PF02129.19
Aq_sp_Aq135_01804,COG0208,,K00526,PF00268.22
Aq_sp_Aq135_01805,COG0209,,K00525,PF02867.16
Aq_sp_Aq135_01806,COG1960,,,PF00441.25
Aq_sp_Aq135_01807,COG3279,,K07705,PF04397.16
Aq_sp_Aq135_01808,COG3275,,,PF06580.14
Aq_sp_Aq135_01809,,,,PF00583.26
