index,func,name
COG0357,J,16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)
COG3239,I,Fatty acid desaturase
COG0168,P,"Trk-type K+ transport system, membrane component"
COG0569,P,"Trk K+ transport system, NAD-binding component"
COG4775,M,Outer membrane protein assembly factor BamA
COG0191,G,Fructose/tagatose bisphosphate aldolase
COG0777,I,Acetyl-CoA carboxylase beta subunit
COG0184,J,Ribosomal protein S15P/S13E
COG1185,J,Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)
COG0556,L,Excinuclease UvrABC helicase subunit UvrB
COG0655,C,Multimeric flavodoxin WrbA
COG0071,O,"Molecular chaperone IbpA, HSP20 family"
COG4807,S,"Uncharacterized conserved protein YehS, DUF1456 family"
COG3542,R,"Predicted sugar epimerase, cupin superfamily"
COG0045,C,"Succinyl-CoA synthetase, beta subunit"
COG2802,S,"Uncharacterized protein, similar to the N-terminal domain of Lon protease"
COG1388,M,LysM repeat
COG0519,F,"GMP synthase, PP-ATPase domain/subunit"
COG3871,S,General stress protein 26 (function unknown)
COG4365,S,"Uncharacterized protein YllA, UPF0747 family"
COG0339,E,Zn-dependent oligopeptidase
COG1476,K,"DNA-binding transcriptional regulator, XRE-family HTH domain"
COG2812,L,"DNA polymerase III, gamma/tau subunits"
COG0126,G,3-phosphoglycerate kinase
COG2183,K,Transcriptional accessory protein Tex/SPT6
COG1826,U,Sec-independent protein translocase protein TatA
COG1482,G,"Mannose-6-phosphate isomerase, class I"
COG1088,M,"dTDP-D-glucose 4,6-dehydratase"
COG1898,M,"dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme"
COG1091,M,dTDP-4-dehydrorhamnose reductase
COG0279,G,Phosphoheptose isomerase
COG0337,E,3-dehydroquinate synthetase
COG2731,G,"Beta-galactosidase, beta subunit"
COG1083,M,CMP-N-acetylneuraminic acid synthetase
COG1208,JM,"NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis proteins"
COG1922,M,"UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family"
COG1004,M,UDP-glucose 6-dehydrogenase
COG3307,M,O-antigen ligase
COG0151,F,Phosphoribosylamine-glycine ligase
COG0859,M,ADP-heptose:LPS heptosyltransferase
COG0473,CE,Isocitrate/isopropylmalate dehydrogenase
COG0066,E,3-isopropylmalate dehydratase small subunit
COG0065,E,Homoaconitase/3-isopropylmalate dehydratase large subunit
COG0119,E,Isopropylmalate/homocitrate/citramalate synthases
COG0413,H,Ketopantoate hydroxymethyltransferase
COG1760,E,L-serine deaminase
COG0443,O,Molecular chaperone DnaK (HSP70)
COG0405,E,Gamma-glutamyltranspeptidase
COG3124,I,Acyl carrier protein phosphodiesterase
COG3386,G,Sugar lactone lactonase YvrE
COG1109,G,Phosphomannomutase
COG1560,I,Lauroyl/myristoyl acyltransferase
COG0457,R,Tetratricopeptide (TPR) repeat
COG2035,S,Uncharacterized membrane protein
COG0169,E,Shikimate 5-dehydrogenase
COG3956,R,"Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain"
COG2070,R,"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family"
COG0482,J,"tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain"
COG0706,M,"Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins"
COG0504,F,CTP synthase (UTP-ammonia lyase)
COG0242,J,Peptide deformylase
COG0816,K,"RNase H-fold protein, predicted Holliday junction resolvase in Firmicutes and mycoplasms, involved in anti-termination at Rho-dependent terminators"
COG2171,E,Tetrahydrodipicolinate N-succinyltransferase
COG0617,J,tRNA nucleotidyltransferase/poly(A) polymerase
COG1612,H,Heme A synthase
COG3410,S,"Uncharacterized protein, DUF2075 family"
COG5500,S,Uncharacterized membrane protein
COG2910,R,Putative NADH-flavin reductase
COG2249,R,Putative NADPH-quinone reductase (modulator of drug activity B)
COG1042,C,Acyl-CoA synthetase (NDP forming)
COG1959,K,"DNA-binding transcriptional regulator, IscR family"
COG0379,H,Quinolinate synthase
COG0029,H,Aspartate oxidase
COG5009,M,Membrane carboxypeptidase/penicillin-binding protein
COG0755,O,"ABC-type transport system involved in cytochrome c biogenesis, permease component"
COG3303,P,"Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit"
COG3005,C,Tetraheme cytochrome c subunit of nitrate or TMAO reductase
COG2846,O,"Iron-sulfur cluster repair protein YtfE, RIC family, contains ScdAN and hemerythrin domains"
COG5557,C,Ni/Fe-hydrogenase 2 integral membrane subunit HybB
COG3043,CP,Nitrate reductase cytochrome c-type subunit
COG0243,C,Anaerobic selenocysteine-containing dehydrogenase
COG2326,C,"Polyphosphate kinase 2, PPK2 family"
COG2515,E,"1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family"
COG0607,P,Rhodanese-related sulfurtransferase
COG0187,L,"DNA gyrase/topoisomerase IV, subunit B"
COG0501,O,Zn-dependent protease with chaperone function
COG2824,K,Uncharacterized Zn-ribbon-containing protein
COG3000,I,"Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily"
COG0861,P,"Membrane protein TerC, possibly involved in tellurium resistance"
COG1709,K,Predicted transcriptional regulator
COG2352,C,Phosphoenolpyruvate carboxylase
COG1169,HQ,Isochorismate synthase EntC
COG1165,H,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
COG2996,R,"Predicted RNA-binding protein, contains S1 domains,  virulence factor B family"
COG1528,P,Ferritin
COG0447,H,"1,4-Dihydroxy-2-naphthoyl-CoA synthase"
COG3349,R,"Uncharacterized conserved protein, contains NAD-binding domain and a Fe-S cluster"
COG5640,O,Secreted trypsin-like serine protease
COG1902,C,"2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family"
COG2972,T,Sensor histidine kinase YesM
COG2333,R,"Metal-dependent hydrolase, beta-lactamase superfamily II"
COG2814,G,"Predicted arabinose efflux permease, MFS family"
COG2353,R,Polyisoprenoid-binding periplasmic protein YceI
COG1082,G,Sugar phosphate isomerase/epimerase
COG3424,Q,Predicted naringenin-chalcone synthase
COG2270,R,"MFS-type transporter involved in bile tolerance, Atg22 family"
COG0296,G,"1,4-alpha-glucan branching enzyme"
COG0448,G,ADP-glucose pyrophosphorylase
COG4335,L,3-methyladenine DNA glycosylase AlkC
COG2378,K,"Predicted DNA-binding transcriptional regulator YafY, contains an HTH and WYL domains"
COG0446,I,"NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase"
COG3576,R,"Predicted flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily"
COG3467,V,"Nitroimidazol reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily"
COG1167,KE,"DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain"
COG2510,S,Uncharacterized membrane protein
COG2829,M,Outer membrane phospholipase A
COG3781,P,"Predicted membrane chloride channel, bestrophin family"
COG1488,H,Nicotinic acid phosphoribosyltransferase
COG1859,J,"RNA:NAD 2'-phosphotransferase, TPT1/KptA family"
COG2110,J,"O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain"
COG4295,S,Uncharacterized protein
COG3236,O,"Predicted NAD-dependent protein-ADP-ribosyltransferase YbiA, DUF1768 family"
COG5018,R,"Inhibitor of the KinA pathway to sporulation, predicted exonuclease"
COG1690,J,"RNA-splicing ligase RtcB, repairs tRNA damage"
COG3129,J,23S rRNA A1618 N6-methylase RlmF
COG1061,KL,Superfamily II DNA or RNA helicase
COG2608,P,Copper chaperone CopZ
COG3696,P,Cu/Ag efflux pump CusA
COG3963,I,Phospholipid N-methyltransferase
COG0662,G,"Mannose-6-phosphate isomerase, cupin superfamily"
COG1092,J,23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI
COG0229,O,Peptide methionine sulfoxide reductase MsrB
COG0757,E,3-dehydroquinate dehydratase
COG3637,M,Opacity protein and related surface antigens
COG0063,F,"NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain"
COG0083,E,Homoserine kinase
COG0498,E,Threonine synthase
COG0404,E,Glycine cleavage system T protein (aminomethyltransferase)
COG3011,R,"Predicted thiol-disulfide oxidoreductase YuxK, DCC family"
COG0082,E,Chorismate synthase
COG0277,C,FAD/FMN-containing dehydrogenase
COG4445,J,tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin)
COG2356,L,Endonuclease I
COG0282,C,Acetate kinase
COG0280,C,Phosphotransacetylase
COG2311,S,Uncharacterized membrane protein YeiB
COG0072,J,Phenylalanyl-tRNA synthetase beta subunit
COG1219,O,"ATP-dependent protease Clp, ATPase subunit"
COG0544,O,FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)
COG1950,S,"Uncharacterized membrane protein YvlD, DUF360 family"
COG2067,I,Long-chain fatty acid transport protein
COG0854,H,Pyridoxine 5'-phosphate synthase PdxJ
COG0061,F,NAD kinase
COG0020,I,Undecaprenyl pyrophosphate synthase
COG0796,M,Glutamate racemase
COG0276,H,Protoheme ferro-lyase (ferrochelatase)
COG0373,H,Glutamyl-tRNA reductase
COG0181,H,Porphobilinogen deaminase
COG0407,H,Uroporphyrinogen-III decarboxylase
COG2981,E,Uncharacterized protein involved in cysteine biosynthesis
COG0408,H,Coproporphyrinogen III oxidase
COG5000,T,Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation
COG3757,M,"Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family"
COG1363,EG,Putative aminopeptidase FrvX
COG0365,I,Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase
COG4327,S,Uncharacterized membrane protein
COG3677,X,Transposase
COG1443,I,Isopentenyldiphosphate isomerase
COG0783,PV,DNA-binding ferritin-like protein (oxidative damage protectant)
COG2831,U,Hemolysin activation/secretion protein
COG2267,I,"Lysophospholipase, alpha-beta hydrolase superfamily"
COG2114,T,"Adenylate cyclase, class 3"
COG2161,V,"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family"
COG4115,V,"Toxin component of the Txe-Axe toxin-antitoxin module, Txe/YoeB family"
COG3179,R,Predicted chitinase
COG2856,E,"Zn-dependent peptidase ImmA, M78 family"
COG0441,J,Threonyl-tRNA synthetase
COG0290,J,Translation initiation factor IF-3
COG0292,J,Ribosomal protein L20
COG0104,F,Adenylosuccinate synthase
COG2195,E,Di- or tripeptidase
COG0305,L,Replicative DNA helicase
COG0825,I,Acetyl-CoA carboxylase alpha subunit
COG0343,J,Queuine/archaeosine tRNA-ribosyltransferase
COG3959,G,"Transketolase, N-terminal subunit"
COG3958,G,"Transketolase, C-terminal subunit"
COG0545,O,FKBP-type peptidyl-prolyl cis-trans isomerase
COG1188,J,"Ribosomal 50S subunit-recycling heat shock protein, contains S4 domain"
COG0703,E,Shikimate kinase
COG1562,I,Phytoene/squalene synthetase
COG1048,C,Aconitase A
COG0671,I,Membrane-associated phospholipid phosphatase
COG5373,S,Uncharacterized membrane protein
COG4772,P,Outer membrane receptor for Fe3+-dicitrate
COG0167,F,Dihydroorotate dehydrogenase
COG1862,U,Preprotein translocase subunit YajC
COG0781,K,Transcription termination factor NusB
COG0794,GM,D-arabinose 5-phosphate isomerase GutQ
COG0805,U,Sec-independent protein secretion pathway component TatC
COG0599,R,"Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family"
COG1137,M,"ABC-type lipopolysaccharide export system, ATPase component"
COG1183,I,Phosphatidylserine synthase
COG2202,T,PAS domain
COG1832,R,Predicted CoA-binding protein
COG0326,O,"Molecular chaperone, HSP90 family"
COG5505,S,Uncharacterized membrane protein
COG4108,J,Peptide chain release factor RF-3
COG0086,K,"DNA-directed RNA polymerase, beta' subunit/160 kD subunit"
COG0085,K,"DNA-directed RNA polymerase, beta subunit/140 kD subunit"
COG0222,J,Ribosomal protein L7/L12
COG0244,J,Ribosomal protein L10
COG0081,J,Ribosomal protein L1
COG0080,J,Ribosomal protein L11
COG0050,J,"Translation elongation factor EF-Tu, a GTPase"
COG1555,L,DNA uptake protein ComE and related DNA-binding proteins
COG3876,S,"Uncharacterized conserved protein YbbC, DUF1343 family"
COG4260,O,"Membrane protease subunit, stomatin/prohibitin family, contains C-terminal Zn-ribbon domain"
COG0727,R,Fe-S-cluster containining protein
COG1574,R,Predicted amidohydrolase YtcJ
COG2884,D,ABC-type ATPase involved in cell division
COG0073,J,tRNA-binding EMAP/Myf domain
COG1217,T,Predicted membrane GTPase involved in stress response
COG2877,M,3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase
COG4330,S,Uncharacterized membrane protein
COG4452,V,Inner membrane protein involved in colicin E2 resistance
COG1430,S,"Uncharacterized conserved membrane protein, UPF0127 family"
COG0342,U,Preprotein translocase subunit SecD
COG0039,C,Malate/lactate dehydrogenase
COG0602,R,Organic radical activating enzyme
COG0433,L,"Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains"
COG3844,E,Kynureninase
COG1414,K,"DNA-binding transcriptional regulator, IclR family"
COG4122,R,Predicted O-methyltransferase YrrM
COG3340,E,Peptidase E
COG2066,E,Glutaminase
COG0176,G,Transaldolase
COG0300,R,Short-chain dehydrogenase
COG3823,O,Glutamine cyclotransferase
COG2895,P,"Sulfate adenylyltransferase subunit 1, EFTu-like GTPase family"
COG3063,NW,Tfp pilus assembly protein PilF
COG3067,CP,Na+/H+ antiporter NhaB
COG0285,H,Folylpolyglutamate synthase/Dihydropteroate synthase
COG0770,M,UDP-N-acetylmuramyl pentapeptide synthase
COG0295,F,Cytidine deaminase
COG1071,C,TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha
COG0836,M,Mannose-1-phosphate guanylyltransferase
COG1808,S,Uncharacterized membrane protein
COG0627,V,S-formylglutathione hydrolase FrmB
COG1127,M,"ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF"
COG0767,M,"ABC-type transporter Mla maintaining outer membrane lipid asymmetry, permease component MlaE"
COG1524,R,"Predicted pyrophosphatase or phosphodiesterase, AlkP superfamily"
COG1003,E,"Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain"
COG1090,R,NAD dependent epimerase/dehydratase family enzyme
COG1510,K,"DNA-binding transcriptional regulator GbsR, MarR family"
COG0041,F,Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase
COG0026,F,Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)
COG0536,DL,GTPase involved in cell partioning and DNA repair
COG2256,L,Replication-associated recombination protein RarA (DNA-dependent ATPase)
COG0048,J,Ribosomal protein S12
COG0049,J,Ribosomal protein S7
COG0480,J,"Translation elongation factor EF-G, a GTPase"
COG0051,J,Ribosomal protein S10
COG0087,J,Ribosomal protein L3
COG0088,J,Ribosomal protein L4
COG0089,J,Ribosomal protein L23
COG0090,J,Ribosomal protein L2
COG0185,J,Ribosomal protein S19
COG0091,J,Ribosomal protein L22
COG0092,J,Ribosomal protein S3
COG0197,J,Ribosomal protein L16/L10AE
COG0255,J,Ribosomal protein L29
COG0093,J,Ribosomal protein L14
COG0198,J,Ribosomal protein L24
COG0094,J,Ribosomal protein L5
COG0199,J,Ribosomal protein S14
COG0096,J,Ribosomal protein S8
COG0097,J,Ribosomal protein L6P/L9E
COG0256,J,Ribosomal protein L18
COG0098,J,Ribosomal protein S5
COG0200,J,Ribosomal protein L15
COG0201,U,Preprotein translocase subunit SecY
COG0361,J,Translation initiation factor IF-1
COG0099,J,Ribosomal protein S13
COG0100,J,Ribosomal protein S11
COG0522,J,Ribosomal protein S4 or related protein
COG0202,K,"DNA-directed RNA polymerase, alpha subunit/40 kD subunit"
COG0203,J,Ribosomal protein L17
COG0505,EF,Carbamoylphosphate synthase small subunit
COG0148,G,Enolase
COG0372,C,Citrate synthase
COG4874,S,Uncharacterized protein
COG0702,R,"Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains"
COG0018,J,Arginyl-tRNA synthetase
COG0541,U,Signal recognition particle GTPase
COG0190,H,"5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase"
COG1158,K,Transcription termination factor Rho
COG0622,R,Predicted phosphodiesterase
COG1624,T,"Diadenylate cyclase (c-di-AMP synthetase), DisA_N domain"
COG0294,H,Dihydropteroate synthase
COG0601,EP,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component"
COG0149,G,Triosephosphate isomerase
COG2264,J,Ribosomal protein L11 methylase PrmA
COG2127,O,ATP-dependent Clp protease adapter protein ClpS
COG3222,S,"Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family"
COG2096,H,Cob(I)alamin adenosyltransferase
COG2243,H,Precorrin-2 methylase
COG1010,H,Precorrin-3B methylase
COG2242,H,Precorrin-6B methylase 2
COG2875,H,Precorrin-4 methylase
COG2099,H,Precorrin-6x reductase
COG1903,H,Cobalamin biosynthesis protein CbiD
COG0219,J,"tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain"
COG3344,X,Retron-type reverse transcriptase
COG3464,X,Transposase
COG3663,L,G:T/U-mismatch repair DNA glycosylase
COG2423,E,"Ornithine cyclodeaminase/archaeal alanine dehydrogenase, mu-crystallin family"
COG3738,S,"Uncharacterized protein YijF, DUF1287 family"
COG0159,E,Tryptophan synthase alpha chain
COG0133,E,Tryptophan synthase beta chain
COG0135,E,Phosphoribosylanthranilate isomerase
COG0134,E,Indole-3-glycerol phosphate synthase
COG2320,R,"GrpB domain, predicted nucleotidyltransferase, UPF0157 family"
COG0547,E,Anthranilate phosphoribosyltransferase
COG0512,EH,Anthranilate/para-aminobenzoate synthase component II
COG1940,KG,"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain"
COG3537,G,"Putative alpha-1,2-mannosidase"
COG0738,G,Fucose permease
COG0826,O,"Collagenase-like protease, PrtC family"
COG0284,F,Orotidine-5'-phosphate decarboxylase
COG0788,F,Formyltetrahydrofolate hydrolase
COG3358,S,"Uncharacterized conserved protein, DUF1684 family"
COG0239,DP,"Fluoride ion exporter CrcB/FEX, affects chromosome condensation"
COG4978,T,Bacterial effector-binding domain
COG4696,R,"Predicted phosphohydrolase, Cof family, HAD superfamily"
COG4121,J,tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC
COG0576,O,Molecular chaperone GrpE (heat shock protein)
COG4152,R,"ABC-type uncharacterized transport system, ATPase component"
COG1668,CP,"ABC-type Na+ efflux pump, permease component"
COG3264,M,Small-conductance mechanosensitive channel
COG1292,M,Choline-glycine betaine transporter
COG1703,O,Putative periplasmic protein kinase ArgK or related GTPase of G3E family
COG0653,U,"Preprotein translocase subunit SecA (ATPase, RNA helicase)"
COG0353,L,Recombinational DNA repair protein RecR
COG3238,S,"Uncharacterized membrane protein YdcZ, DUF606 family"
COG1108,P,"ABC-type Mn2+/Zn2+ transport system, permease component"
COG1121,P,"ABC-type Mn2+/Zn2+ transport system, ATPase component"
COG0803,P,"ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA"
COG4771,P,Outer membrane receptor for ferrienterochelin and colicins
COG1321,K,"Mn-dependent transcriptional regulator, DtxR family"
COG2198,T,HPt (histidine-containing phosphotransfer) domain
COG1058,R,Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA
COG0227,J,Ribosomal protein L28
COG0552,U,Signal recognition particle GTPase
COG0154,J,Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase
COG4403,V,Lantibiotic modifying enzyme
COG1620,C,L-lactate permease
COG1573,L,Uracil-DNA glycosylase
COG5495,R,"Predicted oxidoreductase, contains short-chain dehydrogenase (SDR) and DUF2520 domains"
COG1778,MR, 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases
COG0127,F,"Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family"
COG1757,C,Na+/H+ antiporter NhaC
COG4815,S,Uncharacterized protein
COG0458,EF,Carbamoylphosphate synthase large subunit
COG2388,R,"Predicted acetyltransferase, GNAT superfamily"
COG0747,E,"ABC-type transport system, periplasmic component"
COG0254,J,Ribosomal protein L31
COG0144,J,"16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family"
COG0046,F,"Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain"
COG1022,I,Long-chain acyl-CoA synthetase (AMP-forming)
COG2334,T,"Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist"
COG2939,E,Carboxypeptidase C (cathepsin A)
COG1741,R,"Redox-sensitive bicupin YhaK, pirin superfamily"
COG3782,S,Uncharacterized protein
COG4867,S,"Uncharacterized protein, contains von Willebrand factor type A (vWA) domain"
COG1981,S,Uncharacterized membrane protein
COG1561,S,"Uncharacterized conserved protein YicC, UPF0701 family"
COG0194,F,Guanylate kinase
COG1057,H,Nicotinic acid mononucleotide adenylyltransferase
COG1123,O,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain"
COG2057,I,"Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit"
COG1788,I,"Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit"
COG1774,T,"Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)"
COG1054,R,Predicted sulfurtransferase
COG0468,L,RecA/RadA recombinase
COG0180,J,Tryptophanyl-tRNA synthetase
COG0016,J,Phenylalanyl-tRNA synthetase alpha subunit
COG1286,S,"Uncharacterized membrane protein, required for colicin V production"
COG0288,P,Carbonic anhydrase
COG1240,H,Mg-chelatase subunit ChlD
COG0166,G,Glucose-6-phosphate isomerase
COG3185,ER,4-hydroxyphenylpyruvate dioxygenase and related hemolysins
COG1752,R,"Predicted acylesterase/phospholipase RssA, containd patatin domain"
COG0322,L,"Excinuclease UvrABC, nuclease subunit"
COG3608,R,Predicted deacylase
COG0212,H,5-formyltetrahydrofolate cyclo-ligase
COG1734,J,RNA polymerase-binding transcription factor DksA
COG0060,J,Isoleucyl-tRNA synthetase
COG1040,R,Predicted amidophosphoribosyltransferases
COG0423,J,Glycyl-tRNA synthetase (class II)
COG0708,L,Exonuclease III
COG0240,C,Glycerol-3-phosphate dehydrogenase
COG2897,P,"3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains"
COG0758,L,Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake
COG4942,D,"Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB"
COG3071,S,"Uncharacterized conserved protein HemY, contains two TPR repeats"
COG0756,FV,dUTPase
COG0224,C,"FoF1-type ATP synthase, gamma subunit"
COG0056,C,"FoF1-type ATP synthase, alpha subunit"
COG0712,C,"FoF1-type ATP synthase, delta subunit"
COG0711,C,"FoF1-type ATP synthase, membrane subunit b or b'"
COG0356,C,"FoF1-type ATP synthase, membrane subunit a"
COG1664,Z,"Cytoskeletal protein CcmA, bactofilin family"
COG0521,H,Molybdopterin biosynthesis enzyme MoaB
COG4898,S,Uncharacterized protein
COG3093,V,"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain"
COG2513,G,"2-Methylisocitrate lyase and related enzymes, PEP mutase family"
COG2374,R,Predicted extracellular nuclease
COG1070,G,Sugar (pentulose or hexulose) kinase
COG2115,G,Xylose isomerase
COG4146,R,"Uncharacterized membrane permease YidK, sodium:solute symporter family"
COG3693,G,"Endo-1,4-beta-xylanase, GH35 family"
COG3405,G,"Endo-1,4-beta-D-glucanase Y"
COG3950,R,Predicted ATP-binding protein involved in virulence
COG4067,S,Uncharacterized conserved protein
COG4935,O,Regulatory P domain of the subtilisin-like proprotein convertases and other proteases
COG1073,T,"Fermentation-respiration switch protein FrsA, has esterase activity, DUF1100 family"
COG4247,I,3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase)
COG2104,H,Sulfur carrier protein ThiS (thiamine biosynthesis)
COG0476,H,Molybdopterin or thiamine biosynthesis adenylyltransferase
COG1232,H,Protoporphyrinogen oxidase
COG0162,J,Tyrosyl-tRNA synthetase
COG0306,P,Phosphate/sulfate permease
COG5002,T,Signal transduction histidine kinase
COG0220,J,tRNA G46 methylase TrmB
COG3695,K,"Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain"
COG3329,S,Uncharacterized conserved protein
COG3682,K,Predicted transcriptional regulator
COG4219,T,"Signal transducer regulating beta-lactamase production, contains  metallopeptidase domain"
COG3938,E,Proline racemase
COG2315,K,"Predicted DNA-binding protein with ‘double-wing’ structural motif, MmcQ/YjbR family"
COG0635,H,Coproporphyrinogen III oxidase or related Fe-S oxidoreductase
COG0817,L,Holliday junction resolvasome RuvABC endonuclease subunit
COG2839,S,"Uncharacterized conserved protein YqgC, DUF456 family"
COG0228,J,Ribosomal protein S16
COG0806,J,"Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing"
COG4123,J,tRNA1(Val) A37 N6-methylase TrmN6
COG0584,I,Glycerophosphoryl diester phosphodiesterase
COG2081,R,Predicted flavoprotein YhiN
COG3797,S,"Uncharacterized conserved protein, DUF1697 family"
COG3407,I,Mevalonate pyrophosphate decarboxylase
COG0382,H,4-hydroxybenzoate polyprenyltransferase
COG1145,C,Ferredoxin
COG3558,S,"Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily"
COG2084,I,3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase
COG0005,F,Purine nucleoside phosphorylase
COG0535,R,"Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family"
COG0554,C,Glycerol kinase
COG3345,G,Alpha-galactosidase
COG1725,K,"DNA-binding transcriptional regulator YhcF, GntR family"
COG3287,S,"Uncharacterized conserved protein, contains FIST_N domain"
COG3497,X,Phage tail sheath protein FI
COG3500,X,Phage protein D
COG3628,X,Phage baseplate assembly protein W
COG1716,T,"Forkhead associated (FHA) domain, binds pSer, pThr, pTyr"
COG3899,R,Predicted ATPase
COG1944,J,Ribosomal protein S12 methylthiotransferase accessory factor YcaO
COG1509,E,"L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)"
COG0385,R,Predicted Na+-dependent transporter
COG1112,L,Superfamily I DNA and/or RNA helicase
COG4340,S,Uncharacterized protein
COG4076,R,Predicted RNA methylase
COG0160,E,4-aminobutyrate aminotransferase or related aminotransferase
COG1705,MN,Flagellum-specific peptidoglycan hydrolase FlgJ
COG0001,H,Glutamate-1-semialdehyde aminotransferase
COG4682,S,Uncharacterized membrane protein YiaA
COG4872,S,Uncharacterized membrane protein
COG3540,P,Phosphodiesterase/alkaline phosphatase D
COG1190,J,Lysyl-tRNA synthetase (class II)
COG0321,H,Lipoate-protein ligase B
COG0164,L,Ribonuclease HII
COG4105,M,"Outer membrane protein assembly factor BamD, BamD/ComL family"
COG2730,G,"Aryl-phospho-beta-D-glucosidase BglC, GH1 family"
COG3369,S,"Uncharacterized protein, contains Zn-finger domain of CDGSH type"
COG2186,K,"DNA-binding transcriptional regulator, FadR family"
COG2159,R,"Predicted metal-dependent hydrolase, TIM-barrel fold"
COG2133,G,"Glucose/arabinose dehydrogenase, beta-propeller fold"
COG2089,M,"Sialic acid synthase SpsE, contains C-terminal SAF domain"
COG1089,M,GDP-D-mannose dehydratase
COG3392,L,Adenine-specific DNA methylase
COG0636,C,"FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K"
