GH25,GH13_8,GH74,GH19,PL7_5,GT30,GT51,CBM38,CBM5+GH19,CBM6+GH81,CBM51+GH27,CBM77+CE8+PL1,CBM16+GH29,PL9+CBM22,CBM10+CBM2+GH5_4,CBM47+CBM47,CBM48+CE1,GH30_5,GT22,GH78+3.2.1.40,Assembly accession,Origin,Genus,Family
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900107365.1,Marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,GCA_002429285.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004282915.1,Marine,Uncl. Flavobacteriaceae,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900446695.1,Non_marine,Capnocytophaga,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_003097535.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002749285.1,Marine,Maribacter_A,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002862715.1,Marine,GCA-2862715,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009764715.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900107635.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_002695445.1,Marine,UBA8316,Flavobacteriaceae
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900543775.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705265.1,Non_marine,Tenacibaculum,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002295505.1,Marine,Maribacter,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002217335.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000183985.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002453085.1,Marine,Zunongwangia,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002480545.1,Marine,Muricauda_A,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003232435.1,Marine,SZUA-72,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009792295.1,Non_marine,Myroides,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002388445.1,Marine,Maribacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610125.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013003585.1,Marine,SHLJ01,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000277585.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900239505.1,Non_marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000425505.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_013001275.1,Marine,Flaviramulus,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002631855.1,Marine,Marixanthomonas,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_006346335.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000687915.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000224335.2,Marine,Algorimicrobium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900129035.1,Marine,Psychroflexus,Flavobacteriaceae
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002320855.1,Marine,Euzebyella,Flavobacteriaceae
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002714815.1,Marine,MS024-2A,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002294145.1,Marine,UBA4166,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,GCA_002782485.1,Non_marine,Polaribacter,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002204815.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002900225.1,Marine,Formosa,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013042825.1,Marine,SHLJ01,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000190595.1,Non_marine,Cellulophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_011524815.1,Marine,MED-G14,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002705625.1,Marine,MED-G11,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002302535.1,Non_marine,Capnocytophaga,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900115315.1,Non_marine,Capnocytophaga,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000686885.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002414725.1,Marine,Aequorivita,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009664855.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003105115.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000769835.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002452945.1,Marine,Euzebyella,Flavobacteriaceae
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001642835.1,Marine,Tamlana_A,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003269425.1,Marine,Muricauda,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705565.1,Non_marine,Tenacibaculum,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001673755.1,Marine,Maribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002708445.1,Marine,UBA7428,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900129005.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003057865.1,Marine,Muricauda,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007997295.1,Marine,Gillisia,Flavobacteriaceae
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_011526275.1,Marine,UBA7428,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002833385.1,Marine,Salegentibacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003246205.1,Marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002862755.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GCA_002384605.1,Marine,Croceibacter,Flavobacteriaceae
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,GCA_001641405.1,Marine,Tenacibaculum,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900101855.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003944795.1,Marine,Mangrovimonas,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_009832745.1,Marine,Polaribacter,Flavobacteriaceae
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002389405.1,Marine,MS024-2A,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,GCA_002453015.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,GCA_009995145.1,Non_marine,Polaribacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003584135.1,Marine,Muricauda,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000952855.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_002696985.1,Marine,Mesonia,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900129405.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007997075.1,Marine,Polaribacter,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002217245.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002390665.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002120225.1,Marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,GCA_900299485.1,Marine,Aquimarina,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,GCA_006386525.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009995175.1,Non_marine,CG2-30-34-30,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002457075.1,Marine,MED-G11,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,GCA_002716225.1,Marine,Croceibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013139515.1,Marine,Lutibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002171295.2,Marine,UBA8316,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003070725.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002441545.1,Non_marine,UBA6231,Flavobacteriaceae
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002966125.1,Non_marine,RR4-38,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003966335.1,Marine,Nonlabens,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003254585.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004211875.1,Marine,Winogradskyella,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902168145.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_005771495.1,Marine,Maribacter,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002862805.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004104045.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002477585.1,Marine,MAG-120531,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900450525.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001637325.1,Marine,LPB0005,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_008692195.1,Marine,Mesonia,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002831665.1,Marine,Lacinutrix,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003973375.1,Marine,QNYL01,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_013213835.1,Marine,Winogradskyella,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_007997375.1,Marine,Psychroserpens,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002716005.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705375.1,Non_marine,Tenacibaculum,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004151245.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900114945.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900101765.1,Marine,Nonlabens,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001686945.1,Marine,Flavobacterium,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002204835.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900239185.1,Non_marine,Tenacibaculum,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900129665.1,Non_marine,Muricauda,Flavobacteriaceae
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002325485.1,Marine,BACL21,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900105135.1,Marine,Gramella,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900111075.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_011049845.1,Marine,Maribacter,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002382825.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_002117125.1,Marine,Nonlabens,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002320285.1,Non_marine,Myroides,Flavobacteriaceae
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_010365135.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003476525.1,Marine,MAG-120531,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002710605.1,Marine,Marinirhabdus,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002376925.1,Marine,UBA3537,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_014239275.1,Marine,MAG-121220-bin8,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013042925.1,Marine,Eudoraea,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002217405.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002221975.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900106565.1,Marine,Lutibacter,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002916795.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004104115.1,Non_marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002384715.1,Marine,MS024-2A,Flavobacteriaceae
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_010993815.1,Marine,Muricauda,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000300875.1,Marine,Galbibacter,Flavobacteriaceae
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002703065.1,Marine,MED-G14,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_013042715.1,Marine,SHLJ01,Flavobacteriaceae
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002364255.1,Marine,Arenibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001873105.1,Non_marine,CG2-30-34-30,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000733945.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002017935.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900129745.1,Non_marine,Winogradskyella,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002017945.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002325685.1,Marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002705385.1,Marine,MS024-2A,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_010906935.1,Non_marine,Lutibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000403785.1,Marine,Gillisia,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002304765.1,Marine,Euzebyella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013042255.1,Marine,Muriicola,Flavobacteriaceae
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004151235.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900610245.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002699265.1,Marine,UBA4166,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003008425.1,Marine,Aurantibacter,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003426875.1,Marine,Lutibacter,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002365615.1,Marine,Aequorivita,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_002256285.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003984825.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002384895.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900141855.1,Non_marine,Pseudozobellia,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,GCA_004349355.1,Non_marine,Flavobacterium,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,GCA_000378485.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_011526365.1,Marine,UBA11891,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002714865.1,Marine,Xanthomarina,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002171575.2,Marine,UBA724,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_014238425.1,Marine,Uncl. Flavobacteriaceae,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_001632745.1,Marine,Aquimarina,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,GCA_002382495.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004104055.1,Non_marine,Leeuwenhoekiella,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000378765.1,Non_marine,Psychroflexus,Flavobacteriaceae
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,GCA_004295795.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,GCA_003425985.1,Non_marine,Mariniflexile,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,GCA_011526285.1,Marine,UBA7428,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002414635.1,Marine,Aequorivita,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900109075.1,Non_marine,Myroides,Flavobacteriaceae
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_011526265.1,Marine,UBA7428,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002390455.1,Marine,UBA8316,Flavobacteriaceae
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002954605.1,Marine,Polaribacter,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_902705345.1,Non_marine,Tenacibaculum,Flavobacteriaceae
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003337215.1,Marine,Oceanihabitans,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900106795.1,Marine,Aequorivita,Flavobacteriaceae
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013042425.1,Marine,Uncl. Flavobacteriaceae,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900115145.1,Non_marine,Salegentibacter,Flavobacteriaceae
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_000425305.1,Non_marine,Psychroserpens,Flavobacteriaceae
1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900103215.1,Marine,Kriegella,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900101925.1,Marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_002833365.1,Marine,Salegentibacter,Flavobacteriaceae
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_013042685.1,Marine,Maribacter_A,Flavobacteriaceae
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_003585975.1,Non_marine,Capnocytophaga,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_009926065.1,Non_marine,Flavobacterium,Flavobacteriaceae
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_004213605.1,Marine,GCA-002733185,Flavobacteriaceae
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,GCA_900115115.1,Non_marine,Myroides,Flavobacteriaceae
